set,R2,,d1,k1,d2,k2,Kd,n,k3
344,0.808343329,,0.015650209,0.267038005,2.128720787,0.000123585,121.937693,1.942072423,0.045197897
290,0.808289468,,0.015102481,0.284595216,2.551021387,0.000188579,134.6911403,1.795038856,0.04016248
465,0.80553898,,0.01537589,0.314625634,2.337105878,0.000131418,148.1764456,1.563819243,0.04706076
242,0.805444867,,0.015684251,0.261139591,2.117529721,0.000152256,117.6158502,1.691102335,0.040649355
57,0.80506304,,0.015439863,0.305812992,2.208134948,0.000128625,134.2912431,1.895340641,0.044560318
466,0.804970898,,0.015980908,0.29394602,2.957926711,0.000178324,138.8687644,1.631683191,0.049960965
220,0.804369444,,0.015400056,0.27608227,2.273548285,0.000124014,122.0531111,1.632778839,0.049986985
307,0.804360489,,0.015387803,0.272641965,2.051608059,0.000109442,130.9220032,1.680755455,0.048753188
347,0.803986491,,0.015682226,0.254522289,2.446677341,0.000131661,129.251746,1.522972947,0.048460339
337,0.803681513,,0.015478775,0.331327958,2.333318491,0.000156826,131.1345127,1.885189817,0.040474367
162,0.801786316,,0.015880493,0.334983311,2.918612228,0.000180897,146.3849521,1.544297238,0.042809168
41,0.801771262,,0.01563372,0.278745566,2.736759186,0.000180521,132.9727978,1.653736507,0.046025683
254,0.801735724,,0.015892113,0.278418073,2.196229537,0.000122222,132.3273793,1.537795054,0.046805921
160,0.801374407,,0.015422269,0.268664875,2.383359006,0.000141667,142.1924579,1.873116488,0.042202147
3,0.800003538,,0.015018566,0.296491045,2.471604524,0.000148161,140.1319857,1.656434625,0.049834775
185,0.799216471,,0.015548192,0.360734356,2.873599456,0.000179855,131.2231601,1.964549477,0.043408773
283,0.798815651,,0.01592531,0.313763797,2.326076478,0.000135833,124.4181788,1.805050414,0.044949801
177,0.798652977,,0.015700117,0.309611195,2.064961014,0.000109847,133.8925331,1.631370283,0.048880275
323,0.798566276,,0.015084297,0.266202188,2.04054658,0.000111819,120.7405325,1.526921244,0.048097645
453,0.798079048,,0.01513761,0.333020099,2.348187575,0.000134552,145.6547469,1.517578894,0.049036863
249,0.797565349,,0.015495433,0.285153367,2.576315147,0.000134739,146.5235103,1.725337074,0.047801622
182,0.797279997,,0.015699779,0.327263342,2.399195413,0.000155276,136.2658342,1.705596927,0.045154213
193,0.797177206,,0.015430566,0.30858166,2.854631643,0.0001881,117.2032698,1.912869377,0.04039016
122,0.797164732,,0.015725469,0.288355794,2.025708126,0.000110995,119.2323923,1.517142377,0.049646088
445,0.797131341,,0.015172822,0.263245796,2.219804859,0.000138815,111.471311,1.827342922,0.046861657
49,0.797038078,,0.01551745,0.25955829,2.664853008,0.000160084,105.0213735,1.798312373,0.044098703
328,0.797023208,,0.015747474,0.393289693,2.187638271,0.00013353,140.7203432,1.877792453,0.043447536
312,0.796761421,,0.015685601,0.40264607,2.152734937,0.000126269,147.2381695,1.866124365,0.048233785
62,0.796601241,,0.015260881,0.255621759,2.102699765,0.000106868,133.368769,1.761109059,0.049226896
88,0.795263387,,0.015990537,0.356448643,2.775123943,0.00015016,135.3297962,1.645195135,0.049561228
495,0.795176597,,0.015689313,0.341544396,2.329537241,0.000134583,134.1823864,1.620922492,0.048223023
50,0.7948974,,0.01560583,0.364285637,2.081774487,0.000117786,129.7593418,1.913236278,0.046725915
498,0.794761975,,0.015550868,0.296374885,2.501514486,0.000139587,110.1682529,1.892797822,0.049823656
308,0.794710975,,0.015865127,0.286160799,2.657659369,0.000169212,121.4771113,1.721535928,0.040213297
333,0.794526082,,0.015928737,0.384451914,2.756806139,0.000165271,132.4168331,1.993967792,0.047078265
382,0.794214245,,0.015513111,0.278909457,2.60960761,0.00014724,109.8114768,1.920220777,0.04586165
121,0.793976047,,0.015103131,0.382723332,2.241511586,0.000155348,139.4706671,1.920957469,0.040588929
56,0.793894161,,0.015648862,0.260628444,2.999797274,0.000192942,104.992989,1.828569953,0.040351124
12,0.793072058,,0.015360352,0.289487955,2.427244758,0.000144577,125.1264484,1.58815029,0.043099913
14,0.792646682,,0.015353414,0.263091109,2.080368151,0.000120623,102.9693377,1.654370963,0.046107919
112,0.792335151,,0.015101831,0.311131459,2.23999734,0.000123556,124.3173253,1.833662149,0.046265949
54,0.792269808,,0.01546779,0.445918807,2.965933101,0.000191565,148.3367465,1.904084838,0.04193617
298,0.791492988,,0.015717014,0.319971955,2.10156331,0.000136336,121.9047365,1.641413144,0.04051051
74,0.790433809,,0.015744087,0.386188304,2.078681801,0.000115495,137.8775716,1.699556058,0.049366232
108,0.790366893,,0.015572294,0.279511216,2.265879211,0.000115869,144.4783648,1.584195575,0.048395501
306,0.789081552,,0.015045407,0.433089102,2.569013273,0.000167578,144.6737666,1.88229958,0.040507497
313,0.788926657,,0.015109305,0.269139046,2.315099129,0.000119679,116.6659245,1.673678721,0.048807613
180,0.788223745,,0.015350111,0.250514843,2.670982909,0.000142191,125.0588208,1.741794572,0.046372753
366,0.788138895,,0.015040229,0.287171789,2.806430184,0.00016573,109.915417,1.666152392,0.047595845
82,0.78686658,,0.015318113,0.330873853,2.939196665,0.000183041,127.2067515,1.793662316,0.040375142
97,0.786644285,,0.015014044,0.25960915,2.41578997,0.000125919,125.6687874,1.8722186,0.046966343
370,0.786359898,,0.015279606,0.303485111,2.56450344,0.000153812,114.4327523,1.687053025,0.042844208
483,0.786060796,,0.015646843,0.324454173,2.723843721,0.000145515,131.8453721,1.56652087,0.047155367
331,0.785673363,,0.015374898,0.360451754,2.204258627,0.000134895,128.5722464,1.643303051,0.044746315
303,0.785372222,,0.015931821,0.2531298,2.160605019,0.00011338,103.0807325,1.504105077,0.048597506
161,0.78511125,,0.015094685,0.349669751,2.1559378,0.00011603,142.5580697,1.649143976,0.046207483
482,0.785009764,,0.015170863,0.308219113,2.495773515,0.000149123,113.8311589,1.552017091,0.044141365
25,0.78486707,,0.015383169,0.286890601,2.958326517,0.000199239,117.1082646,1.681884054,0.044269599
320,0.784773598,,0.015404364,0.403672947,2.825459568,0.000179026,147.4771631,1.690940176,0.045036814
475,0.784466434,,0.01599914,0.290567626,2.411875072,0.000159494,148.5976056,1.583739896,0.048865734
240,0.784460354,,0.015444182,0.416201668,2.26129019,0.000128863,144.9477732,1.606993375,0.046128501
52,0.784448561,,0.01578784,0.307374825,2.561039726,0.000140169,104.5681409,1.700860376,0.049775502
467,0.784153831,,0.015993978,0.265629082,2.126995242,0.000106253,141.0249775,1.717249064,0.04869158
438,0.783968952,,0.015374237,0.34342326,2.02598193,0.000115709,122.8142951,1.803839166,0.044272892
169,0.78368815,,0.015489101,0.274302976,2.257930815,0.000151309,130.3922349,1.55708554,0.046649516
452,0.783604208,,0.015782067,0.291708471,2.253662465,0.00013048,100.9301109,1.634188611,0.047911971
173,0.783534076,,0.015685263,0.282373517,2.732324142,0.00014421,102.4141667,1.538090013,0.049307516
253,0.782856755,,0.015948624,0.283537738,2.875542019,0.000165156,113.2021243,1.534848573,0.043850118
473,0.78176414,,0.015832055,0.333085354,2.473609635,0.000157917,108.5718348,1.968509622,0.044355296
454,0.781746931,,0.015133378,0.394215462,2.518816755,0.000167153,147.4373039,1.826992494,0.04446761
203,0.781183227,,0.015247426,0.339609265,2.046069845,0.000133007,108.2202286,1.977970701,0.040025298
266,0.781075259,,0.015438867,0.343086992,2.312284766,0.000121827,109.8560106,1.890983612,0.049443403
63,0.780976231,,0.015529472,0.337817448,2.26281883,0.000135207,121.8717889,1.780125537,0.041755642
417,0.780820689,,0.015584023,0.373829903,2.523587298,0.00018119,132.1665147,1.724675402,0.040022321
349,0.780808339,,0.015472449,0.31903296,2.909946884,0.000150507,106.2491938,1.818079226,0.049790314
229,0.780772282,,0.015280263,0.300173468,2.277546456,0.00013387,108.1909795,1.935008442,0.049694117
13,0.780532651,,0.015748152,0.322236837,2.360278634,0.000125745,138.0080773,1.611468526,0.045892362
273,0.779688761,,0.015798032,0.369388608,2.906016601,0.000191875,119.9922014,1.622633199,0.040129633
211,0.779572005,,0.015586035,0.316232474,2.473943979,0.000138623,112.5309292,1.903537146,0.044312427
392,0.77948848,,0.015437539,0.359887213,2.799611025,0.00014411,121.8553184,1.813204172,0.048745936
299,0.779137938,,0.015972315,0.303128552,2.857719855,0.000168393,119.911141,1.859514941,0.041443128
243,0.779102078,,0.01524841,0.270778716,2.542072751,0.000136179,129.4965439,1.851330452,0.044909698
282,0.779057445,,0.01557665,0.279128128,2.411223206,0.000149399,107.4768416,1.616111107,0.047904844
425,0.778818577,,0.015592407,0.298180484,2.872822798,0.000177297,109.6928084,1.653102295,0.040576855
372,0.778786345,,0.015672446,0.325281636,2.64547472,0.000171535,108.6011868,1.569227165,0.042337342
31,0.778698345,,0.015728853,0.334917684,2.168796976,0.000127265,107.2736694,1.674641973,0.044993287
151,0.77862679,,0.015878785,0.3499439,2.290511739,0.000157553,113.6006198,1.9053634,0.041544979
6,0.77686733,,0.015093711,0.288525335,2.468266282,0.000141046,139.2822928,1.644406502,0.041995478
15,0.776769228,,0.015669075,0.282982749,2.293299602,0.000135582,112.7897815,1.617351386,0.041628497
131,0.776488783,,0.015985378,0.284762547,2.712455218,0.000149848,125.2448847,1.551719461,0.044082306
408,0.776439544,,0.015816395,0.312781731,2.764268144,0.000178448,102.1377047,1.961161408,0.044683122
345,0.776404784,,0.01530823,0.331977762,2.627302412,0.0001511,108.4691651,1.720710701,0.0443883
24,0.776370003,,0.015784104,0.340075359,2.088255889,0.000121462,106.6808717,1.838944862,0.04368734
462,0.774952258,,0.015740361,0.266724267,2.065240122,0.000151484,106.5367846,1.52136731,0.041409234
292,0.774720815,,0.01534714,0.416854547,2.330796976,0.000151169,127.7063163,1.816162465,0.042517222
496,0.774100921,,0.015953428,0.278199957,2.17878612,0.000110918,145.4383621,1.645510694,0.046840748
341,0.774090885,,0.015345819,0.284372262,2.979593731,0.000173007,107.9864573,1.56007471,0.042510897
165,0.773329737,,0.015421938,0.346125296,2.912701244,0.000180188,112.6070005,1.642830371,0.04517437
459,0.773168147,,0.015524462,0.334852071,2.049390977,0.000129789,148.0363243,1.682529309,0.049727395
487,0.772716961,,0.015692013,0.343625179,2.466932248,0.00012812,133.9287305,1.81268262,0.046056504
40,0.772488864,,0.015984002,0.377806081,2.061336031,0.000128002,114.3090899,1.78371392,0.040354125
17,0.771926236,,0.015087218,0.416609597,2.379175084,0.000145582,140.5872728,1.829096076,0.047518024
343,0.771854633,,0.015233,0.300055866,2.665573442,0.000156284,123.4466785,1.784911655,0.040812955
418,0.771633933,,0.015620945,0.320097364,2.988062593,0.000183337,111.2756262,1.720380721,0.047851426
247,0.770647074,,0.015788519,0.359253162,2.635482261,0.000144176,111.4261224,1.671914198,0.045732206
305,0.770566619,,0.015850799,0.441658242,2.547920223,0.000155887,138.3629299,1.904998009,0.047787402
413,0.770418493,,0.015790217,0.298414264,2.438753861,0.000139781,114.7114822,1.625592309,0.042252402
336,0.76952726,,0.015710591,0.307194207,2.203067283,0.000146493,126.3329423,1.795210997,0.047253678
423,0.768491413,,0.015427911,0.423191111,2.038065978,0.000105494,127.1895601,1.528386173,0.049627628
440,0.768131474,,0.01504832,0.277655417,2.317290447,0.000155168,147.8963355,1.771440917,0.049938673
325,0.768052598,,0.015538161,0.392596793,2.463267372,0.000143412,108.0594565,1.80678218,0.044939772
322,0.76779834,,0.015779012,0.438382175,2.927699042,0.000173047,124.1158633,1.643933504,0.04304865
403,0.767771629,,0.015678853,0.423771917,2.861584818,0.000176235,148.8186908,1.910303042,0.049572289
64,0.767348978,,0.015920515,0.394524536,2.440732322,0.000128833,117.6953589,1.933153774,0.04598462
409,0.767260225,,0.015067108,0.271628902,2.332687856,0.000134521,130.8689296,1.823841656,0.040685654
115,0.767142416,,0.015851822,0.290453787,2.041650039,0.000134708,101.2854063,1.559775535,0.045040164
135,0.767100295,,0.015966132,0.362079746,2.189117123,0.000122873,107.4187532,1.820347098,0.043866429
149,0.766883012,,0.015610867,0.337883643,2.384970165,0.000121069,115.0686252,1.686891255,0.047663157
500,0.766622367,,0.015173475,0.303544579,2.018056643,0.000142454,127.0692848,1.601148191,0.043788191
415,0.765797526,,0.015058035,0.337552799,2.038341451,0.000148641,126.7262675,1.53117341,0.040625174
218,0.765763688,,0.0157875,0.419887459,2.916246396,0.000150125,136.9489704,1.957403739,0.045875297
471,0.765183532,,0.015371922,0.392519879,2.664132769,0.000172329,108.176358,1.839121214,0.041939289
232,0.764914061,,0.015188171,0.386037003,2.573531037,0.000180563,121.1819421,1.689967549,0.040414202
297,0.76477355,,0.015929422,0.420958307,2.524269541,0.000150438,127.4476763,1.757229103,0.048294814
358,0.763778172,,0.015774939,0.440880125,2.380461662,0.000123072,116.2252552,1.703145343,0.049421342
419,0.763751235,,0.015650546,0.344096785,2.017511216,0.000132516,111.5165179,1.798139934,0.04477961
388,0.763385034,,0.015482105,0.399894366,2.249706221,0.000125252,101.6144813,1.9686984,0.04641071
138,0.763322218,,0.015114182,0.319533414,2.478964556,0.00014328,112.2574977,1.508438347,0.041740116
140,0.76304756,,0.01551478,0.381002521,2.83157618,0.000166036,117.1399244,1.900072084,0.049620246
224,0.762724684,,0.015478109,0.302891078,2.180848413,0.000109974,102.580403,1.738623935,0.047624175
168,0.762615109,,0.015496767,0.274733264,2.503543862,0.000170153,138.8124694,1.749830381,0.049175661
222,0.762601623,,0.015817416,0.381749747,2.588880963,0.000179067,136.7455189,1.537352722,0.043167288
484,0.762528031,,0.015652566,0.339742369,2.80832734,0.0001655,101.4498104,1.611623064,0.041699775
96,0.762521789,,0.015723101,0.300762171,2.345332987,0.000166574,115.3177281,1.80107365,0.043872955
474,0.762248517,,0.015756963,0.438639926,2.637263857,0.000175909,122.5489985,1.858623573,0.042409833
228,0.76216495,,0.015635402,0.429792382,2.856561384,0.00015679,118.1735413,1.505836889,0.046927931
76,0.761749201,,0.015214333,0.255271413,2.377889202,0.00017973,132.6138443,1.607764066,0.043925199
447,0.761630693,,0.015444514,0.263297378,2.433485801,0.000114591,114.4482195,1.804531208,0.049808835
393,0.761567342,,0.015766457,0.317101092,2.671705,0.000184911,144.7128786,1.575711143,0.04653169
79,0.760339348,,0.015542173,0.435300952,2.328592886,0.000134614,106.1917688,1.91819633,0.044494079
99,0.760122055,,0.015858985,0.431733553,2.217406014,0.000145549,147.517033,1.715274114,0.045967521
78,0.760029687,,0.015363326,0.381600185,2.674956826,0.000135739,101.504671,1.67657014,0.049612865
486,0.759987803,,0.015895874,0.407327587,2.412201071,0.000123871,102.3588145,1.703798754,0.04989783
380,0.759826823,,0.015131099,0.310644164,2.069151608,0.000123186,101.9446255,1.626683868,0.040342121
246,0.758314646,,0.015288812,0.401149947,2.185569558,0.000145784,121.7894588,1.824366418,0.043476631
8,0.75788591,,0.015321738,0.38513044,2.741201429,0.000166651,115.2398255,1.945240968,0.047954755
9,0.757752714,,0.015520789,0.261856881,2.01914794,0.000100475,122.4827639,1.535731924,0.046917461
148,0.757637826,,0.01543455,0.305633293,2.726421929,0.000141962,129.2692162,1.713465738,0.044500698
296,0.75755902,,0.015869223,0.263710402,2.273855587,0.000124502,124.9912298,1.807128732,0.042356241
189,0.757452551,,0.015381515,0.25144916,2.090232492,0.000173127,131.3118674,1.736790942,0.040873715
317,0.756680212,,0.0152019,0.264693933,2.924139968,0.000135113,137.6727406,1.675284449,0.049879277
75,0.756638677,,0.015293418,0.395840806,2.327334342,0.000112467,131.1876939,1.751845119,0.048298406
405,0.756579913,,0.01586342,0.342281292,2.195932725,0.000109189,113.1103625,1.573597144,0.04764189
170,0.756239895,,0.015547523,0.27344442,2.148665447,0.00015201,114.5255869,1.878332738,0.045671018
460,0.756220975,,0.015372252,0.399816023,2.488027285,0.000164167,130.5332965,1.602991738,0.044418025
244,0.755798586,,0.015956174,0.389913766,2.22942622,0.000118413,109.2637093,1.837887103,0.044832934
150,0.754847085,,0.015086245,0.277274873,2.471270497,0.000187839,141.3684794,1.534112836,0.043389405
223,0.754788117,,0.015973346,0.272321643,2.072510206,0.00010409,133.6755541,1.89370558,0.045769639
255,0.75474861,,0.015396744,0.367367687,2.292369937,0.000132976,105.5621393,1.774841589,0.049388269
368,0.754443388,,0.015823542,0.284205161,2.312597304,0.000119182,143.6411399,1.72384867,0.044530498
143,0.754360621,,0.015059655,0.371202394,2.848465227,0.000137411,104.0746572,1.767199239,0.04966825
332,0.754312398,,0.015908189,0.437524099,2.597643266,0.000170232,102.6081352,1.950283993,0.041440046
73,0.753768898,,0.015180331,0.256474601,2.420365384,0.000122419,137.3753476,1.646773536,0.04538993
233,0.753720316,,0.01575459,0.40980914,2.716490839,0.000165615,106.1487205,1.558131098,0.040117695
265,0.753285951,,0.015994666,0.449251196,2.068033285,0.000123785,112.0907279,1.511768974,0.044976557
379,0.752359603,,0.015148035,0.261037281,2.173492032,0.0001698,144.3027288,1.561870965,0.043418461
87,0.752338689,,0.015503436,0.393135609,2.934036985,0.000139265,108.6452297,1.969831444,0.04953543
235,0.75218301,,0.015763744,0.405655078,2.14402402,0.000124761,112.9575914,1.967943399,0.040216288
421,0.751903698,,0.01501146,0.392750665,2.136214336,0.000101924,131.9345,1.575560049,0.048702446
104,0.751538969,,0.015781727,0.443826889,2.184683565,0.000119237,131.4361584,1.775692777,0.042520385
37,0.75096435,,0.015898952,0.368376762,2.696737052,0.000174694,118.2214663,1.958718103,0.047260708
400,0.750824915,,0.015216624,0.317536295,2.066636232,0.000111329,111.6522486,1.634345327,0.043077478
302,0.750554909,,0.01555321,0.417835786,2.880988186,0.000171337,123.747364,1.639210998,0.048796723
214,0.750262966,,0.015262851,0.407487232,2.083744955,0.000124905,133.8744381,1.502087146,0.049007693
391,0.750262609,,0.01515162,0.357567814,2.320424499,0.000126737,103.38769,1.899707708,0.042872899
107,0.750120164,,0.015318442,0.391981906,2.408291988,0.000156356,109.4558561,1.633248628,0.043710092
390,0.749425008,,0.015417625,0.314687284,2.162942415,0.000102776,102.441854,1.865050973,0.048785836
84,0.749256793,,0.015502435,0.262833499,2.334264762,0.000168005,130.7981984,1.541338298,0.046379652
110,0.749149975,,0.015382507,0.26144676,2.233950578,0.000110331,102.0135404,1.669190867,0.046823331
457,0.748942334,,0.015977127,0.439758599,2.334895822,0.000150264,132.9188929,1.790397263,0.046573242
363,0.748865375,,0.015846025,0.324644939,2.088538146,0.00016187,124.0487819,1.719226289,0.040901086
318,0.748823061,,0.015383831,0.282705663,2.15506382,0.000116568,109.9599929,1.550232168,0.042691515
256,0.748497648,,0.015769849,0.428867083,2.097307073,0.000102184,102.7191393,1.595171294,0.049845897
129,0.748405233,,0.015288154,0.371784684,2.506591014,0.000143644,113.2633402,1.589369111,0.040728044
68,0.748081659,,0.015658965,0.422362769,2.763147557,0.000171812,123.4133141,1.739124178,0.047236108
221,0.74768581,,0.01585762,0.264382949,2.610665929,0.000122816,144.5760327,1.780808482,0.048316372
410,0.746687316,,0.015785802,0.376402256,2.297332506,0.00011814,102.2205649,1.903902256,0.045322457
369,0.7466009,,0.015495767,0.294291778,2.171436695,0.000101291,117.8226847,1.598386846,0.049033216
146,0.746515437,,0.015891087,0.430972922,2.67857461,0.000168783,109.9897202,1.920404923,0.04565064
141,0.745945041,,0.015992257,0.379140849,2.146633588,0.000164585,127.344367,1.853106619,0.040601007
164,0.745666412,,0.015551537,0.328483899,2.381748935,0.000173969,123.096802,1.524434088,0.042586853
443,0.744993234,,0.015351432,0.449867767,2.258541239,0.000152679,104.8795277,1.701023486,0.040135603
394,0.744323313,,0.015596097,0.262113534,2.619856028,0.000122137,112.9881291,1.614097682,0.048934842
172,0.743676225,,0.015127193,0.289091194,2.080086997,0.000174654,141.349374,1.869886105,0.040426228
310,0.743236112,,0.01510963,0.410854285,2.238484117,0.000152362,137.8216784,1.600534147,0.044226813
1,0.742526338,,0.015345489,0.359042059,2.475281804,0.000193388,147.9363188,1.880134811,0.041901872
319,0.742512511,,0.015471118,0.316790597,2.305108037,0.000125136,105.8478704,1.843005246,0.041942409
386,0.741985878,,0.015395088,0.324517749,2.534867928,0.000169329,147.4173783,1.776544373,0.049871857
26,0.739905726,,0.0157651,0.436154669,2.783011643,0.000131176,110.2129314,1.979298876,0.048514438
16,0.739872743,,0.015194707,0.430550929,2.702209761,0.000178778,118.6215975,1.508293704,0.043196195
85,0.739825637,,0.015274676,0.373025086,2.537610212,0.000136746,144.1467872,1.670311701,0.041415394
373,0.738661117,,0.015478442,0.405257875,2.039443718,0.000124186,106.4072725,1.747482781,0.047539235
130,0.738626958,,0.015697415,0.363074296,2.727159008,0.000169369,105.7191959,1.982718279,0.048764068
329,0.738113741,,0.015409667,0.388541071,2.179375147,0.000109949,105.2487259,1.639368196,0.04550148
181,0.737767448,,0.015068081,0.298472738,2.639403361,0.000123613,123.7306401,1.704452416,0.04768798
51,0.73750233,,0.015111255,0.290966413,2.765762967,0.000151589,105.234502,1.801591861,0.041044323
261,0.737238983,,0.015380853,0.440534736,2.293919587,0.000147002,106.464814,1.723022334,0.044052806
101,0.737107519,,0.01505091,0.356728107,2.279702229,0.000102586,145.7729106,1.851507992,0.049040511
309,0.737052035,,0.015806531,0.408926863,2.09532378,0.000104596,103.4995374,1.751677136,0.045960683
116,0.735069589,,0.015868199,0.377510104,2.531786401,0.000129969,109.4262731,1.539270415,0.044233393
119,0.733910917,,0.015258583,0.420710946,2.961927201,0.000135927,104.2013301,1.617196299,0.049946103
7,0.732929046,,0.015193073,0.264590231,2.879431087,0.000159604,108.939306,1.655005662,0.040270168
145,0.731149968,,0.015612546,0.412225036,2.753082693,0.000149157,135.1470147,1.975506455,0.040480389
364,0.730399529,,0.015213351,0.406849025,2.826987481,0.000137189,136.1737802,1.716425892,0.045349434
291,0.730058968,,0.015784444,0.3490537,2.187933962,0.000144911,145.7926139,1.695486506,0.049949818
251,0.730031056,,0.015018243,0.286609688,2.812125502,0.000140201,130.1633349,1.699393088,0.044118388
42,0.72931768,,0.015060951,0.372513832,2.302305819,0.000106425,149.3022008,1.848314875,0.04706426
196,0.729209386,,0.015794294,0.406609954,2.846925705,0.000139297,116.8395014,1.701512911,0.045474413
284,0.729020261,,0.015796333,0.380331268,2.941581115,0.000152467,116.2095479,1.990719877,0.042529874
455,0.727383253,,0.015188824,0.424104164,2.177608542,0.000108636,103.4296186,1.948601534,0.044776279
461,0.726697803,,0.01502503,0.313333764,2.339634218,0.000181399,117.6476472,1.882660617,0.041653275
490,0.726597367,,0.015903057,0.333934829,2.027351501,0.000166613,134.7639768,1.864872134,0.040640286
280,0.724385722,,0.015013075,0.331392881,2.246971353,0.000117704,106.2779179,1.581766801,0.042123744
22,0.72422824,,0.01541862,0.39630642,2.509641875,0.000117623,116.2566763,1.730307705,0.046893039
489,0.724219029,,0.015945193,0.381674958,2.367307156,0.000125803,117.5363951,1.821220109,0.041237109
339,0.7234739,,0.015698091,0.291537059,2.590981217,0.000119789,112.8355231,1.886998469,0.047306429
348,0.723308483,,0.015984346,0.415305628,2.287418088,0.000112962,131.3828764,1.584803351,0.044338803
427,0.723282613,,0.015458808,0.394061016,2.549642626,0.00012662,123.3632845,1.935379589,0.043768653
304,0.723254577,,0.0153587,0.271895132,2.70805956,0.000130059,128.7809419,1.560224319,0.045572609
286,0.722555794,,0.015289799,0.42435352,2.567971839,0.000118195,116.319544,1.577979293,0.047926228
429,0.722541984,,0.015007262,0.389303081,2.209329033,0.000106523,118.5094245,1.509306498,0.04558617
195,0.721790899,,0.01551211,0.443305444,2.333633872,0.000172728,132.7214285,1.564419201,0.041090143
384,0.721053575,,0.015651556,0.339542732,2.630855744,0.000126678,107.753191,1.764659108,0.045420326
412,0.719446598,,0.015732237,0.390984769,2.796207661,0.000126824,111.7881445,1.519763366,0.048399101
100,0.717643878,,0.015673794,0.415061589,2.279086085,0.000110867,108.1617384,1.85328433,0.044799599
274,0.717216439,,0.015179351,0.384226005,2.089385147,0.00012659,103.6115057,1.765844048,0.049734793
225,0.7170916,,0.015651893,0.298238912,2.156229206,0.000105446,104.9504266,1.58541136,0.04458021
114,0.716173015,,0.015584694,0.300585439,2.601156485,0.000121265,129.9523992,1.614562096,0.046303819
439,0.715631548,,0.015852845,0.29579477,2.830428308,0.000143213,105.2771795,1.570582065,0.043023042
402,0.715392339,,0.01526712,0.273819707,2.425932895,0.000105275,138.2134072,1.998945444,0.049531745
179,0.715366391,,0.015801091,0.31990927,2.205450616,0.000114644,145.1241942,1.748320848,0.041292356
4,0.715314271,,0.015260224,0.393983816,2.951138275,0.000134056,105.3768279,1.565169473,0.048036865
272,0.715045981,,0.015182944,0.320160086,2.417749802,0.00018594,143.3502275,1.666312174,0.043869692
92,0.714213629,,0.015906821,0.267771497,2.87204635,0.000132455,110.3172515,1.533377451,0.047141339
287,0.714071419,,0.015098907,0.398798957,2.140260244,0.000106499,114.5720325,1.821569431,0.043228337
262,0.71368196,,0.015314159,0.374563062,2.247882606,0.00016292,127.1551841,1.608535125,0.043697089
198,0.713380678,,0.015715662,0.34248254,2.971148872,0.000156537,122.0036328,1.96172568,0.040585911
350,0.712547578,,0.015043789,0.311253402,2.79545192,0.000136557,101.8069353,1.766521513,0.044092143
377,0.710516632,,0.015364317,0.420381358,2.248794229,0.000165538,123.3799588,1.79211497,0.042274407
184,0.709956111,,0.015846707,0.415224266,2.402764963,0.000112311,117.9023332,1.730971537,0.045796882
136,0.708795385,,0.015276976,0.296142703,2.29175037,0.000161012,114.3245404,1.792458709,0.047225568
352,0.708771236,,0.015797013,0.362221658,2.284328615,0.000105641,113.3399066,1.694511265,0.046238426
237,0.707695899,,0.015212696,0.342013146,2.268330496,0.000107612,103.3178467,1.667431075,0.045110572
