set,R2,,d1,k1,d2,k2,Kd,n,k3
10,0.830233194,,0.015901688,0.252832403,2.78979037,0.000165921,137.4124866,1.855774065,0.046587101
217,0.827849434,,0.015838868,0.26149799,2.481646362,0.000170389,137.2268921,1.86290604,0.043586721
83,0.825179146,,0.0153984,0.262062183,2.068871971,0.000127677,142.0964002,1.755713187,0.048424307
201,0.823101687,,0.015082999,0.278636359,2.077839139,0.000153351,142.5773384,1.960973353,0.0407129
137,0.822460737,,0.015297037,0.266776531,2.447008044,0.000184612,145.4776808,1.751005363,0.040153519
152,0.820688271,,0.015793615,0.272481757,2.389164278,0.000146155,143.0599043,1.576920417,0.047412108
431,0.820604628,,0.015227103,0.281600026,2.873987863,0.00017417,142.6930056,1.725502531,0.047025769
258,0.818040772,,0.01560986,0.284093815,2.091928212,0.000128387,143.0405704,1.655164375,0.044676475
67,0.817627563,,0.015716676,0.268770174,2.491055551,0.00016669,136.7270383,1.650409606,0.040767445
481,0.817247633,,0.015622626,0.260883892,2.879820282,0.000179108,134.1461204,1.757734699,0.048640902
30,0.815455339,,0.01550944,0.306052757,2.504220687,0.000151554,145.084971,1.697113156,0.046403806
397,0.814883744,,0.015049615,0.253576553,2.585733775,0.000177789,128.9551135,1.617041227,0.040201334
411,0.814484806,,0.015210733,0.280278969,2.011521236,0.000138847,143.4471328,1.65294378,0.042837835
93,0.814385497,,0.015741377,0.29660725,2.664492864,0.00015208,141.0631031,1.638582357,0.04940664
89,0.813649479,,0.015179678,0.253179401,2.866229675,0.000184783,132.2379859,1.531026587,0.045308975
399,0.812954991,,0.015841594,0.295910702,2.13015981,0.000128268,134.0192668,1.763982357,0.047684433
414,0.812375706,,0.015899294,0.260781683,2.862745326,0.00017221,118.1416021,1.807648686,0.045592952
163,0.81036955,,0.015592072,0.262782008,2.429213883,0.000174332,119.7491845,1.76601339,0.040156506
375,0.810268076,,0.015008554,0.261088431,2.51405523,0.000154453,142.5388035,1.86863135,0.041696673
66,0.809354,,0.015085271,0.275272073,2.008532918,0.000129849,133.4769656,1.5487463,0.043305574
