set,R2,,d1,k1,d2,k2,Kd,n,k3
30,-23.34440054,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001916461
39,-27.15593889,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.002030019
73,-31.18974215,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.002142068
22,-40.10264112,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.002366828
59,-42.45138366,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.002421958
43,-87.49445479,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.003279694
15,-123.2574136,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.003809196
53,-134.4124922,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.003958221
1,-135.5811841,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.00397344
74,-220.3673032,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.004945004
49,-407.6472551,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.006569011
63,-442.3786351,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.006826006
84,-560.7553134,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.007629569
82,-664.9340192,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.008269895
96,-1043.729211,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.010252584
85,-1103.869307,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.010531737
64,-2135.387198,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.01448216
29,-2347.007255,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.015164683
26,-2973.424262,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.017015054
47,-3045.643123,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.017212079
24,-3293.587459,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.017885455
91,-5151.012912,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.02225871
33,-6212.587205,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.024406191
31,-7265.322767,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.026353199
83,-10076.1596,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.030962308
44,-11771.62359,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.033432332
18,-19198.09135,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.042576177
97,-20587.03134,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.044072397
5,-21070.58042,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.044582731
87,-24026.49065,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.047588279
14,-24213.34411,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.047771257
75,-25970.52491,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.049450042
100,-27195.00681,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.050601882
80,-35115.66095,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.057433683
38,-35664.19034,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.057876199
57,-90059.51243,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.091727594
69,-117963.185,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.104913973
10,-150876.8415,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.118622389
90,-154412.9603,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.119995972
77,-235825.1461,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.148194926
42,-385853.3027,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.189452351
12,-433062.1548,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.200678109
45,-436443.2,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.201449719
55,-464084.3767,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.207730373
6,-4378314.3,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.637039947
99,-4620358.265,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.654384996
4,-5428779.517,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.70930551
8,-5469908.348,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.7120328
65,-8873814.122,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.906775965
2,-10917425.92,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,1.005773063
95,-19272610.76,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,1.336082677
20,-23169941.11,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,1.464985524
60,-29172194.88,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,1.643740793
34,-35060873.07,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,1.80232594
94,-45534270.13,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,2.053525026
17,-51093773.92,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,2.175204034
40,-70531535.12,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,2.555641901
71,-89456138.23,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,2.878502869
52,-108367943.1,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,3.16835133
7,-134352532.5,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,3.527767866
61,-141769238.4,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,3.62382041
70,-167906880.1,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,3.943059525
25,-217925958.8,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,4.492623247
9,-228177467.2,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,4.597269885
81,-259993149.2,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,4.907195194
41,-266063581.3,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,4.964017837
13,-329828811.3,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,5.527134079
36,-462373669.9,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,6.543849964
23,-465915773.3,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,6.569011165
66,-860945232.2,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,8.929627309
88,-973443929.9,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,9.495109992
