set,R2,,d1,k1,d2,k2,Kd,n,k3
28,0.861812006,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000414477
51,0.848419979,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000383855
62,0.844638356,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000379461
50,0.757698741,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000517806
98,0.728594373,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000308437
79,0.725741725,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000307256
37,0.711073976,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000301416
3,0.571450086,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000255564
76,0.409937861,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.00021503
67,0.340634008,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000199909
11,0.172602002,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000672202
35,0.158276469,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000674787
16,0.073009181,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000149337
68,0.053006982,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000145937
56,-0.326836134,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000751335
27,-1.290643007,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000865964
72,-1.322634874,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000869294
48,-1.852057891,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000920803
58,-2.430550346,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.000971628
19,-3.418891844,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.00104914
78,-4.369935544,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001115578
46,-5.952650855,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001213855
54,-7.619961898,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.00130567
93,-8.521798512,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001351554
86,-10.32459295,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001437143
92,-12.41454318,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001528152
32,-12.98449986,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001551791
21,-15.83453282,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001662774
89,-20.41953589,,0.01829,0.08299,0.11669,0.001023,90.41029,0.9645,0.001823196
