16.76,8.17,4.59,0.30,0.00,18.86,9.75,5.62,0.00,21.48,12.02,7.12,0.03,0.00,0.00,22.09,12.60,7.59,0.00,0.00,14.29,4.88,2.44,0.82,0.00,15.71,5.38,2.69,0.90,0.11,0.00,17.39,5.96,2.98,1.00,0.00,0.00,17.77,6.10,3.05,1.02,0.01,16.01,12.01,3.98,1.81,0.47,0.02,17.39,13.05,4.32,1.96,0.52,0.02,18.98,14.25,4.72,2.14,0.56,0.02,19.33,14.51,4.81,2.18,0.57,0.02,19.84,11.66,5.46,1.45,0.58,0.05,21.49,12.63,5.91,1.57,0.63,0.06,23.38,13.74,6.43,1.71,0.69,0.06,23.80,13.98,6.55,1.74,0.70,0.06,21.32,14.96,11.42,3.13,1.26,0.11,23.08,16.19,12.35,3.39,1.36,0.12,25.09,17.60,13.43,3.68,1.48,0.13,25.53,17.91,13.67,3.75,1.51,0.13,22.68,24.53,26.65,27.11
28.71,15.42,9.04,0.29,0.00,31.11,17.61,10.58,0.00,33.41,19.93,12.29,0.04,0.00,0.00,33.84,20.38,12.64,0.00,0.00,23.68,8.13,4.07,1.36,0.28,25.21,8.67,4.34,1.45,0.03,0.01,26.61,9.16,4.58,1.53,0.03,0.01,26.86,9.24,4.62,1.54,0.46,25.96,19.49,6.46,2.93,0.77,0.03,27.39,20.56,6.81,3.09,0.81,0.03,28.69,21.54,7.14,3.24,0.85,0.03,28.92,21.71,7.19,3.27,0.86,0.03,31.99,18.80,8.81,2.34,0.94,0.08,33.69,19.80,9.27,2.46,0.99,0.09,35.22,20.70,9.69,2.57,1.04,0.09,35.49,20.86,9.77,2.59,1.04,0.09,34.34,24.10,18.39,5.04,2.03,0.18,36.14,25.36,19.35,5.30,2.14,0.19,37.76,26.50,20.22,5.54,2.23,0.20,38.05,26.70,20.37,5.59,2.25,0.20,36.48,38.37,40.07,40.37
12.47,6.38,3.66,1.29,0.00,13.68,7.38,4.33,0.00,15.05,8.64,5.23,0.07,0.00,0.00,15.34,8.94,5.44,0.00,0.00,10.47,3.59,1.79,0.53,0.00,11.26,3.87,1.93,0.65,0.01,0.00,12.12,4.17,2.08,0.69,0.00,0.00,12.30,4.23,2.11,0.71,0.01,11.58,8.70,2.88,1.31,0.34,0.01,12.34,9.26,3.07,1.39,0.37,0.01,13.15,9.87,3.27,1.48,0.39,0.01,13.31,9.99,3.31,1.50,0.39,0.01,14.31,8.41,3.94,1.05,0.42,0.04,15.21,8.94,4.19,1.11,0.45,0.04,16.16,9.50,4.45,1.18,0.48,0.04,16.36,9.61,4.50,1.20,0.48,0.04,15.37,10.78,8.23,2.26,0.91,0.08,16.33,11.46,8.74,2.40,0.96,0.09,17.34,12.16,9.28,2.54,1.02,0.09,17.54,12.31,9.39,2.57,1.04,0.09,16.34,17.34,18.40,18.62
7.07,3.86,2.28,0.83,0.00,7.42,4.19,2.51,0.00,7.78,4.54,2.77,1.04,0.00,0.00,7.85,4.61,2.82,0.00,0.00,5.79,1.99,0.99,0.24,0.01,6.01,2.06,1.03,0.34,0.00,0.00,6.23,2.14,1.07,0.36,0.00,0.00,6.27,2.15,1.08,0.01,0.00,6.33,4.75,1.57,0.71,0.19,0.01,6.54,4.91,1.63,0.74,0.19,0.01,6.74,5.06,1.68,0.76,0.20,0.01,6.78,5.09,1.69,0.77,0.20,0.01,7.80,4.59,2.15,0.57,0.23,0.02,8.05,4.73,2.21,0.59,0.24,0.02,8.29,4.87,2.28,0.61,0.24,0.02,8.34,4.90,2.29,0.61,0.24,0.02,8.37,5.87,4.48,1.23,0.49,0.04,8.64,6.06,4.62,1.27,0.51,0.05,8.89,6.24,4.76,1.30,0.53,0.05,8.94,6.27,4.79,1.31,0.53,0.05,8.89,9.17,9.44,9.49
9.76,5.54,3.33,0.12,0.00,10.31,6.09,3.74,0.00,10.79,6.61,4.13,0.01,0.00,0.00,10.87,6.70,4.21,0.00,0.00,7.88,2.71,1.35,0.07,0.06,8.22,2.82,1.41,0.47,0.01,0.00,8.50,2.92,1.46,0.49,0.00,0.01,8.55,2.94,1.47,0.49,0.00,8.57,6.43,2.13,0.97,0.25,0.01,8.89,6.67,2.21,1.00,0.26,0.01,9.15,6.87,2.28,1.03,0.27,0.01,9.19,6.90,2.29,1.04,0.27,0.01,10.55,6.20,2.90,0.77,0.31,0.03,10.92,6.42,3.00,0.80,0.32,0.03,11.23,6.60,3.09,0.82,0.33,0.03,11.28,6.63,3.10,0.82,0.33,0.03,11.32,7.94,6.06,1.66,0.67,0.06,11.71,8.22,6.27,1.72,0.69,0.06,12.04,8.44,6.44,1.77,0.71,0.06,12.09,8.48,6.47,1.77,0.71,0.06,12.02,12.43,12.77,12.83
23.01,12.97,7.77,0.00,0.00,23.87,13.81,8.38,0.00,24.89,14.86,9.17,0.26,0.00,0.00,25.12,15.11,9.36,0.00,0.00,18.62,6.39,3.20,1.07,0.14,19.15,6.58,3.29,1.10,0.02,0.01,19.76,6.79,3.40,1.13,0.01,0.01,19.90,6.84,3.42,1.14,0.04,20.28,15.22,5.04,2.29,0.60,0.02,20.78,15.60,5.17,2.35,0.62,0.02,21.34,16.02,5.31,2.41,0.63,0.02,21.47,16.12,5.34,2.42,0.64,0.02,24.96,14.67,6.87,1.82,0.73,0.07,25.54,15.01,7.03,1.87,0.75,0.07,26.21,15.40,7.21,1.92,0.77,0.07,26.36,15.49,7.25,1.93,0.77,0.07,26.78,18.79,14.34,3.93,1.58,0.14,27.40,19.22,14.67,4.02,1.62,0.14,28.11,19.72,15.05,4.13,1.66,0.15,28.27,19.83,15.13,4.15,1.67,0.15,28.43,29.09,29.83,30.00
22.54,12.67,7.42,0.30,0.00,23.44,13.55,8.06,0.00,24.38,14.51,8.15,3.40,0.00,0.00,24.58,14.72,8.70,0.00,0.00,18.23,6.25,3.13,1.04,0.02,18.78,6.44,3.22,1.08,0.01,0.02,19.34,6.64,3.32,1.11,0.02,0.02,19.46,6.68,3.34,1.12,0.02,19.88,14.92,4.94,2.24,0.59,0.02,20.39,15.31,5.07,2.30,0.60,0.02,20.92,15.70,5.20,2.36,0.62,0.02,21.03,15.78,5.23,2.37,0.62,0.02,24.48,14.39,6.73,1.79,0.72,0.06,25.08,14.74,6.90,1.83,0.74,0.07,25.71,15.11,7.07,1.88,0.76,0.07,25.83,15.18,7.11,1.89,0.76,0.07,26.26,18.43,14.06,3.85,1.55,0.14,26.91,18.88,14.41,3.95,1.59,0.14,27.57,19.34,14.76,4.05,1.63,0.14,27.70,19.44,14.83,4.07,1.64,0.15,27.89,28.57,29.26,29.40
12.94,6.51,3.71,1.29,0.00,14.35,7.64,4.46,0.00,16.09,9.24,5.58,2.09,0.00,0.00,16.50,9.64,5.88,0.00,0.00,10.90,3.73,1.87,0.62,0.00,11.83,4.05,2.03,0.68,0.01,0.00,12.92,4.44,2.22,0.74,0.00,0.02,13.17,4.52,2.26,0.76,0.00,12.12,9.10,3.01,1.37,0.36,0.01,13.01,9.77,3.24,1.47,0.39,0.01,14.05,10.54,3.49,1.59,0.42,0.01,14.28,10.72,3.55,1.61,0.42,0.02,14.99,8.81,4.13,1.10,0.44,0.04,16.06,9.44,4.42,1.17,0.47,0.04,17.28,10.16,4.75,1.26,0.51,0.05,17.55,10.32,4.83,1.28,0.52,0.05,16.11,11.30,8.62,2.36,0.95,0.08,17.24,12.10,9.23,2.53,1.02,0.09,18.54,13.01,9.92,2.72,1.09,0.10,18.83,13.21,10.08,2.76,1.11,0.10,17.13,18.32,19.69,19.99
23.95,13.25,7.87,0.30,0.00,24.98,14.22,8.56,0.00,26.03,15.27,9.33,3.42,0.00,0.00,26.25,15.50,9.50,0.00,0.00,19.46,6.67,3.34,1.11,0.01,20.10,6.89,3.45,1.15,0.14,0.02,20.74,7.12,3.56,1.19,0.12,0.01,20.87,7.16,3.58,1.20,0.02,21.28,15.98,5.29,2.40,0.63,0.02,21.88,16.43,5.44,2.47,0.65,0.02,22.48,16.88,5.59,2.54,0.67,0.02,22.60,16.97,5.62,2.55,0.67,0.02,26.23,15.42,7.22,1.92,0.77,0.07,26.94,15.83,7.41,1.97,0.79,0.07,27.65,16.25,7.61,2.02,0.81,0.07,27.79,16.33,7.65,2.03,0.82,0.07,28.15,19.75,15.07,4.13,1.66,0.15,28.90,20.28,15.47,4.24,1.71,0.15,29.65,20.81,15.87,4.35,1.75,0.16,29.80,20.91,15.96,4.37,1.76,0.16,29.90,30.69,31.48,31.64
9.89,5.37,3.16,1.16,0.00,10.42,5.85,3.50,0.00,11.03,6.44,3.93,1.48,0.00,0.00,11.16,6.58,4.03,0.00,0.00,8.09,2.77,1.39,0.46,0.00,8.42,2.89,1.44,0.01,0.00,0.00,8.79,3.01,1.51,0.05,0.00,0.00,8.87,3.04,1.52,0.49,0.00,8.88,6.66,2.21,1.00,0.26,0.01,9.19,6.90,2.29,1.04,0.27,0.01,9.54,7.16,2.37,1.08,0.28,0.01,9.61,7.21,2.39,1.08,0.28,0.01,10.95,6.43,3.01,0.80,0.32,0.03,11.32,6.65,3.11,0.83,0.33,0.03,11.73,6.89,3.23,0.86,0.34,0.03,11.82,6.94,3.25,0.86,0.35,0.03,11.75,8.25,6.29,1.72,0.69,0.06,12.15,8.52,6.50,1.78,0.72,0.06,12.58,8.83,6.73,1.85,0.74,0.07,12.68,8.89,6.78,1.86,0.75,0.07,12.49,12.90,13.36,13.46
18.55,9.95,5.83,0.01,0.00,19.83,11.10,6.63,0.00,21.16,12.41,7.58,2.80,0.00,0.00,21.44,12.69,7.79,0.00,0.00,15.27,5.23,2.62,0.87,0.00,16.07,5.52,2.76,0.92,0.02,0.02,16.89,5.80,2.90,0.97,0.02,0.00,17.05,5.86,2.93,0.98,0.02,16.77,12.59,4.17,1.89,0.50,0.02,17.53,13.16,4.36,1.98,0.52,0.02,18.29,13.73,4.55,2.07,0.54,0.02,18.45,13.85,4.59,2.08,0.55,0.02,20.68,12.15,5.69,1.51,0.61,0.05,21.58,12.69,5.94,1.58,0.63,0.06,22.49,13.22,6.19,1.64,0.66,0.06,22.67,13.32,6.24,1.66,0.67,0.06,22.20,15.58,11.89,3.26,1.31,0.12,23.16,16.25,12.40,3.40,1.37,0.12,24.12,16.92,12.91,3.54,1.42,0.13,24.31,17.05,13.01,3.57,1.44,0.13,23.59,24.60,25.60,25.80
6.20,3.51,2.11,0.00,0.00,6.47,3.77,2.30,0.00,6.77,4.09,2.54,0.01,0.00,0.00,6.84,4.16,2.60,0.00,0.00,5.02,1.72,0.86,0.29,0.01,5.18,1.78,0.89,0.29,0.00,0.00,5.36,1.84,0.92,0.28,0.00,0.00,5.40,1.86,0.93,0.00,0.00,5.46,4.10,1.36,0.62,0.16,0.01,5.61,4.21,1.40,0.63,0.17,0.01,5.78,4.34,1.44,0.65,0.17,0.01,5.82,4.37,1.45,0.66,0.17,0.01,6.72,3.95,1.85,0.49,0.20,0.02,6.90,4.05,1.90,0.50,0.20,0.02,7.10,4.17,1.95,0.52,0.21,0.02,7.14,4.20,1.96,0.52,0.21,0.02,7.21,5.06,3.86,1.06,0.43,0.04,7.40,5.19,3.96,1.09,0.44,0.04,7.61,5.34,4.07,1.12,0.45,0.04,7.65,5.37,4.10,1.12,0.45,0.04,7.65,7.85,8.07,8.12
44.38,26.17,16.03,0.02,0.00,45.86,27.74,17.23,0.00,47.39,29.45,18.56,0.01,0.00,0.00,47.70,29.81,18.85,0.00,0.00,35.34,12.14,6.07,2.03,0.01,36.22,12.44,6.23,2.08,0.08,0.12,37.11,12.76,6.38,2.13,0.64,0.01,37.29,12.82,6.41,2.14,0.64,38.26,28.72,9.52,4.32,1.13,0.04,39.08,29.33,9.72,4.41,1.16,0.04,39.89,29.95,9.92,4.50,1.18,0.04,40.06,30.07,9.96,4.52,1.19,0.04,47.03,27.64,12.94,3.44,1.38,0.12,47.99,28.20,13.20,3.51,1.41,0.13,48.95,28.77,13.47,3.58,1.44,0.13,49.14,28.88,13.52,3.59,1.44,0.13,50.44,35.39,27.00,7.40,2.98,0.26,51.45,36.10,27.55,7.55,3.04,0.27,52.47,36.82,28.09,7.70,3.10,0.28,52.68,36.96,28.20,7.73,3.11,0.28,53.54,54.61,55.68,55.89
16.25,8.51,4.93,0.04,0.00,17.86,9.91,5.90,0.00,19.45,11.47,7.03,2.67,0.00,0.00,19.75,11.78,7.27,0.00,0.00,13.52,4.64,2.32,0.78,0.26,14.56,5.00,2.50,0.84,0.00,0.00,15.54,5.35,2.67,0.89,0.00,0.15,15.72,5.41,2.71,0.90,0.02,14.90,11.18,3.70,1.68,0.44,0.02,15.87,11.92,3.95,1.79,0.47,0.02,16.79,12.60,4.18,1.90,0.50,0.02,16.96,12.73,4.22,1.91,0.50,0.02,18.38,10.80,5.06,1.34,0.54,0.05,19.54,11.48,5.38,1.43,0.57,0.05,20.62,12.12,5.67,1.51,0.61,0.05,20.81,12.23,5.73,1.52,0.61,0.05,19.73,13.85,10.56,2.90,1.17,0.10,20.97,14.71,11.22,3.08,1.24,0.11,22.11,15.51,11.84,3.24,1.31,0.12,22.32,15.66,11.95,3.27,1.32,0.12,20.97,22.27,23.47,23.68
41.81,22.77,13.43,0.09,0.00,44.30,25.08,15.06,0.00,46.93,27.69,16.99,0.14,0.00,0.00,47.46,28.26,17.41,0.01,0.00,34.34,11.80,5.90,1.97,0.01,35.91,12.35,6.18,2.06,0.01,0.01,37.51,12.91,6.46,2.16,0.28,0.01,37.83,13.02,6.51,2.18,0.01,37.53,28.18,9.34,4.24,1.11,0.04,39.01,29.28,9.70,4.41,1.16,0.04,40.50,30.40,10.07,4.57,1.20,0.04,40.80,30.63,10.15,4.61,1.21,0.04,46.23,27.17,12.72,3.38,1.36,0.12,47.97,28.19,13.20,3.51,1.41,0.13,49.73,29.23,13.68,3.63,1.46,0.13,50.08,29.43,13.78,3.66,1.47,0.13,49.61,34.81,26.56,7.28,2.93,0.26,51.46,36.10,27.55,7.55,3.04,0.27,53.32,37.41,28.54,7.83,3.15,0.28,53.69,37.67,28.74,7.88,3.17,0.28,52.69,54.63,56.58,56.97
15.10,7.50,4.25,0.00,0.00,16.96,8.97,5.22,0.00,19.19,10.99,6.64,0.08,0.00,0.00,19.69,11.49,7.00,0.00,0.00,12.82,4.39,2.20,0.73,0.00,14.07,4.83,2.41,0.81,0.01,0.00,15.48,5.32,2.66,0.89,0.00,0.00,15.79,5.43,2.72,0.91,0.04,14.27,10.71,3.55,1.61,0.42,0.02,15.47,11.61,3.85,1.75,0.46,0.02,16.80,12.61,4.18,1.90,0.50,0.02,17.08,12.82,4.25,1.93,0.51,0.02,17.65,10.37,4.86,1.29,0.52,0.05,19.08,11.21,5.25,1.39,0.56,0.05,20.65,12.14,5.68,1.51,0.61,0.05,20.99,12.33,5.77,1.53,0.62,0.05,18.96,13.31,10.15,2.78,1.12,0.10,20.48,14.37,10.96,3.01,1.21,0.11,22.15,15.54,11.86,3.25,1.31,0.12,22.50,15.79,12.05,3.30,1.33,0.12,20.16,21.76,23.52,23.89
11.99,6.47,3.80,0.01,0.00,12.86,7.26,4.36,0.00,13.80,8.20,5.05,1.25,0.00,0.00,13.99,8.40,5.20,0.00,0.00,9.88,3.39,1.70,0.56,0.00,10.43,3.59,1.79,0.59,0.00,0.00,11.00,3.79,1.89,0.09,0.00,0.00,11.12,3.83,1.91,0.62,0.01,10.82,8.12,2.69,1.22,0.32,0.01,11.34,8.51,2.82,1.28,0.34,0.01,11.87,8.91,2.95,1.34,0.35,0.01,11.97,8.99,2.98,1.35,0.35,0.01,13.33,7.84,3.67,0.97,0.39,0.03,13.95,8.20,3.84,1.02,0.41,0.04,14.57,8.56,4.01,1.06,0.43,0.04,14.69,8.64,4.04,1.07,0.43,0.04,14.31,10.04,7.66,2.10,0.85,0.08,14.96,10.50,8.01,2.20,0.88,0.08,15.62,10.96,8.36,2.29,0.92,0.08,15.75,11.05,8.43,2.31,0.93,0.08,15.20,15.88,16.58,16.71
11.33,5.64,3.20,1.05,0.00,12.97,6.95,4.06,0.00,14.65,8.51,5.18,1.94,0.00,0.00,14.97,8.84,5.42,0.00,0.00,9.62,3.30,1.65,0.24,0.00,10.72,3.68,1.84,0.61,0.07,0.00,11.77,4.05,2.03,0.65,0.01,0.00,11.97,4.12,2.06,0.07,0.00,10.70,8.03,2.66,1.21,0.32,0.01,11.75,8.82,2.92,1.33,0.35,0.01,12.74,9.56,3.17,1.44,0.38,0.01,12.92,9.70,3.21,1.46,0.38,0.01,13.23,7.78,3.64,0.97,0.39,0.03,14.48,8.51,3.98,1.06,0.43,0.04,15.65,9.20,4.31,1.14,0.46,0.04,15.86,9.32,4.36,1.16,0.47,0.04,14.22,9.98,7.61,2.09,0.84,0.07,15.54,10.90,8.32,2.28,0.92,0.08,16.78,11.78,8.99,2.46,0.99,0.09,17.01,11.93,9.10,2.50,1.00,0.09,15.12,16.51,17.82,18.05
50.80,30.24,18.63,7.09,0.00,52.50,32.09,20.05,0.01,53.85,33.63,21.27,7.80,0.01,0.00,54.06,33.88,21.47,0.00,0.00,40.45,13.91,6.96,2.32,0.04,41.45,14.27,7.14,2.38,0.01,0.01,42.24,14.54,7.27,2.43,0.01,0.05,42.36,14.59,7.30,2.44,0.01,43.64,32.76,10.86,4.93,1.29,0.05,44.57,33.46,11.09,5.03,1.32,0.05,45.30,34.00,11.27,5.11,1.34,0.05,45.41,34.09,11.29,5.13,1.35,0.05,53.59,31.49,14.74,3.92,1.58,0.14,54.68,32.13,15.04,4.00,1.61,0.14,55.53,32.63,15.28,4.06,1.63,0.14,55.66,32.71,15.31,4.07,1.64,0.15,57.45,40.31,30.76,8.43,3.39,0.30,58.61,41.12,31.38,8.60,3.46,0.31,59.51,41.75,31.86,8.73,3.52,0.31,59.65,41.85,31.93,8.75,3.52,0.31,60.97,62.19,63.13,63.27
38.79,23.38,14.51,5.51,0.00,39.95,24.67,15.51,0.00,41.02,25.92,16.51,0.04,0.00,0.00,41.22,26.16,16.70,0.00,0.00,30.82,10.61,5.31,1.77,0.57,31.50,10.85,5.43,1.81,0.09,0.04,32.12,11.07,5.54,1.85,0.09,0.01,32.24,11.11,5.56,1.86,0.01,33.16,24.90,8.25,3.74,0.98,0.04,33.79,25.37,8.40,3.82,1.00,0.04,34.36,25.79,8.54,3.88,1.02,0.04,34.46,25.87,8.57,3.89,1.02,0.04,40.68,23.91,11.19,2.97,1.20,0.11,41.42,24.34,11.39,3.03,1.22,0.11,42.09,24.73,11.58,3.07,1.24,0.11,42.21,24.80,11.61,3.08,1.24,0.11,43.61,30.60,23.34,6.40,2.58,0.23,44.39,31.14,23.76,6.51,2.62,0.23,45.09,31.64,24.14,6.62,2.66,0.24,45.22,31.73,24.21,6.64,2.67,0.24,46.27,47.09,47.83,47.96
11.60,6.53,3.91,1.40,0.00,12.40,7.33,4.49,0.00,13.18,8.17,5.15,1.45,0.00,0.00,13.32,8.34,5.28,0.01,0.00,9.41,3.23,1.62,0.54,0.00,9.90,3.41,1.70,0.57,0.01,0.00,10.36,3.57,1.78,0.58,0.00,0.00,10.44,3.60,1.80,0.60,0.00,10.24,7.69,2.55,1.16,0.30,0.01,10.70,8.03,2.66,1.21,0.32,0.01,11.12,8.35,2.77,1.26,0.33,0.01,11.20,8.41,2.78,1.26,0.33,0.01,12.60,7.40,3.47,0.92,0.37,0.03,13.14,7.72,3.61,0.96,0.39,0.03,13.63,8.01,3.75,1.00,0.40,0.04,13.72,8.07,3.78,1.00,0.40,0.04,13.52,9.48,7.24,1.98,0.80,0.07,14.09,9.88,7.54,2.07,0.83,0.07,14.61,10.25,7.82,2.14,0.86,0.08,14.71,10.32,7.87,2.16,0.87,0.08,14.35,14.95,15.50,15.60
11.79,6.39,3.76,0.00,0.00,12.70,7.23,4.35,0.00,13.51,8.05,4.97,0.03,0.00,0.00,13.65,8.20,5.08,0.00,0.00,9.70,3.33,1.67,0.56,0.01,10.27,3.53,1.77,0.04,0.01,0.01,10.76,3.71,1.85,0.62,0.03,0.00,10.85,3.73,1.87,0.38,0.00,10.61,7.96,2.64,1.20,0.31,0.01,11.15,8.37,2.77,1.26,0.33,0.01,11.61,8.71,2.89,1.31,0.34,0.01,11.68,8.77,2.91,1.32,0.35,0.01,13.07,7.68,3.60,0.95,0.38,0.03,13.71,8.05,3.77,1.00,0.40,0.04,14.25,8.37,3.92,1.04,0.42,0.04,14.34,8.42,3.94,1.05,0.42,0.04,14.03,9.84,7.51,2.06,0.83,0.07,14.70,10.31,7.87,2.16,0.87,0.08,15.27,10.71,8.17,2.24,0.90,0.08,15.37,10.78,8.23,2.25,0.91,0.08,14.90,15.61,16.21,16.31
