1317798.33,1289904.83,1244634.77,15762.39,241579.31,1318279.36,1290653.30,1245811.47,1697.04,1318714.28,1291295.29,1246665.84,790448.12,3358.82,2248.63,1318795.36,1291411.84,1246665.16,90824.13,793.61,1259610.38,950902.35,653367.18,258544.24,89551.70,1260055.58,951367.04,653728.78,258695.29,89603.53,63149.53,1260463.28,951792.09,654059.33,258833.33,89650.90,63182.88,1260539.74,951871.76,654121.27,258859.19,89659.77,1236538.93,1104063.40,481930.49,227697.43,60628.45,2165.63,1236908.76,1104422.82,482101.77,227777.43,60649.62,2166.38,1237247.52,1104752.05,482258.66,227850.70,60669.01,2167.08,1237311.07,1104813.81,482288.09,227864.44,60672.64,2167.21,1285969.18,908641.32,449117.87,121433.24,48864.65,4338.92,1286303.32,908907.54,449249.28,121468.53,48878.85,4340.18,1286609.37,909151.40,449369.64,121500.85,48891.86,4341.33,1286666.78,909197.14,449392.22,121506.91,48894.30,4341.55,1306118.36,1022598.06,799897.52,226094.97,91060.67,8085.88,1306439.34,1022870.11,800110.22,226154.57,91084.67,8088.01,1306733.33,1023119.29,800305.04,226209.16,91106.65,8089.96,1306788.48,1023166.04,800341.59,226219.40,91110.77,8090.33,1322731.50,1323038.99,1323320.61,1323373.45
0.38,0.11,0.00,0.00,0.00,1.22,0.41,0.00,0.00,8.32,3.09,1.58,0.00,0.00,0.00,14.38,5.82,3.02,0.00,0.00,0.38,0.13,0.06,0.00,0.00,1.22,0.41,0.20,0.00,0.00,0.00,7.95,2.68,1.34,0.44,0.01,0.01,13.23,4.49,2.24,0.75,0.00,0.50,0.38,0.13,0.06,0.01,0.00,1.60,1.20,0.40,0.18,0.05,0.00,9.85,7.39,2.45,1.11,0.29,0.01,15.72,11.80,3.91,1.78,0.47,0.02,0.65,0.38,0.18,0.05,0.02,0.00,2.06,1.21,0.57,0.15,0.06,0.01,12.47,7.33,3.43,0.91,0.37,0.03,19.73,11.60,5.43,1.44,0.58,0.05,0.70,0.49,0.38,0.10,0.04,0.00,2.23,1.57,1.20,0.33,0.13,0.01,13.48,9.46,7.22,1.98,0.80,0.07,21.28,14.93,11.40,3.12,1.26,0.11,0.75,2.40,14.42,22.72
337072.16,333549.32,257165.43,92011.94,26100.56,337093.21,332384.93,297267.91,30948.13,337108.37,333470.39,303814.63,67328.04,35714.45,35714.45,337110.60,327090.26,285742.95,68797.82,36540.67,337079.55,336830.84,336449.66,321213.95,311256.38,337098.13,336878.32,336535.31,315677.31,314326.62,285554.94,337111.02,336909.14,336597.89,318589.37,294008.67,294008.68,337112.88,336913.38,336600.61,318854.22,315960.32,337084.49,337003.63,336184.42,334874.44,330780.50,310846.04,337097.31,337017.60,336200.62,334890.61,330794.89,310863.19,337106.51,337027.63,336212.21,334902.13,330804.88,310871.29,337107.86,337029.10,336213.91,334903.80,330806.34,310872.37,337113.76,336787.82,335627.15,331619.15,327257.74,311672.98,337125.25,336801.71,335642.15,331632.71,327269.90,311682.98,337133.52,336811.68,335652.94,331642.46,327278.65,311690.16,337134.73,336813.15,335654.52,331643.89,327279.94,311691.21,337125.62,336870.83,336478.64,332803.36,328501.61,312902.36,337142.88,336883.63,336492.16,332816.58,328513.67,312912.37,337144.51,336892.83,336501.88,332826.07,328522.33,312919.57,337154.04,336894.19,336503.30,332827.46,328523.60,312920.63,337135.53,337146.05,337153.60,337154.72
4871.40,394.44,6.21,1.41,2.83,52977.24,4821.73,13.36,13.36,2942190.64,198806.60,10221.65,850.63,850.63,850.63,8252305.50,1687710.21,78691.00,10286.15,3427.62,4878.17,1640.75,826.30,293.82,29.53,53083.87,17829.12,8998.82,2849.74,918.81,322.16,2945945.08,1079052.32,556833.13,200488.97,20410.67,20410.67,8259475.77,3804125.33,2094044.86,739406.56,82014.68,6521.32,4910.86,1687.53,879.58,412.34,148.33,70887.66,53404.33,18370.14,9594.22,4489.37,1613.55,3769740.50,2961678.06,1110442.47,592893.99,280999.50,101743.11,9571099.02,8289184.32,3900723.80,2220272.56,1093700.45,404724.73,8383.26,4983.10,2606.49,1227.48,857.59,444.06,91069.83,54219.88,28390.56,13373.42,9348.43,4844.27,4618325.21,3001298.18,1674124.42,818735.68,578152.10,302934.18,10605078.46,8362873.98,5487869.05,2983057.46,2170061.68,1175271.14,9082.15,6426.43,5104.15,2427.89,1706.55,889.96,98644.82,69866.03,55519.42,26433.34,18588.85,9697.61,4915356.97,3725262.80,3064002.19,1566669.57,1123540.57,599019.33,10902788.77,9514239.30,8475877.12,5206920.14,3944401.29,2240062.35,9742.48,105780.78,5184683.50,11145996.71
0.02,0.00,0.00,0.00,0.00,0.20,0.03,0.00,0.00,12.92,2.28,0.08,0.21,0.00,0.00,46.22,12.20,3.84,0.00,0.01,0.02,0.01,0.00,0.00,0.00,0.20,0.07,0.03,0.01,0.00,0.00,13.01,4.35,2.18,0.73,0.01,0.02,47.14,15.86,7.94,2.66,0.05,0.02,0.02,0.01,0.00,0.00,0.00,0.27,0.20,0.07,0.03,0.01,0.00,17.10,12.83,4.27,1.95,0.51,0.02,59.74,44.84,14.91,6.80,1.79,0.06,0.03,0.02,0.01,0.00,0.00,0.00,0.35,0.21,0.10,0.03,0.01,0.00,21.92,12.91,6.08,1.62,0.65,0.06,75.96,44.73,21.06,5.60,2.25,0.20,0.03,0.02,0.02,0.01,0.00,0.00,0.38,0.27,0.21,0.06,0.02,0.00,23.77,16.73,12.80,3.52,1.42,0.13,82.20,57.84,44.26,12.18,4.90,0.44,0.04,0.41,25.51,88.04
49878685.48,49707831.17,47702433.84,47545067.71,47402464.18,49878818.75,49682654.04,47582119.14,47440693.05,49878834.14,49625184.66,47552833.37,47545383.21,47466224.90,47563660.57,49878836.43,49394584.24,47717630.79,47600226.49,47470081.72,49876905.58,49862858.81,49840137.16,48041388.31,48138559.35,49876921.35,49862866.86,49840146.08,48041394.87,48138565.79,47530543.23,49876920.91,49862873.41,49840154.28,48041400.24,48138570.85,47530536.88,49876925.71,49862876.73,49840155.73,48041400.11,48138572.13,49875711.91,49869300.70,49799359.54,49685440.18,49327152.94,47559862.69,49875721.72,49869307.47,49799368.83,49685448.90,49327160.40,47559866.85,49875729.37,49869314.33,49799375.53,49685456.63,49327167.66,47559872.25,49875726.50,49869318.29,49799376.85,49685456.81,49327168.80,47559874.63,49877564.89,49850547.02,49750327.68,49400220.93,49017264.15,47633218.30,49877571.39,49850554.77,49750335.11,49400227.98,49017270.87,47633224.00,49877578.12,49850560.84,49750342.33,49400233.77,49017277.55,47633229.38,49877579.61,49850562.09,49750343.97,49400235.94,49017278.51,47633230.93,49878707.94,49857178.27,49823508.60,49503374.15,49126318.28,47743228.92,49878339.82,49857184.67,49823516.55,49503380.83,49126325.62,47743236.77,49878421.49,49857190.98,49823522.45,49503387.70,49126330.39,47743239.04,49878379.81,49857192.12,49823523.85,49503388.66,49126332.67,47743240.95,49878945.50,49878951.57,49878956.95,49878957.78
13603.70,5045.32,2281.67,44.24,3.92,13534.79,5563.51,2018.47,49.99,13597.52,5353.62,2381.31,27.86,19.49,4.30,13606.51,5201.62,2499.15,7.76,33.39,13753.09,7364.52,4328.41,1682.62,724.61,13753.25,7364.66,4328.51,1480.33,724.63,33.94,13753.27,7364.68,4328.52,1682.67,33.94,118.15,13753.27,7364.68,4328.52,1682.67,33.94,15312.56,13639.92,7258.08,4257.89,1836.96,158.73,15312.72,13640.08,7258.22,4257.99,1837.00,158.73,15312.73,13640.10,7258.24,4258.00,1837.01,158.74,15312.73,13640.10,7258.24,4258.00,1837.01,158.74,16649.80,13593.43,9403.33,4662.40,2658.01,429.30,16649.94,13593.59,9403.49,4662.49,2658.06,429.31,16649.95,13593.60,9403.50,4662.50,2658.07,429.31,16649.95,13593.60,9403.50,4662.50,2658.07,429.31,17055.44,15047.50,13547.29,7682.25,4566.26,762.37,17055.57,15047.65,13547.44,7682.37,4566.34,762.38,17055.59,15047.67,13547.46,7682.38,4566.35,762.38,17055.59,15047.67,13547.46,7682.38,4566.35,762.38,17413.95,17414.08,17414.09,17414.09
33007.19,11120.16,1015.33,1.20,0.39,95476.40,32827.76,697.13,1.17,460754.21,180148.71,16560.20,36.27,14.07,22.53,667712.69,282790.35,41605.01,11.44,26.03,33002.94,11107.24,5566.50,1880.63,632.68,95423.37,32688.90,16420.43,5548.75,1866.69,1312.45,459105.07,175361.78,89447.74,30267.02,10181.68,7158.61,663741.58,270733.16,139505.11,47248.07,15893.24,43723.69,32903.91,11009.04,5059.21,1333.84,47.63,124874.40,94480.50,31704.15,14568.06,3840.64,137.16,559253.53,434613.29,147974.35,67945.89,17907.93,639.53,776602.09,610617.37,209194.83,96013.54,25301.05,903.55,55908.33,33020.78,15700.40,4196.72,1688.37,149.92,158013.43,93635.44,44507.75,11895.45,4785.60,424.93,671810.42,404245.84,191851.16,51242.01,20614.66,1830.46,911593.05,552085.08,261816.31,69907.36,28123.55,2497.20,60566.60,42775.89,32911.98,9121.93,3672.41,326.09,170644.32,120717.23,92864.61,25733.09,10359.87,919.91,714782.27,509570.47,391671.80,108422.11,43648.73,3875.82,963614.10,689258.31,529585.74,146531.50,58990.35,5238.08,64984.90,182580.55,754547.54,1011179.42
6414021.05,5858371.67,625860.09,174941.26,100699.05,6415058.58,6047789.44,191750.33,108159.85,6415608.33,5797664.42,883412.52,112545.86,112542.67,112543.23,6415666.83,5818538.35,296048.33,113027.58,113027.58,6392935.96,6221458.82,5959961.76,4483104.61,183140.52,6393720.02,6222388.95,5960892.39,5044746.99,3649635.46,2188140.24,6394137.17,6222884.00,5961387.62,5045172.21,3355486.53,580857.58,6394181.52,6222936.49,5961440.29,918760.75,3355514.71,6378271.89,6300617.26,5540628.99,4545604.99,2550476.21,194187.31,6378966.48,6301386.12,5541439.92,4546264.93,2550800.98,194207.92,6379336.04,6301795.25,5541871.44,4546616.10,2550973.82,194218.90,6379375.33,6301838.74,5541917.29,4546653.48,2550992.19,194220.06,6401671.18,6090019.41,5117715.07,2917700.15,1639524.01,223806.38,6402269.80,6090748.55,5118385.47,2918051.96,1639708.88,223829.40,6402588.31,6091136.65,5118742.13,2918239.18,1639807.24,223841.65,6402622.12,6091177.76,5118780.08,2918259.14,1639817.72,223842.96,6411312.88,6168841.66,5819544.32,3490724.86,1986234.55,274108.45,6411874.74,6169501.66,5820206.40,3491118.30,1986446.98,274135.58,6412173.75,6169852.84,5820558.64,3491327.63,1986560.06,274150.01,6412205.59,6169890.18,5820596.19,3491349.87,1986572.02,274151.54,6419062.33,6419589.50,6419870.02,6419899.89
749.12,117.07,44.82,0.77,0.62,740.47,127.78,39.42,0.15,738.24,129.53,39.05,0.02,0.02,0.04,764.53,121.06,39.77,0.10,0.38,746.34,253.90,127.66,44.11,9.53,746.84,254.07,127.74,43.52,1.47,1.74,747.13,254.17,127.79,44.16,1.47,0.42,747.16,254.18,127.80,44.16,1.47,978.30,740.69,252.58,127.23,45.85,2.13,978.95,741.18,252.75,127.32,45.88,2.13,979.32,741.47,252.85,127.37,45.90,2.13,979.37,741.50,252.86,127.38,45.90,2.13,1242.71,741.10,379.95,141.58,66.64,6.70,1243.52,741.59,380.20,141.68,66.68,6.71,1243.99,741.88,380.35,141.73,66.71,6.71,1244.04,741.91,380.37,141.74,66.71,6.71,1341.12,947.75,750.00,295.76,142.06,14.48,1341.99,948.37,750.50,295.96,142.16,14.49,1342.49,948.74,750.78,296.08,142.21,14.50,1342.55,948.78,750.82,296.09,142.22,14.50,1437.11,1438.04,1438.58,1438.64
