set,R2,,d1,k1,d2,k2,Kd,n,k3
48,0.854565871,,0.01829,0.08299,0.11669,0.001023,90.41029,0.833064439,0.000432
73,0.854435687,,0.01829,0.08299,0.11669,0.001023,90.41029,0.840022572,0.000432
30,0.854372572,,0.01829,0.08299,0.11669,0.001023,90.41029,0.837696761,0.000432
89,0.854320118,,0.01829,0.08299,0.11669,0.001023,90.41029,0.837116315,0.000432
19,0.854072804,,0.01829,0.08299,0.11669,0.001023,90.41029,0.825019429,0.000432
25,0.854056064,,0.01829,0.08299,0.11669,0.001023,90.41029,0.787035164,0.000432
83,0.854052431,,0.01829,0.08299,0.11669,0.001023,90.41029,0.785400271,0.000432
63,0.853951804,,0.01829,0.08299,0.11669,0.001023,90.41029,0.779434664,0.000432
41,0.853304324,,0.01829,0.08299,0.11669,0.001023,90.41029,0.783768773,0.000432
96,0.853284043,,0.01829,0.08299,0.11669,0.001023,90.41029,0.764983216,0.000432
93,0.853246149,,0.01829,0.08299,0.11669,0.001023,90.41029,0.801347555,0.000432
2,0.853199012,,0.01829,0.08299,0.11669,0.001023,90.41029,0.798021765,0.000432
68,0.852965039,,0.01829,0.08299,0.11669,0.001023,90.41029,0.751320306,0.000432
3,0.852579397,,0.01829,0.08299,0.11669,0.001023,90.41029,0.743033932,0.000432
61,0.852293537,,0.01829,0.08299,0.11669,0.001023,90.41029,0.739437441,0.000432
97,0.852283442,,0.01829,0.08299,0.11669,0.001023,90.41029,0.740976657,0.000432
29,0.852021131,,0.01829,0.08299,0.11669,0.001023,90.41029,0.766044443,0.000432
90,0.852013518,,0.01829,0.08299,0.11669,0.001023,90.41029,0.734838948,0.000432
52,0.851822818,,0.01829,0.08299,0.11669,0.001023,90.41029,0.729257387,0.000432
60,0.851635,,0.01829,0.08299,0.11669,0.001023,90.41029,0.720714612,0.000432
86,0.851603072,,0.01829,0.08299,0.11669,0.001023,90.41029,0.746647915,0.000432
43,0.851471509,,0.01829,0.08299,0.11669,0.001023,90.41029,0.754974593,0.000432
8,0.851215671,,0.01829,0.08299,0.11669,0.001023,90.41029,0.757070732,0.000432
40,0.85063518,,0.01829,0.08299,0.11669,0.001023,90.41029,0.703928108,0.000432
79,0.8501113,,0.01829,0.08299,0.11669,0.001023,90.41029,0.690397909,0.000432
12,0.849851197,,0.01829,0.08299,0.11669,0.001023,90.41029,0.684204738,0.000432
34,0.849462757,,0.01829,0.08299,0.11669,0.001023,90.41029,0.694236922,0.000432
81,0.849234778,,0.01829,0.08299,0.11669,0.001023,90.41029,0.701006633,0.000432
45,0.848806865,,0.01829,0.08299,0.11669,0.001023,90.41029,0.692314754,0.000432
7,0.848179267,,0.01829,0.08299,0.11669,0.001023,90.41029,0.68136512,0.000432
27,0.848140415,,0.01829,0.08299,0.11669,0.001023,90.41029,0.675721189,0.000432
87,0.847981886,,0.01829,0.08299,0.11669,0.001023,90.41029,0.671518942,0.000432
65,0.847913517,,0.01829,0.08299,0.11669,0.001023,90.41029,0.673850287,0.000432
69,0.847855628,,0.01829,0.08299,0.11669,0.001023,90.41029,0.645952506,0.000432
28,0.847714456,,0.01829,0.08299,0.11669,0.001023,90.41029,0.655878278,0.000432
37,0.847658895,,0.01829,0.08299,0.11669,0.001023,90.41029,0.668268603,0.000432
98,0.847429723,,0.01829,0.08299,0.11669,0.001023,90.41029,0.660440272,0.000432
22,0.847425269,,0.01829,0.08299,0.11669,0.001023,90.41029,0.662733155,0.000432
57,0.847325887,,0.01829,0.08299,0.11669,0.001023,90.41029,0.659068352,0.000432
85,0.847151491,,0.01829,0.08299,0.11669,0.001023,90.41029,0.654515834,0.000432
13,0.84695144,,0.01829,0.08299,0.11669,0.001023,90.41029,0.654969667,0.000432
44,0.846342765,,0.01829,0.08299,0.11669,0.001023,90.41029,0.638828242,0.000432
75,0.846262313,,0.01829,0.08299,0.11669,0.001023,90.41029,0.63971446,0.000432
32,0.845462338,,0.01829,0.08299,0.11669,0.001023,90.41029,0.615358903,0.000432
71,0.845372522,,0.01829,0.08299,0.11669,0.001023,90.41029,0.616639837,0.000432
92,0.845294848,,0.01829,0.08299,0.11669,0.001023,90.41029,0.61920971,0.000432
15,0.845225705,,0.01829,0.08299,0.11669,0.001023,90.41029,0.614506425,0.000432
55,0.845113057,,0.01829,0.08299,0.11669,0.001023,90.41029,0.611956072,0.000432
10,0.845076523,,0.01829,0.08299,0.11669,0.001023,90.41029,0.610261719,0.000432
51,0.84491051,,0.01829,0.08299,0.11669,0.001023,90.41029,0.610684867,0.000432
59,0.844676488,,0.01829,0.08299,0.11669,0.001023,90.41029,0.603531092,0.000432
23,0.84398898,,0.01829,0.08299,0.11669,0.001023,90.41029,0.59152047,0.000432
53,0.843857088,,0.01829,0.08299,0.11669,0.001023,90.41029,0.585402171,0.000432
18,0.843701316,,0.01829,0.08299,0.11669,0.001023,90.41029,0.581761609,0.000432
20,0.843049081,,0.01829,0.08299,0.11669,0.001023,90.41029,0.573354768,0.000432
24,0.842433624,,0.01829,0.08299,0.11669,0.001023,90.41029,0.559224704,0.000432
4,0.841745484,,0.01829,0.08299,0.11669,0.001023,90.41029,0.539801167,0.000432
84,0.841445359,,0.01829,0.08299,0.11669,0.001023,90.41029,0.524312919,0.000432
9,0.841163524,,0.01829,0.08299,0.11669,0.001023,90.41029,0.509622189,0.000432
88,0.841033785,,0.01829,0.08299,0.11669,0.001023,90.41029,0.537560859,0.000432
67,0.840860579,,0.01829,0.08299,0.11669,0.001023,90.41029,0.534588238,0.000432
62,0.84072331,,0.01829,0.08299,0.11669,0.001023,90.41029,0.530160099,0.000432
76,0.840426741,,0.01829,0.08299,0.11669,0.001023,90.41029,0.5121009,0.000432
42,0.840377445,,0.01829,0.08299,0.11669,0.001023,90.41029,0.518170935,0.000432
38,0.839902236,,0.01829,0.08299,0.11669,0.001023,90.41029,0.51673625,0.000432
54,0.839861582,,0.01829,0.08299,0.11669,0.001023,90.41029,0.514948478,0.000432
33,0.839844402,,0.01829,0.08299,0.11669,0.001023,90.41029,0.513166892,0.000432
11,0.839764627,,0.01829,0.08299,0.11669,0.001023,90.41029,0.513878786,0.000432
94,0.839437111,,0.01829,0.08299,0.11669,0.001023,90.41029,0.504350992,0.000432
17,0.83935227,,0.01829,0.08299,0.11669,0.001023,90.41029,0.507155476,0.000432
36,0.839314642,,0.01829,0.08299,0.11669,0.001023,90.41029,0.504700703,0.000432
50,0.839274239,,0.01829,0.08299,0.11669,0.001023,90.41029,0.508563561,0.000432
