header
20.96910521
9.060142011
7.363461775
2.717257554
2.757098415
16.30365763
15.415952
11.03335862
3.639347864
53.52238853
34.22922627
23.16530456
11.35669691
5.736280589
6.768781121
66.75963623
26.32267496
20.63167113
8.941912658
7.711954998
22.29609904
12.44214938
7.533721021
3.596276521
2.42445453
37.29743056
18.19773363
8.089528198
5.511235734
3.172457029
2.963342891
44.80822698
35.91487728
20.65358596
7.522953157
4.853131537
3.289342629
65.65631807
33.06440298
19.73918108
9.326956565
5.673093044
21.88234726
19.01731081
6.168971287
4.418308413
2.808594078
1.065964095
35.71814502
26.44321034
9.933776422
3.255710158
3.192926853
1.631819914
59.88975287
52.71475599
12.39586304
6.013416713
3.360757854
1.586943004
65.93146628
29.28646767
8.476308517
8.792565225
3.239482063
1.004364253
40.64649384
26.85345898
10.18203013
5.733566948
2.548116923
1.892245975
58.05190455
21.03524136
18.30211304
4.263080024
4.16410197
2.264171561
66.30721136
43.11720622
19.9084824
8.659802961
4.23745018
1.677169194
68.80818118
42.6034802
21.73091044
8.11650523
4.391537261
2.690158003
35.23230996
29.07430618
21.52538149
9.9162923
5.343671965
2.782648372
51.06243308
36.7022849
28.05495694
11.42284563
6.481002887
2.461696578
65.56189155
50.95164332
37.3442187
10.93821499
7.623007902
2.721976977
67.17984321
52.41132039
37.01072042
15.91114761
8.131096349
2.143272222
52.82664489
49.88108947
67.76988015
68.55223508
