set,R2,,d1,k1,d2,k2,Kd,n,k3
14,0.864924885,,0.01990529,0.08299,0.116947803,0.001023,90.41,0.964487,0.000432
61,0.864899074,,0.019903381,0.08299,0.116970326,0.001023,90.41,0.964487,0.000432
24,0.864879392,,0.019912927,0.08299,0.116799461,0.001023,90.41,0.964487,0.000432
11,0.864776633,,0.01980438,0.08299,0.116810257,0.001023,90.41,0.964487,0.000432
7,0.864252532,,0.019596575,0.08299,0.116867957,0.001023,90.41,0.964487,0.000432
8,0.864174046,,0.01952904,0.08299,0.116910975,0.001023,90.41,0.964487,0.000432
43,0.864138842,,0.019643611,0.08299,0.116770874,0.001023,90.41,0.964487,0.000432
98,0.863996683,,0.01947294,0.08299,0.116733702,0.001023,90.41,0.964487,0.000432
23,0.863948713,,0.019409553,0.08299,0.116702335,0.001023,90.41,0.964487,0.000432
2,0.863940304,,0.019292648,0.08299,0.116938996,0.001023,90.41,0.964487,0.000432
65,0.863897923,,0.01986715,0.08299,0.116834154,0.001023,90.41,0.964487,0.000432
30,0.863075488,,0.019974125,0.08299,0.116737599,0.001023,90.41,0.964487,0.000432
29,0.862977838,,0.019836692,0.08299,0.116827854,0.001023,90.41,0.964487,0.000432
47,0.862924982,,0.019698314,0.08299,0.116738298,0.001023,90.41,0.964487,0.000432
3,0.862016251,,0.019314861,0.08299,0.116949005,0.001023,90.41,0.964487,0.000432
48,0.861898875,,0.018768923,0.08299,0.116694045,0.001023,90.41,0.964487,0.000432
12,0.861739913,,0.0193019,0.08299,0.116796962,0.001023,90.41,0.964487,0.000432
4,0.861668689,,0.019288948,0.08299,0.11674809,0.001023,90.41,0.964487,0.000432
100,0.861633717,,0.019086551,0.08299,0.116856255,0.001023,90.41,0.964487,0.000432
1,0.860653431,,0.018964315,0.08299,0.11670633,0.001023,90.41,0.964487,0.000432
84,0.860591656,,0.018414153,0.08299,0.116989449,0.001023,90.41,0.964487,0.000432
52,0.86040324,,0.018859131,0.08299,0.116832354,0.001023,90.41,0.964487,0.000432
71,0.860334567,,0.018810365,0.08299,0.116742295,0.001023,90.41,0.964487,0.000432
33,0.860289322,,0.018822996,0.08299,0.116830054,0.001023,90.41,0.964487,0.000432
22,0.860124737,,0.01819998,0.08299,0.116873959,0.001023,90.41,0.964487,0.000432
79,0.85951183,,0.018568421,0.08299,0.116820655,0.001023,90.41,0.964487,0.000432
97,0.859472535,,0.01807822,0.08299,0.116754685,0.001023,90.41,0.964487,0.000432
85,0.859455063,,0.018052235,0.08299,0.116969125,0.001023,90.41,0.964487,0.000432
38,0.859405095,,0.018584454,0.08299,0.11680306,0.001023,90.41,0.964487,0.000432
80,0.859306719,,0.018486694,0.08299,0.116810158,0.001023,90.41,0.964487,0.000432
75,0.859185686,,0.018024559,0.08299,0.116871958,0.001023,90.41,0.964487,0.000432
63,0.858869381,,0.017915995,0.08299,0.116851654,0.001023,90.41,0.964487,0.000432
88,0.858737961,,0.018310265,0.08299,0.116721414,0.001023,90.41,0.964487,0.000432
89,0.858716211,,0.018012464,0.08299,0.116935493,0.001023,90.41,0.964487,0.000432
57,0.858705588,,0.018371823,0.08299,0.116862156,0.001023,90.41,0.964487,0.000432
68,0.858198418,,0.01797278,0.08299,0.116983342,0.001023,90.41,0.964487,0.000432
66,0.857543574,,0.018112926,0.08299,0.116895567,0.001023,90.41,0.964487,0.000432
45,0.857132726,,0.017969333,0.08299,0.11695501,0.001023,90.41,0.964487,0.000432
16,0.857044706,,0.017984848,0.08299,0.116758782,0.001023,90.41,0.964487,0.000432
6,0.856710795,,0.017808085,0.08299,0.116884662,0.001023,90.41,0.964487,0.000432
40,0.856643787,,0.017741609,0.08299,0.116910775,0.001023,90.41,0.964487,0.000432
93,0.856514208,,0.017557132,0.08299,0.116705731,0.001023,90.41,0.964487,0.000432
67,0.856428062,,0.017823461,0.08299,0.116703933,0.001023,90.41,0.964487,0.000432
94,0.856223215,,0.017797842,0.08299,0.116710226,0.001023,90.41,0.964487,0.000432
28,0.855429274,,0.017626296,0.08299,0.116752886,0.001023,90.41,0.964487,0.000432
92,0.855149013,,0.017558816,0.08299,0.116828954,0.001023,90.41,0.964487,0.000432
27,0.854987206,,0.01753694,0.08299,0.116912276,0.001023,90.41,0.964487,0.000432
70,0.854952988,,0.017511733,0.08299,0.116987146,0.001023,90.41,0.964487,0.000432
36,0.854734271,,0.017526853,0.08299,0.116819755,0.001023,90.41,0.964487,0.000432
35,0.854466312,,0.017438001,0.08299,0.116961317,0.001023,90.41,0.964487,0.000432
25,0.853926753,,0.017351263,0.08299,0.116817356,0.001023,90.41,0.964487,0.000432
74,0.853912274,,0.017337957,0.08299,0.116944,0.001023,90.41,0.964487,0.000432
59,0.853908691,,0.017409596,0.08299,0.116757982,0.001023,90.41,0.964487,0.000432
76,0.853537664,,0.017274893,0.08299,0.116984343,0.001023,90.41,0.964487,0.000432
73,0.853174157,,0.017236834,0.08299,0.116839654,0.001023,90.41,0.964487,0.000432
58,0.853061894,,0.017193912,0.08299,0.116886563,0.001023,90.41,0.964487,0.000432
99,0.852914327,,0.017154386,0.08299,0.116985044,0.001023,90.41,0.964487,0.000432
