"FSC-A","SSC-A","GFP-A","PI_LSS-mKate-A","mCherry-A"
8.339411,380.291931,201.966034,295.203613,455.239685
6.792304,166.191208,0.388352,0.089542,-0.038557
11.296432,387.453125,222.288345,323.405457,492.596710
11.906315,388.716736,219.681458,316.051147,499.225555
11.675770,417.162903,215.058319,309.609253,499.885590
10.140841,404.332001,214.428650,306.689056,468.947174
6.781938,165.549881,0.047793,0.013753,-0.064743
7.172053,171.306580,0.352087,0.171929,0.159137
7.649312,178.710983,0.163437,0.174144,0.138467
10.243185,429.481171,215.664474,311.526184,474.891144
9.579703,389.046631,208.703445,297.609314,445.178345
14.066515,456.067413,234.317184,345.649841,530.041504
8.759780,374.377228,194.758560,283.477570,440.065643
12.582213,414.437042,218.746948,310.774231,497.411499
6.978096,166.571899,0.212026,0.020964,0.108114
7.480457,167.427795,0.112888,0.038347,0.073886
7.753098,166.719467,0.213362,0.020807,0.305025
9.101765,395.996033,204.921509,292.552277,459.023926
10.669853,419.517975,218.746643,316.527985,486.805237
9.361189,432.172913,200.087982,290.793091,472.252502
7.435276,168.460190,0.032029,0.009739,0.236620
7.141670,160.796799,0.290240,0.047114,-0.045599
7.342713,173.703278,0.251117,0.036916,0.221371
10.009951,427.719604,209.042114,315.763367,481.968719
7.122791,175.778656,0.113416,0.166525,0.189012
19.625580,263.201843,0.134621,0.369197,0.276206
7.242247,172.664520,0.438954,0.122155,0.080962
11.328672,390.965942,220.588577,321.051300,480.309845
9.084214,408.506073,199.128754,289.266724,448.492310
7.789978,181.260468,0.235124,0.200256,0.045510
12.297481,416.798187,225.744888,322.716248,491.409302
11.879987,408.114746,222.978836,329.545746,499.227722
11.762107,411.536713,205.932053,302.832184,485.138306
9.991754,419.021942,201.224487,292.575592,475.833496
8.216361,189.225006,0.164201,0.310443,0.217105
11.423820,408.227295,221.230560,322.851990,486.623810
9.114687,400.051605,206.004013,294.040802,456.550446
7.455332,177.266647,0.056262,0.137105,0.056078
9.978969,406.629181,217.747543,319.013794,490.098541
7.109599,170.056366,-0.071831,0.126661,0.209497
11.577192,381.390289,226.936081,324.714294,484.541046
10.912340,410.285889,221.053970,315.994232,468.508057
11.375864,27.081253,0.347686,0.294644,0.323580
27.650160,524.630615,216.202682,306.941071,470.379791
9.185608,382.065826,193.506851,282.991150,449.734558
6.227446,151.146576,0.007982,-0.065343,0.143561
13.161734,396.284576,222.191833,327.169403,504.498230
11.053045,445.975128,205.321899,304.223938,475.999451
12.227502,448.853180,214.926971,317.195404,509.032837
6.907187,162.882812,0.226954,0.175051,0.217789
7.048891,159.998230,0.087616,0.284535,0.437328
7.862785,177.090195,-0.079877,0.061966,0.065520
6.809843,162.647766,-0.015427,-0.002175,0.222967
11.735584,414.942108,211.979630,307.377380,497.287140
11.238417,422.882904,213.804947,313.233368,480.091370
7.957798,178.020721,-0.136116,0.048418,0.338738
7.073447,163.545578,-0.095132,-0.071524,0.318759
6.579045,157.908173,0.041704,0.360306,0.098174
13.062038,430.533386,229.239960,330.181549,503.448425
6.497460,152.139496,-0.002584,0.156132,0.255248
7.580992,168.533981,0.267246,0.152981,0.344170
11.300482,432.983948,212.930954,314.092834,478.013245
11.153570,397.522003,218.513687,315.671753,473.780273
10.872106,390.976654,224.776733,325.766907,491.111664
12.162212,388.148743,224.220215,320.552551,487.022125
11.603860,410.579468,217.732895,323.181000,489.164185
10.474464,400.606628,204.115433,292.153381,459.443359
11.681039,393.318237,233.001068,337.533539,492.820770
7.306678,161.059174,-0.133214,0.112495,0.292066
11.693766,393.698975,228.798294,325.750610,489.938293
9.811179,406.077850,201.023514,292.232574,461.581055
8.178310,163.675812,0.140876,0.073346,0.165527
6.601306,164.902908,0.102109,0.208282,0.073265
19.520151,268.434235,0.137266,0.014341,0.017725
7.548458,175.467102,-0.255578,0.187376,0.125186
10.388136,418.730865,214.700836,307.992920,461.586670
7.262044,173.927185,0.352805,0.024474,-0.013645
7.693460,162.697845,0.258968,0.253972,-0.209559
6.829808,168.787506,0.183623,0.084494,0.278933
6.879325,167.867493,0.010032,0.254428,0.227074
11.698281,398.837555,225.250748,323.753357,495.420471
10.328408,411.778717,214.255814,310.392792,460.797180
8.004110,163.892120,-0.078877,0.111157,0.168968
7.485763,177.781799,0.229382,0.289360,0.267622
6.684859,163.706223,0.014183,0.037832,0.193927
10.498895,432.816986,210.818069,305.381439,483.212921
6.824859,172.460144,0.189515,0.177568,0.140467
11.290868,396.191650,231.066986,327.334106,484.316437
12.121577,389.692993,227.526566,323.608276,487.400604
6.849287,165.867523,0.007340,0.042133,0.053102
7.798834,173.237549,0.125346,0.188500,0.006558
6.454822,176.326736,0.168487,0.300630,0.034955
24.200773,349.072601,0.067059,0.165439,0.012483
11.126310,400.162720,208.820206,299.760681,478.040955
10.506144,421.395142,222.339966,325.316711,471.089661
7.239221,164.461853,0.327650,0.309221,0.089833
11.537511,388.147064,224.105515,321.993408,484.569763
7.478362,167.848755,0.127903,0.123667,0.014939
10.950587,395.601929,222.903748,315.220520,482.215302
7.593271,160.297180,0.200460,0.262226,-0.098201
7.640806,174.349533,0.265593,0.269498,0.122086
9.151774,373.027374,203.569336,293.856659,433.910034
7.156322,166.668640,0.173143,0.091718,0.150491
11.725489,415.240875,219.621078,319.803040,510.246582
7.155826,162.163147,0.060275,0.205429,0.155574
7.478063,169.676849,-0.004345,0.281116,-0.045247
12.159711,398.715363,224.838730,327.008850,493.135010
6.746180,165.425522,0.299414,0.127083,0.130623
12.119589,397.884552,217.203278,313.076111,490.866669
7.278921,161.812439,0.086666,0.283059,0.161528
7.284971,12.099688,0.270927,0.288559,0.055425
11.026309,411.693634,216.335068,315.829163,481.559692
9.669890,435.150513,208.753525,298.391266,458.540771
7.087733,173.019592,0.291778,0.208070,-0.187294
7.169609,162.511597,0.017428,0.270080,-0.140196
11.498856,394.573547,220.906235,313.868835,482.705017
12.144735,392.120667,221.474686,317.361420,496.295685
6.954662,168.419037,-0.005962,0.208220,0.186324
11.043778,383.043152,229.002960,322.933746,472.101715
7.391640,162.615143,0.217200,0.197289,0.119559
8.979463,360.448456,200.668991,287.801239,437.893677
10.839375,436.432526,210.775742,304.231018,473.533508
7.617755,158.385651,0.074297,0.036519,0.099861
7.502713,164.807373,-0.008849,0.161041,0.276742
7.331327,170.950668,0.051960,0.212119,0.161057
7.149964,164.682831,0.042723,0.118655,0.028734
6.756041,165.422836,0.127167,-0.029731,0.047224
6.182250,164.542831,0.198255,0.176088,0.084547
6.804251,160.161118,0.037738,0.131837,0.275572
7.427154,167.338470,-0.024329,0.070895,0.268309
6.433087,170.403107,0.071507,0.193682,0.193306
7.472486,165.881439,0.075839,0.219874,0.281698
10.542309,422.684387,218.928635,312.950897,472.789032
7.188107,170.877930,-0.286100,0.259542,0.148342
9.767509,423.704865,202.120422,290.923096,473.772644
6.947808,170.651428,-0.102370,0.009971,0.104907
9.181420,413.223694,201.090378,295.710449,456.358490
9.224176,390.640564,199.984802,286.796295,460.339966
9.989730,404.205292,207.113815,302.058960,461.085663
7.590318,164.019012,-0.064575,0.064809,0.263164
7.480415,166.651337,0.071249,0.173405,0.269599
7.977815,162.181503,0.070500,0.154105,0.182914
6.971114,169.351807,0.085636,-0.042885,0.179620
7.198710,170.156952,-0.114247,0.183739,0.454479
7.001219,165.406250,0.157112,0.032771,0.282129
7.541960,168.952377,0.216862,-0.012923,0.193929
10.978314,413.498108,207.227356,302.210693,475.199890
12.701636,413.860413,220.658356,316.571625,502.901672
7.506248,179.924988,0.044628,0.074657,0.201410
6.574490,161.542038,0.208167,-0.116151,0.279199
11.627842,406.673279,222.504822,329.055145,492.331940
10.711066,415.207947,215.260696,312.000366,475.414246
23.994764,334.783783,0.015923,0.272581,0.164896
11.401483,435.751953,216.991989,311.310913,486.848816
12.744119,390.945251,214.912201,313.613159,510.861450
13.031519,385.263275,215.353119,315.910522,487.524048
6.898216,175.362808,0.101374,0.132793,0.321716
6.717055,167.510773,0.177862,0.115490,0.122018
8.529911,393.891388,197.220184,281.551758,434.867706
10.954138,445.870575,209.963226,302.537994,482.749939
12.742075,387.873962,216.310425,309.327484,489.787140
7.424630,172.895065,0.180084,0.082139,0.221009
10.942440,411.956146,219.755280,317.330292,472.628632
7.791767,156.781708,0.033949,0.247541,0.201831
12.929047,387.714966,216.187332,320.411377,508.543610
12.040268,400.006470,217.657623,315.671783,502.649841
9.475321,407.471466,195.692886,288.793243,469.078888
9.625691,415.072449,203.258545,294.770752,451.275055
9.416683,404.731384,200.870087,289.473877,461.707703
7.136229,164.071121,0.309915,0.015654,-0.007773
7.218360,168.238098,0.413796,-0.026016,0.123713
6.793556,164.524658,0.255001,-0.016959,0.034234
12.426027,402.234772,222.603302,323.336700,493.845673
11.757680,371.491119,220.713257,314.363190,493.870880
7.222444,172.217697,0.085264,0.158992,-0.035661
3.019630,662.908508,1.341310,1.158929,1.135532
7.753356,176.116348,0.147658,0.050703,0.067665
6.521447,170.360138,0.237649,0.112781,-0.080545
11.241982,403.798889,217.718887,311.726776,498.402466
10.069171,404.269073,202.003571,292.925720,470.874634
7.229652,175.845169,0.064772,-0.030352,-0.080295
7.262961,171.891602,0.190637,-0.148067,-0.166138
9.993557,398.656769,210.994675,302.964111,480.781799
8.547167,377.862549,198.329819,286.957123,443.684784
14.305336,6.299362,0.188047,-0.089279,0.776187
11.499912,400.755188,215.318314,315.031372,489.779419
10.640519,401.681885,207.612030,294.192474,478.806488
6.931407,178.555084,0.330380,0.155585,0.088573
7.558024,170.656326,0.055625,0.018394,-0.032928
12.084064,383.656403,216.119583,309.786255,497.254059
7.316131,162.075562,-0.053787,0.186404,0.220676
6.677332,170.321808,0.227180,0.214950,-0.027067
9.346058,405.807281,207.461014,301.611206,449.180389
6.991269,167.266754,0.190216,0.349579,0.178983
9.042855,406.275909,203.495728,291.497742,470.308716
15.352547,468.866150,236.273773,350.953186,540.033936
6.781494,167.113495,-0.142627,0.215693,0.229727
10.644445,393.712372,220.052155,311.053101,458.747589
11.414277,396.785736,222.605621,322.827576,486.484619
11.133849,428.054962,215.873016,317.922821,483.267456
11.398075,396.027161,226.096069,327.263733,480.417267
11.845754,386.635834,223.894348,322.092560,502.791748
8.736266,380.326202,206.147324,295.209290,445.498779
13.990189,446.935059,225.967865,328.042847,525.702454
7.127108,172.415802,0.182866,0.084186,0.087893
12.190454,417.102936,218.023956,318.176819,497.600525
11.198804,404.935211,218.991989,317.579132,476.391998
11.315127,389.882874,217.031296,321.501129,503.118561
11.018407,405.180786,217.960541,315.894165,488.445709
6.665277,162.239380,0.224655,-0.005606,0.092406
7.210222,160.393585,0.068451,0.066689,0.134618
10.195028,399.331146,201.112305,294.356323,481.956451
9.236340,370.527740,200.011154,288.123291,460.393463
8.810247,416.989441,197.609039,285.946075,454.318390
7.659188,173.527298,0.095835,0.164393,0.109801
7.229492,164.534897,0.186855,0.202555,0.010701
9.395200,406.192139,208.516052,300.217682,442.275787
12.347692,408.083282,219.217255,320.311798,489.073517
11.770617,393.413727,225.658676,326.535553,494.368500
12.233008,369.824463,212.225723,310.169983,495.607635
11.343863,394.481262,222.242661,326.885071,479.252625
6.831902,163.514862,0.185148,0.275912,-0.058109
6.847672,170.954117,0.089234,0.207766,-0.041994
6.918604,178.631790,0.125936,0.283354,-0.093350
7.070577,160.848984,0.050533,0.314355,0.050182
6.728864,168.153702,0.115836,0.002451,0.141475
6.842612,173.060684,0.122758,0.065823,0.162634
11.761785,392.328552,216.985657,319.497101,492.810944
6.879039,159.914444,0.130869,0.157450,0.205087
6.718369,164.982941,0.080291,0.069606,0.410697
6.417161,161.920135,-0.031060,0.162165,-0.140231
11.123243,409.898529,209.293198,310.266663,480.553345
11.007514,385.469604,215.420654,311.766144,489.369202
10.119508,400.871033,214.280777,304.242798,473.282990
9.448783,396.246582,203.015869,289.635498,453.820038
7.353562,173.304321,-0.125443,0.118141,0.154501
7.010520,162.102829,-0.102968,0.206534,0.118932
10.663653,401.575958,216.585922,315.756104,472.912933
11.993782,417.489624,219.676697,318.777069,500.945740
12.164664,388.432861,226.321777,322.716339,504.770386
5.789673,166.680420,0.122425,0.187047,0.236099
7.278660,171.604401,0.108685,0.051549,0.102166
11.555245,414.560059,215.877014,311.675842,497.179443
7.089785,167.789337,0.103530,0.224481,0.197109
12.836718,408.940033,226.668137,327.439056,491.816742
11.966173,397.760376,227.049393,327.751892,494.206848
11.875918,428.132355,219.758026,315.511108,494.377380
7.019700,163.930344,0.234388,0.085043,0.299972
7.029426,165.109070,-0.019098,0.103910,0.223496
6.474708,155.577438,0.268042,0.112283,0.251059
11.121867,420.767761,201.963470,296.678650,489.930603
6.542708,167.990143,0.395122,0.049928,0.054169
7.379258,166.854462,0.009743,0.009765,0.079447
11.901335,400.293243,206.926895,306.779572,481.349548
12.050934,378.353485,223.011551,326.758484,483.576965
73.072289,820.528870,736.416931,1088.781982,1597.493286
11.634930,375.566833,227.186218,325.254913,483.546509
11.810090,382.519745,227.473618,327.107239,480.271790
22.812199,295.487732,0.087653,-0.077516,0.054806
9.815085,401.727173,205.854645,305.425568,478.407990
6.895060,163.152924,0.153103,-0.047782,0.174825
11.225690,402.030518,218.572403,313.902710,495.109314
10.348799,395.395172,219.959244,313.233795,465.428864
10.616904,401.864197,217.503525,314.068939,491.251495
6.745949,166.120316,0.021490,0.052218,0.002178
9.161497,359.924683,195.389908,283.053558,433.139984
8.972581,336.364777,189.792313,272.574127,432.829437
6.492607,170.662720,0.209380,0.156581,0.096359
7.228053,155.001419,0.251050,0.156890,0.217444
9.831397,396.682892,214.867264,311.524872,463.500702
7.294735,160.110016,0.085018,0.136509,0.335222
7.213856,165.360489,-0.021937,0.108473,-0.169076
11.259987,407.653168,219.956223,320.372711,490.940399
7.647431,162.998749,0.273229,0.321203,0.039157
7.490600,163.820099,-0.034068,0.146885,0.232869
10.840007,381.584656,208.391541,298.472015,471.116455
7.707961,159.706207,0.271970,0.209893,0.055148
6.093153,137.199951,-0.105242,0.211894,0.238450
6.853604,157.485992,0.178038,-0.021810,0.183637
7.235413,167.478653,0.011020,0.229727,0.117022
7.308465,161.942230,0.011600,0.185164,-0.158711
11.611334,403.132782,219.036530,320.055939,488.307465
6.879407,178.359253,0.213237,0.126251,0.091129
6.758101,173.094574,0.272922,0.191484,0.105811
12.735443,410.691315,222.766617,332.447205,491.388702
7.231125,158.483551,-0.128411,0.084616,0.050752
6.805552,166.549759,0.064308,0.153935,0.164527
6.558892,163.192215,-0.028504,0.174746,0.243756
7.197423,169.196640,0.018953,0.238035,0.153042
8.005260,391.298126,185.319427,270.087006,424.126251
6.944746,169.392227,0.090621,-0.043290,0.028360
6.521931,168.507782,-0.103336,0.063020,0.148062
7.082471,166.712372,0.282314,0.154091,0.066951
9.088089,364.880402,217.348862,309.398224,463.868652
7.051037,167.120300,0.158091,0.249463,-0.097123
11.332904,384.084290,224.518158,324.023834,482.426605
6.840153,164.222122,0.197389,-0.095876,0.026747
9.830256,419.080658,202.256470,293.196930,453.336304
5.693833,340.888031,180.070923,263.223846,396.805450
7.471721,170.035217,0.217972,0.150941,0.256869
11.620906,377.470856,220.882629,320.425781,472.301056
7.249814,162.310013,0.140166,0.046161,-0.058256
11.776328,388.069366,213.994400,307.763336,486.740387
6.842123,169.809052,0.118561,0.210510,0.067271
9.765502,388.660522,201.391190,294.828796,447.707275
6.778612,160.151672,-0.062088,0.021797,0.155890
11.139079,408.772858,218.407379,314.879486,475.872864
6.159572,166.978561,0.242706,0.190698,0.139597
10.259637,436.401245,199.926468,289.503632,461.916565
9.812256,395.621521,212.844131,302.079071,454.526611
11.562160,407.351471,222.311264,322.359833,495.853668
11.562774,417.016754,220.253235,317.823456,486.879913
11.497849,401.569000,228.143784,325.592560,490.040466
10.258662,433.269073,207.156082,301.446167,469.371399
6.898481,158.940903,0.129260,0.313163,0.191518
5.998193,167.003082,0.084144,0.117149,0.110542
6.967710,155.897980,-0.066381,0.241984,0.219324
7.215997,160.537430,0.001665,0.105406,-0.057067
22.870342,396.881134,206.469437,292.695251,466.615845
6.127494,163.104492,-0.063379,0.094272,0.172603
10.832453,418.453979,207.735016,303.063385,478.769379
10.664558,390.848602,209.160187,296.920746,457.116302
12.141790,392.023834,223.968063,321.922546,483.244781
6.495395,165.939240,0.282127,0.021856,0.122617
6.708389,163.324707,0.207677,0.287422,0.128071
9.703736,403.289948,207.329193,303.054596,457.785950
6.942777,133.413742,0.119395,0.103274,0.085236
9.969538,383.283020,220.097534,317.521759,468.162323
7.287937,156.247635,0.223127,0.154449,0.175377
11.248106,377.679932,217.701263,316.662994,493.990601
9.509709,378.365021,194.731842,285.344696,456.221893
11.145594,386.772522,217.832458,317.637177,476.877655
6.961444,160.692688,0.106598,0.114920,0.179914
10.076893,420.082977,213.096191,311.430328,470.496246
6.680067,158.820465,0.189490,0.355544,0.106363
11.141626,387.399323,220.797211,322.054626,467.574219
6.228539,169.895370,0.084512,0.298908,0.307459
10.747248,424.711090,212.038361,304.855713,464.429413
7.118825,153.837173,0.167493,0.092927,0.170795
11.655666,413.228638,213.701965,314.487579,483.570618
8.876287,370.836670,203.116180,287.881134,430.235565
7.302487,169.932983,0.107161,-0.041425,0.007360
6.499499,156.542587,0.207214,0.213674,0.225238
6.559918,150.078857,-0.006595,0.175249,0.188267
7.018791,158.244080,-0.003475,-0.076287,0.118241
7.363462,163.777557,-0.069592,0.181410,0.333979
9.265149,403.239014,212.139343,307.436462,465.609772
10.800675,385.256927,225.697281,320.773438,473.701538
6.997752,158.336411,0.244394,0.062620,-0.038609
6.856108,163.554977,0.175860,0.293038,-0.061581
8.748245,408.808350,209.663910,296.332886,443.730377
10.040861,444.258179,197.487396,294.094421,459.885437
11.797782,418.188416,221.928009,328.759705,491.580078
10.474699,431.425018,212.090775,313.480988,480.436920
10.315241,366.381622,222.921967,316.978210,473.864319
7.008344,170.687378,0.158226,0.184009,0.029925
9.275664,372.435638,192.277573,282.568176,440.045135
22.909552,336.609802,0.272346,0.043093,0.145866
11.786422,429.952026,226.809601,324.878479,509.257385
47.004761,1774.726318,1057.970337,1518.049683,2204.987305
7.118104,161.104187,-0.071305,0.207879,-0.048269
8.391126,392.918152,208.410660,303.986298,450.746124
6.747617,160.840210,0.252653,0.032742,0.013667
6.606159,161.819214,0.163879,-0.049008,0.057334
10.989187,382.302002,220.823898,316.633911,465.655975
7.245728,170.471054,0.177910,0.216909,-0.152770
11.647983,392.479553,211.533157,308.178558,482.565948
6.634653,168.305634,0.043827,0.169978,0.347929
7.030088,160.000549,0.191468,0.052683,-0.037480
10.373152,402.286224,211.250977,304.253662,455.548584
11.240174,418.081665,221.744736,321.631561,488.792114
10.878854,380.206512,222.837067,320.933075,483.299194
6.712095,163.478668,0.174159,0.076507,-0.045773
12.466845,396.058960,219.953964,319.706116,495.633881
6.774719,161.836670,-0.167156,0.116011,-0.022342
7.751444,385.766876,212.682739,299.830536,444.351837
10.458155,366.826935,215.392776,312.685913,479.228027
6.301067,160.940414,0.054056,-0.204654,0.178647
6.132470,168.729294,0.004167,0.066680,0.314230
6.810362,151.873917,0.040802,0.113488,0.156758
6.868406,158.403091,-0.098925,-0.094551,0.154867
6.496673,161.862640,-0.102925,-0.077296,0.042605
10.205804,371.097534,216.320923,312.173553,471.771759
6.454653,161.474075,-0.081287,0.073442,0.139427
6.500705,150.295166,0.083955,-0.175082,0.218145
11.916150,378.939026,221.135056,324.117645,483.509033
9.750958,402.473999,210.242386,305.866089,461.439331
10.149894,390.299805,215.099884,318.650177,465.693390
11.603358,362.068817,220.318558,312.912750,483.523834
6.746983,163.803207,-0.009073,0.086838,0.075005
11.505198,349.508270,213.948715,310.882416,476.052338
7.394936,170.386475,0.017003,0.023614,0.258131
10.263900,382.660034,208.234909,300.680328,469.230225
9.932707,392.325989,207.837418,303.771057,458.938690
7.495977,159.475037,0.155471,0.077233,0.155318
10.924375,368.829987,225.421326,324.392731,470.592804
7.181027,165.502121,0.169012,0.277113,0.120907
11.381353,396.866577,212.147079,303.057556,476.867676
11.941186,379.171417,218.784729,313.119812,475.008423
7.268345,165.700195,0.034745,0.255744,0.102587
6.532349,157.528259,0.121867,0.258246,0.254655
6.837660,155.372574,-0.193682,0.165196,0.088413
6.675087,165.827774,0.279117,0.192175,0.175201
7.093227,165.786224,0.093524,0.235142,0.290231
18.795916,745.787292,434.551086,623.023743,928.453491
6.521241,171.093445,0.337362,0.029228,0.256106
6.584976,162.991394,0.173460,0.138934,0.094621
7.621635,160.061691,0.079755,0.181841,0.201504
12.328912,408.877686,218.353363,323.129486,495.003723
8.803631,370.899719,195.495926,283.384796,442.375793
5.915188,164.347122,0.034208,0.266511,0.086468
11.652994,386.182709,221.040573,325.602570,483.470917
10.643153,396.629211,225.447037,325.241089,495.198486
6.854167,149.306839,0.166097,0.135469,-0.066002
6.738134,163.071350,-0.135382,-0.015167,0.148004
9.808372,402.550201,218.208710,315.340515,466.526123
11.244091,373.549072,217.154495,319.281372,480.743042
7.174986,171.418610,-0.010399,0.220129,3.815439
10.877714,390.187225,213.965424,310.873291,467.060699
9.945832,410.525970,214.387802,308.601196,453.927917
6.896349,151.523148,0.199332,0.076522,0.153492
9.315307,382.451874,188.418335,276.480347,433.744171
7.456303,172.610779,-0.183829,-0.029426,0.203290
7.590435,170.379318,0.024885,0.141089,0.263929
7.585727,165.248001,-0.072304,0.065479,-0.125363
12.415370,359.213745,217.224380,313.178314,493.036377
8.245112,388.145569,197.741821,286.306000,450.699860
10.599605,365.952545,219.894211,321.355103,471.088043
6.562437,164.658997,0.051833,0.171466,0.111941
11.338284,392.090729,220.686615,320.364502,473.673706
6.738933,164.427246,0.061676,0.110463,0.106951
9.731458,393.892181,209.089874,307.575470,449.871246
8.334413,354.999023,200.713531,285.730774,421.603149
11.626592,386.820404,220.666565,319.328247,475.406006
10.971018,400.776031,224.385681,324.704620,474.266571
9.628819,385.841217,206.996490,297.974030,450.514313
7.052394,168.682999,0.097223,0.203443,-0.043665
9.575405,399.794891,202.785370,297.090515,444.713715
6.923960,161.304642,0.200591,0.182231,0.095260
6.993603,159.571472,0.041444,0.000549,0.080656
11.830231,382.631348,208.912888,299.735382,484.564697
7.813655,162.947647,0.468625,0.303096,0.341121
6.905937,163.582520,0.485289,0.163924,0.291563
11.953776,394.514008,231.414825,333.598969,494.353058
12.438641,392.953308,219.923386,320.554596,495.471954
6.521192,168.641602,0.228529,0.161811,0.017470
10.205781,397.108093,203.756546,294.978729,474.521484
7.354246,163.132919,0.156228,0.256064,-0.108405
7.355999,164.006729,0.520032,0.250143,0.037858
7.467577,160.753616,0.071554,0.208275,0.016775
11.159823,387.805237,225.558975,324.802826,479.671448
10.343929,402.708557,206.444931,303.862793,472.461060
7.259960,161.603333,0.082447,0.165531,0.029101
6.872554,162.184082,0.257034,0.191712,0.112134
6.335080,166.695969,0.177442,0.079373,0.145370
10.068684,409.118042,211.687210,303.108582,453.589172
5.458701,7.493477,0.271357,0.334458,0.391978
11.641541,408.212128,216.891602,314.552673,467.985107
7.092730,164.458130,0.227488,0.041324,-0.078034
6.957018,157.806641,0.157585,0.135203,0.170869
10.123898,382.893433,213.720139,313.740051,483.465332
11.985393,378.831848,221.071609,317.600159,485.757416
11.840541,419.864471,210.489990,308.274811,483.325073
6.984199,162.503082,-0.089574,0.161520,-0.014843
12.721581,407.123993,222.580048,326.703979,495.313660
9.725359,414.496979,211.295517,307.030396,448.810791
12.289727,392.736511,221.947464,324.512451,482.389648
6.971697,161.109375,-0.188791,0.006179,0.026537
6.695712,163.149963,0.101103,0.155792,-0.160166
12.050019,411.783295,229.792389,330.900635,489.223236
9.314505,394.605194,212.054825,306.254181,463.411591
6.313513,170.179337,0.167020,0.173599,0.242778
7.065495,158.608490,0.378354,0.212083,0.029172
10.032255,421.808441,208.884232,304.539948,453.421906
5.835559,143.684067,0.338296,-0.038138,0.116999
6.510124,155.932022,-0.090703,0.270380,0.338719
7.232403,174.506958,-0.135649,0.088019,0.135453
10.273908,429.524109,210.125641,305.503601,488.402771
6.698079,169.726318,0.163103,0.145542,0.194716
6.732938,165.283371,-0.004816,0.059634,-0.189991
10.624389,403.302032,219.172333,314.856842,481.726807
11.201930,419.607574,213.753571,310.351105,489.330811
11.896159,421.344543,221.180283,317.419159,504.317352
7.438527,167.941360,-0.074276,0.148463,0.137080
6.632952,160.230606,-0.017925,0.220854,0.121288
6.708604,159.786636,0.206574,0.083941,0.229563
7.252253,166.951813,-0.003313,0.148180,0.077475
7.535901,165.587357,0.103240,0.153360,0.017161
10.598248,423.000458,210.188690,301.365753,478.502441
12.563416,387.024231,229.250061,318.144684,484.818573
7.211030,160.376434,-0.094667,0.009558,0.122513
7.400119,161.018631,-0.250155,0.052872,-0.048159
7.336193,161.180359,-0.003966,0.197530,0.079520
9.910965,385.855255,198.182800,287.841919,451.960999
35.929504,414.071411,0.079790,0.024552,0.198640
26.116253,579.088074,218.864639,317.777832,477.183319
6.473460,170.914017,-0.133253,0.306849,0.196680
7.091331,154.980118,-0.148480,0.221785,0.295228
11.293391,394.873413,221.282501,313.559753,484.653564
9.037921,402.261414,201.002502,297.195404,441.163574
8.921545,380.667236,197.915436,285.827148,452.314575
11.534519,426.496826,215.565414,316.626923,484.076721
7.198067,166.233017,0.154020,0.232231,0.023296
6.906539,165.107040,0.000765,-0.006679,0.161196
6.799556,163.560226,0.032865,0.074017,0.130767
11.075092,388.684906,222.535202,316.407623,477.039062
6.998746,168.147339,0.186938,0.005044,0.242698
10.117176,409.901093,216.966125,308.723602,465.735901
8.863589,377.278931,208.231369,299.027924,454.171570
7.041668,159.646683,0.097467,0.012903,0.245621
9.893516,399.713898,209.759048,302.950470,474.652435
10.482471,391.480072,216.730957,312.051483,474.265594
12.296024,402.783569,210.321152,309.109741,489.536774
9.872500,411.275818,207.920059,303.037140,467.651855
7.199037,164.275650,0.215367,0.214810,-0.121578
6.844842,165.980347,0.226628,0.139556,-0.218937
7.949300,168.482315,-0.253761,0.260167,-0.156240
9.460652,421.298187,203.271881,300.186432,454.512238
6.333613,160.615143,0.031929,0.267156,-0.213296
6.935794,160.522629,-0.037266,0.231156,0.002352
12.294862,372.612946,223.658951,320.735260,485.317810
7.035579,166.826126,0.182456,0.295663,0.051351
7.572833,159.463669,-0.008084,-0.014332,0.068233
11.515408,397.077637,220.799683,316.427338,498.486084
7.163639,162.162781,0.109955,0.055838,0.030499
10.664009,385.454041,217.431839,315.526917,477.876038
6.662828,162.040527,0.049079,0.096869,0.200948
10.248955,370.495880,223.721481,320.333099,484.058899
6.981677,164.288223,0.200455,0.292338,-0.131663
15.202709,518.481384,203.499374,295.693054,467.337128
7.478684,162.468445,0.159488,0.154962,0.054210
10.177128,421.941315,208.181747,302.502319,457.993896
7.759546,162.281647,-0.037493,0.012704,0.208671
6.866281,155.103256,0.017446,0.143424,0.161664
7.258844,144.645645,0.091970,0.284972,0.170719
10.787649,382.899628,214.727539,314.363525,467.139557
12.167341,385.428314,226.000092,324.485443,479.951752
9.605663,385.652740,211.603333,312.397491,481.589020
6.401317,162.893829,-0.058136,0.266346,0.153676
7.028992,159.422852,0.269299,0.175109,-0.147706
7.066031,163.939804,0.015725,0.157324,-0.200447
11.533313,385.508545,218.246353,323.190674,480.442322
6.802461,149.330139,0.119398,0.191832,-0.005549
20.388264,786.046387,415.255096,609.898804,920.151001
6.774497,158.047485,-0.087880,0.319576,0.079998
6.865946,172.243240,0.232251,0.269410,0.223105
12.299708,377.345123,222.899765,318.898590,476.682922
11.101951,380.012726,223.773926,316.138031,467.878540
6.713925,159.590363,0.011876,0.147959,0.077885
6.447938,156.054611,0.088149,0.122757,-0.063183
12.973710,411.713470,221.685501,328.965240,486.152588
6.847739,160.062439,-0.183723,0.122720,0.103577
