"FSC-A","SSC-A","GFP-A","PI_LSS-mKate-A","mCherry-A"
7.515220,166.354431,0.228696,0.136283,-0.023433
10.067109,394.910095,220.601074,316.039429,467.709564
7.149851,164.103485,0.149083,0.102993,0.281606
7.583615,167.037918,0.105556,0.425521,-0.007434
7.649727,157.624207,-0.016768,0.209691,0.029690
9.703159,413.249817,207.673416,298.779022,459.233643
12.642274,381.197052,226.348633,327.862946,479.359558
7.387434,171.548416,0.051954,0.168445,0.074401
6.921557,162.652039,0.173605,0.053020,0.135472
8.082895,352.376587,196.676468,286.396790,426.873260
7.584163,169.664352,0.102091,0.151175,0.108850
6.898509,179.918640,0.303205,0.158198,-0.117156
6.520310,155.704559,0.024281,0.053720,-0.037262
6.576515,137.760986,0.124023,0.209126,0.070602
7.646276,172.444138,0.153137,0.310612,0.252954
11.459120,406.908478,211.814651,307.735596,488.792786
13.157168,400.890167,225.624329,334.307617,504.757568
11.972833,399.481812,223.969803,327.027802,496.098175
6.576409,164.078186,0.001699,0.240918,0.117346
7.227262,165.756134,0.088393,0.122211,0.003954
7.244688,166.453018,-0.030082,0.250604,0.399351
7.078700,155.376724,0.173829,-0.079275,0.208867
9.335133,406.533661,208.784790,306.821533,466.159851
22.963657,302.143036,0.002023,0.238205,0.305135
6.917545,168.226227,0.111997,0.238132,0.304146
8.757385,367.541077,205.269012,289.203857,428.257141
6.720061,168.340347,0.101268,0.101049,-0.038252
12.512462,434.070648,216.027054,308.562561,488.168274
6.716471,169.596436,0.073721,0.243867,0.089926
7.293719,162.929672,-0.044422,0.028066,0.178031
7.100980,170.885330,0.124095,0.320290,0.206562
10.929425,397.878723,216.724213,314.392334,470.346069
11.494223,379.003265,222.162994,319.473755,481.764130
7.232110,164.499985,-0.001048,0.321937,0.143468
6.817241,175.912964,0.411297,0.103658,0.224022
8.597416,389.593323,194.207916,289.997681,451.960541
7.034790,163.684387,0.074300,0.174423,0.210123
11.412820,416.831024,220.258682,320.810730,483.232910
10.292307,403.244263,218.317627,315.947113,460.115417
10.632880,398.742615,218.015396,315.227661,470.604095
6.907512,175.873978,-0.028722,-0.054559,0.212011
25.335115,516.376282,206.055603,302.561005,485.977600
11.391373,384.870789,218.096786,316.619171,484.177521
7.729883,176.291565,0.199426,0.040644,0.092971
9.821844,428.910370,210.799774,303.212799,462.569794
10.847568,377.770081,232.623093,326.707733,478.673340
10.210386,395.685059,213.514984,314.613953,482.802032
10.764458,397.033203,206.475143,299.803894,465.771057
7.044746,161.489273,0.242508,-0.036217,0.251035
6.559836,167.432343,0.093103,-0.052065,0.223204
10.707867,414.338043,210.028015,307.447693,453.452545
6.907704,177.449326,0.140371,0.038919,0.248894
7.403908,168.528183,0.038930,0.121149,0.215462
9.982080,403.871979,208.076584,306.862488,468.247955
6.989164,161.943970,0.257252,0.286570,0.172679
9.073086,392.398315,200.268829,289.928345,432.059631
7.133073,174.956390,0.031123,-0.012998,-0.001633
6.778440,173.918777,0.329116,0.007029,-0.009563
9.997271,389.467224,214.010208,307.458160,481.101532
11.494761,401.390839,221.691742,323.362183,480.119324
6.918085,159.930328,-0.007377,0.328762,-0.023317
8.831493,383.053833,197.768402,288.539886,449.318268
7.105400,173.887650,-0.052537,0.202217,0.055497
7.457497,164.539612,0.155141,0.114137,0.243951
11.805040,384.097565,232.465378,333.922150,481.810944
7.014446,164.793274,0.127085,0.253789,0.178765
6.890518,178.570312,0.150469,0.249894,0.095183
11.040172,423.977020,211.006317,311.284729,476.430359
11.926483,393.793518,215.881012,312.460052,506.232086
10.009360,405.708008,203.153122,293.912659,457.336975
11.265496,399.483795,213.986359,311.200592,472.153595
7.005108,174.662354,0.159666,0.338167,0.277685
10.459165,413.509369,217.675339,313.091187,473.963745
10.870803,416.631927,204.985672,303.312439,491.839722
6.932725,160.175568,0.107201,0.077016,0.212404
67.451805,50.731136,180.153214,261.846558,409.726868
6.679286,339.940704,175.535065,254.330338,399.499481
7.193551,162.642090,0.013166,0.185839,0.279419
11.132393,419.523468,212.536392,308.404907,486.018860
7.230445,169.228302,0.101007,0.068599,0.177461
7.421398,166.054169,0.142209,0.118330,0.108489
6.234446,155.049423,0.285841,0.222455,0.339584
11.896319,430.950317,210.674988,307.425171,486.788879
8.604289,354.251770,194.945679,282.209442,445.367493
29.220978,817.975952,427.236633,636.070801,944.492615
11.426319,395.330688,226.823746,327.465881,477.784149
10.576967,380.687775,201.021591,293.419586,458.621979
6.544394,172.566269,0.036533,0.174902,0.030443
7.407331,162.784927,-0.028887,0.154691,-0.078993
6.695247,168.678040,0.068631,0.213861,0.072820
7.753500,160.525116,0.105493,0.140935,0.108987
6.991982,169.186890,-0.028637,0.242315,0.333597
10.114882,455.663788,209.494186,300.828125,481.029724
20.323586,504.752686,210.300903,303.757385,457.012848
9.388563,420.425812,201.117905,294.852478,450.841858
11.095347,397.948547,211.435242,308.301239,488.207977
6.706838,167.012680,0.190894,-0.032835,0.302251
8.034393,166.440399,0.069238,0.124970,0.384897
9.840317,153.763870,0.196410,0.167564,0.175094
11.621426,386.725677,217.453293,319.571808,482.579620
6.623321,162.449982,0.147959,-0.125563,0.220885
7.069569,162.557343,0.272886,0.126966,0.151689
9.082102,363.990631,199.575592,284.593353,457.388123
7.095382,359.537933,182.286255,262.788361,374.977081
7.667349,174.306290,0.341550,0.229702,0.115557
7.071558,164.775879,0.062874,0.251196,0.029607
8.321334,360.347046,200.556122,285.918060,430.350098
11.501366,432.785278,212.652634,309.727509,484.455475
10.692672,402.555298,211.851440,311.276825,482.960022
7.526801,165.853714,0.071790,0.425194,0.210659
11.975533,382.014465,223.200150,321.019592,484.801147
7.332783,169.145493,0.051045,0.070295,0.169178
7.663898,170.937408,-0.038292,0.322019,0.173896
7.685256,163.279037,-0.000737,0.151677,0.231521
7.049900,166.468964,0.300555,0.182895,0.243002
11.459340,420.440155,216.750763,311.882782,492.411926
11.479786,366.649323,225.280167,323.865204,490.428558
7.339941,170.012283,0.040645,0.035542,0.181651
6.366331,168.146866,-0.156537,0.163271,0.074924
13.959273,424.047119,237.391907,343.886047,537.786743
7.254038,161.531342,0.030034,0.188751,0.054083
7.249035,175.125778,0.073543,0.053695,0.054342
7.666026,166.610687,0.227162,0.297745,0.366900
10.129951,376.925812,220.742249,321.655914,486.867401
10.252707,409.902954,193.573227,287.213135,451.144287
10.920476,401.382233,213.250076,307.466461,474.743134
7.266141,167.993759,-0.046995,0.015352,0.168397
7.627341,164.672760,-0.095302,-0.143999,0.151171
10.563528,428.902710,217.298309,313.038300,484.278320
6.789116,161.623184,0.147342,0.269606,-0.161649
7.383355,181.077560,-0.068172,0.171336,0.309972
10.778385,422.591400,203.443054,293.113129,490.655151
11.032431,410.849274,209.809387,302.771149,491.705353
10.325861,397.537018,196.063293,280.816986,469.408295
12.702264,444.622040,233.278442,337.192444,518.571350
10.983930,415.606476,218.773575,316.583405,483.762634
11.922378,417.831329,212.942917,309.597656,494.172180
9.935177,440.831818,199.759369,290.972382,471.545288
10.770708,396.747711,215.747757,308.871033,472.613403
11.529099,425.845856,220.717499,319.593506,471.973511
11.932831,428.166107,209.122925,309.522766,506.136292
10.205948,445.459747,203.701935,295.295044,475.803467
6.714426,183.740799,0.162658,0.248606,0.005422
7.000540,163.941483,-0.056977,0.278052,-0.007463
13.800200,462.730896,228.091568,335.108978,527.529541
6.791011,169.112579,-0.112298,0.020398,-0.040744
6.385631,172.037186,0.127253,-0.055345,-0.005736
7.225590,174.444672,0.000974,0.144363,0.010577
10.546875,409.038300,208.041885,306.154144,495.331024
11.553931,442.873444,219.393448,318.206604,472.702087
12.557204,383.817291,221.238022,322.049774,503.277313
11.147573,408.517975,208.038223,306.687225,484.588898
11.426487,425.810303,211.562225,313.263733,502.157562
6.985173,161.677292,0.035625,0.212176,0.256767
7.030316,160.881622,0.023592,0.245261,0.042942
14.492728,453.575897,241.066330,349.216888,528.123596
6.769361,164.803345,0.012098,0.265284,0.182322
6.776084,165.901154,0.019690,0.235060,0.222710
10.073758,462.527313,199.154694,292.182434,481.098724
11.895105,409.482941,217.643646,320.606903,501.940308
7.055337,157.485016,-0.081213,0.149120,0.104562
6.742929,174.776031,0.174732,0.189750,0.228389
11.731208,394.851654,222.311768,322.273041,486.981415
7.195295,172.509125,0.422683,0.037846,0.218815
10.840130,394.722839,222.210876,319.306946,482.863190
7.071768,170.227539,0.178443,0.190820,0.177549
11.191509,407.112732,218.431320,319.019287,494.858765
11.666960,392.122253,228.495956,328.204620,484.881989
7.689380,167.223129,0.117182,0.132127,0.097000
7.844756,177.331558,0.101419,0.222232,-0.011250
11.037719,412.365387,224.590836,328.207214,484.861389
10.809962,420.831787,218.247147,311.430328,470.416748
6.974756,181.375717,-0.008633,0.097297,0.338753
11.191159,398.624878,225.962524,324.839478,505.448761
6.837825,164.216660,0.141161,0.104097,0.237279
7.719637,175.548096,0.161363,0.154821,0.278369
10.726072,422.383026,214.657349,304.243622,477.382202
7.985659,167.225143,0.078855,0.314889,0.250247
10.158096,432.258606,215.258362,313.322113,477.412537
7.999891,160.548370,-0.053000,0.147701,-0.016829
6.542107,166.918121,0.100214,-0.041067,0.193481
11.264189,399.434113,215.722061,319.041229,494.533691
12.433256,421.774323,217.933258,313.756805,501.159546
10.852951,401.208649,203.499527,294.025635,482.414917
6.875073,164.953354,0.189009,0.068539,-0.014590
6.832932,166.880234,0.123246,-0.048365,-0.090868
11.595595,383.376190,218.450134,328.508392,495.379150
11.110198,418.001709,219.332916,318.050751,484.429657
7.208095,165.731079,0.370624,0.125704,0.022614
10.909739,409.583130,206.890564,301.875366,486.003357
11.292340,455.059814,211.606934,311.799835,506.397949
7.582934,175.105255,-0.054329,0.093510,0.000843
7.603549,174.467468,0.031277,-0.110835,0.057618
7.444488,169.336670,-0.094961,0.104382,0.117047
11.214452,421.298676,212.876038,308.326935,477.223389
6.238378,146.232956,0.200004,-0.015263,0.225022
6.986939,167.978241,0.170493,0.167021,0.207273
7.370727,157.799423,0.063238,0.074730,0.214083
10.170476,430.162262,215.782455,315.932709,484.821045
7.403275,175.514633,0.187014,0.133363,0.207910
9.221969,403.322845,211.460602,304.329529,453.471802
7.233519,163.030487,0.228583,0.277321,0.053604
7.292485,157.815262,0.288891,0.326050,0.403542
7.635186,166.765457,0.110276,0.096225,0.132813
11.623199,401.199799,221.848999,325.049896,495.489380
7.273807,180.409149,0.002429,0.037283,-0.166386
6.795614,169.915192,0.082276,0.233775,0.257670
8.539122,179.830597,0.216130,0.211391,0.079939
7.988029,173.796906,-0.010359,0.035129,0.228883
12.128804,409.370026,222.674515,322.836884,507.555115
30.633762,825.451721,430.977661,619.509888,947.216248
12.325201,406.287415,226.553726,322.965851,503.824402
6.806952,170.979492,0.079233,0.308213,-0.182371
7.394278,167.292236,0.098401,0.119498,0.000735
12.238322,381.902222,210.992554,312.393555,506.583282
6.794852,173.947800,-0.101672,0.023526,0.099917
7.298875,168.212616,0.118495,0.307260,0.255152
9.483153,412.647095,204.694427,302.590546,449.405243
23.843525,341.538483,0.049204,0.273923,-0.045659
10.600734,458.051147,210.180847,307.887238,485.998138
7.551999,169.471359,-0.144361,0.138891,0.198737
7.217677,169.647171,-0.054660,0.220781,0.247385
7.380977,176.235199,-0.151732,0.366633,0.159535
7.002761,166.398834,0.002537,0.143753,0.326270
10.584371,423.398712,209.017120,307.283966,497.497284
7.765421,170.987869,-0.027479,0.244571,0.107219
11.087610,420.462921,206.044861,300.974915,483.695099
7.600463,176.840103,0.131742,0.082682,0.480276
11.933017,389.156067,221.253387,321.278870,505.334839
11.847879,405.060913,208.994431,303.153961,488.545166
10.859459,420.064026,204.738647,300.709930,487.430817
20.731762,277.883545,-0.060255,0.169842,-0.037376
5.848965,155.903412,0.259560,0.156401,0.152604
13.141211,414.429169,225.288528,327.476807,519.060425
11.879137,390.668701,230.604385,329.787567,492.324585
29.329498,565.797424,221.937485,320.044800,493.211914
11.120459,421.714813,213.302505,315.922821,524.323120
7.596924,178.940353,0.205377,0.114971,0.215910
6.995124,164.956039,0.170448,0.058371,0.160565
7.655794,167.746689,0.158577,0.137890,0.095077
7.519883,162.519135,0.313458,-0.079201,0.358111
7.258909,154.234146,0.292548,0.176246,0.308648
8.889160,378.669861,203.819244,289.458221,452.867554
7.555314,174.383698,0.152482,-0.029043,0.118501
12.726290,425.249939,229.056503,328.519165,502.130798
7.742027,170.784760,0.059468,0.063558,0.134670
8.307810,173.343155,0.298167,-0.034022,0.184025
7.802898,176.124771,0.135299,-0.034404,0.381941
11.403225,463.793182,206.549942,301.863159,488.825806
8.208542,370.032654,207.481247,294.582611,447.087585
10.475451,442.452850,201.756912,295.022919,490.251007
7.739836,162.420776,0.219951,0.139293,0.276589
10.310266,413.104187,203.750580,293.138123,471.754883
7.943780,179.071884,0.145245,-0.132848,0.212651
7.324840,179.862305,0.141924,0.020754,0.184759
7.342163,166.706390,0.293178,0.162967,0.076423
7.854697,171.269043,0.142480,0.129016,0.262757
13.609972,416.997772,226.240005,323.344635,506.789978
5.051511,3.435290,0.421142,0.174300,0.136158
12.734358,457.927246,216.606781,322.997559,518.944092
7.151048,170.357605,0.223816,-0.007745,0.228491
7.342181,165.374100,0.227904,0.170824,0.434386
8.263034,405.697418,188.354721,273.977570,431.336151
10.922438,419.499878,206.034119,296.817139,495.399506
11.296006,452.492981,206.635132,297.882629,480.807098
7.328730,168.568985,0.036532,0.171651,0.278548
11.301926,439.999786,207.670258,304.093048,491.568207
11.925961,407.378754,223.210526,318.693054,494.656281
12.737504,392.927032,212.144531,304.501892,506.691101
5.982602,155.091125,-0.047226,-0.066065,0.281443
6.683313,180.057358,0.393412,0.170162,0.364460
7.477739,169.172592,0.112704,0.011517,0.231188
7.156403,178.177338,-0.032146,0.071744,0.082898
13.899399,419.903046,233.567825,336.858704,511.324219
6.911814,174.449127,0.182455,0.108345,0.114221
7.231680,175.046127,-0.221205,0.043821,0.219238
7.488760,16.688744,-0.131181,0.137187,0.104522
11.902054,400.705780,223.146011,323.393158,501.282227
8.647614,374.671997,203.086243,288.271362,438.886841
7.157177,173.792328,0.090291,0.307207,-0.108323
7.670621,182.703506,0.214661,-0.001207,-0.097679
7.701806,179.556290,0.178896,-0.008572,0.390463
6.585455,173.017822,0.185889,0.065085,-0.010296
7.826759,172.117905,0.339292,0.184266,0.216404
7.493570,168.552933,0.015467,0.276468,0.021664
11.683798,393.543457,218.760712,320.793518,510.599731
12.227972,413.975861,218.474121,318.403687,495.308563
12.912729,433.326996,218.652557,311.313660,510.939484
7.278095,163.908737,0.183117,0.037027,-0.087970
11.843762,402.142670,227.905228,328.195557,485.820282
9.989655,422.421509,224.708649,326.157623,496.149445
7.796216,169.619110,0.073694,0.061946,0.016924
12.232602,394.929535,212.855835,316.041412,527.324402
11.991122,385.464142,210.289246,314.259003,504.855469
7.633846,172.857468,0.142121,0.162940,-0.018726
12.547632,409.798767,226.593704,327.893677,503.879852
11.851222,399.755585,211.483704,311.957123,510.679474
7.170310,168.189407,0.151499,0.139032,-0.062080
10.526109,391.581360,217.776855,308.880951,480.008972
9.957423,405.881500,201.721115,289.608185,477.341919
10.062302,402.722382,193.841904,281.252289,477.260284
11.789656,403.828278,221.928574,317.218109,503.437683
13.590959,412.979340,219.167267,313.499451,506.263794
12.579752,421.716919,227.631699,326.469238,508.412170
11.931811,387.318481,224.886246,324.618652,507.049500
8.131922,164.259827,0.154373,0.187213,0.110098
11.072729,421.632141,216.002991,320.624695,494.427307
11.454291,446.665466,212.548386,311.120483,489.805908
11.221283,392.226715,221.814560,316.343567,505.050537
9.555346,389.404633,213.238373,305.953217,483.080933
5.686900,174.211533,-0.084624,0.264215,0.122470
9.120487,391.985779,213.152100,306.662506,455.206879
10.157551,402.753082,222.670181,323.704803,474.023499
8.678033,404.663452,195.815689,283.956238,452.728394
5.864209,148.152298,-0.230155,0.174687,-0.059877
9.406594,440.839081,200.030975,291.404480,457.896515
6.546657,159.679443,0.163342,0.074998,0.072367
6.537076,153.759079,0.205646,0.116785,0.031476
6.511724,152.749710,0.143242,0.187968,-0.003631
9.481986,395.302063,214.571335,311.088593,465.992035
6.843707,170.155319,0.031181,0.071354,0.184623
9.371019,411.602264,207.434311,308.927826,458.635834
7.154146,169.976685,-0.037361,0.082691,0.048873
12.117777,502.884674,204.138458,294.698364,434.320587
7.566676,167.287369,0.071710,0.089552,-0.027403
11.559150,378.791168,221.049179,322.030151,487.013214
10.446785,427.494812,207.697311,303.002930,465.858826
12.624452,416.671448,214.045670,310.269348,480.098145
12.195983,385.313782,223.930222,324.926483,471.512115
11.396865,384.418823,216.814453,308.238129,469.385925
10.503002,423.410706,206.875427,302.981293,479.546722
7.490811,165.941498,0.008883,0.262633,0.012894
7.048467,165.332855,-0.056066,0.177462,0.015739
7.046666,147.979172,-0.057837,0.028648,-0.103696
13.355944,440.560150,225.718903,338.547272,501.559784
10.893037,407.200531,219.233215,322.539703,479.598083
11.277452,421.374359,213.883118,311.033356,481.630859
9.221027,415.306732,205.658234,296.757599,451.023956
10.825833,451.600006,204.527359,298.680542,475.157257
6.888340,165.205887,0.079810,0.215426,0.315243
7.198900,165.693100,0.156001,0.185829,0.037861
6.991868,158.385880,0.185618,-0.013730,0.124155
6.779124,164.106262,0.106430,0.170274,0.176000
11.794862,391.847961,221.097672,322.369812,483.192780
6.853721,174.523468,-0.077740,0.309003,0.352388
11.248855,411.882843,214.896439,315.871368,490.336548
7.398068,171.885117,0.079745,0.303213,0.266384
6.485112,329.978943,170.052887,246.079346,374.414062
10.518744,391.734436,209.357910,307.472137,471.503845
11.794610,385.721100,214.429230,306.601562,480.869141
7.025630,169.551407,0.112421,0.100523,0.082067
6.350716,166.883759,-0.332152,0.160415,0.141722
9.772183,418.455048,213.906693,311.203766,462.221436
15.535822,409.545135,251.116486,362.700928,534.168701
8.918962,361.029083,200.858643,285.007385,435.760071
6.675796,165.828537,0.225120,0.028873,0.237116
12.404557,412.456726,212.176376,312.108978,481.917847
6.848321,163.446960,0.079554,0.241104,0.075899
6.597331,152.436249,0.431342,0.078065,-0.031128
7.118084,165.778046,0.115255,0.268799,0.114217
25.357368,480.815643,290.937744,421.044159,650.574219
7.139922,144.990814,0.014446,0.070950,0.235899
7.451242,159.160294,0.237538,0.260789,0.273509
6.763850,165.202377,0.169059,0.066802,0.263789
7.294447,168.725403,0.120268,0.173846,0.304417
11.990466,393.924927,212.384766,307.925140,488.142487
6.974393,167.717072,0.133014,0.357686,0.210777
6.682670,162.059113,-0.201189,0.300679,0.252283
10.634675,384.510925,219.876755,323.839752,490.460052
6.567978,167.099075,0.281830,0.147823,0.183878
7.163098,173.192017,0.232462,0.280320,0.242619
11.621760,387.627350,215.897644,314.981445,479.042694
7.076080,163.000092,0.261249,0.321278,-0.039870
7.432858,175.280838,0.075968,0.126427,0.089734
6.820123,156.738434,0.264631,0.294662,0.017358
7.082823,163.841309,0.278163,0.235586,-0.023250
6.900156,157.319061,0.033836,0.145143,0.334797
7.150615,174.590027,-0.153908,0.221288,0.172201
10.220309,385.122284,199.175079,291.079895,427.059174
7.765730,159.571823,0.099955,0.222207,0.310633
11.708689,420.786285,231.416565,340.754333,497.305206
7.283859,163.366592,-0.097861,0.116302,0.169600
11.850532,391.271667,222.345200,317.998810,479.313965
11.392334,375.800598,220.090118,322.682648,473.600098
11.467104,382.439301,218.611572,315.186920,477.415955
6.915820,167.228439,0.179296,0.038382,0.223867
11.007405,391.122742,221.490173,314.697784,463.210968
21.594751,290.209991,0.235397,-0.085078,0.112264
11.580491,429.683960,210.244003,304.898376,484.821259
9.990327,406.863861,195.479950,290.267944,457.011871
10.811272,424.473663,196.848114,294.165497,466.668243
7.099876,163.581223,0.236197,0.400045,0.157064
6.986864,162.845032,0.091886,0.335850,-0.017960
6.662236,165.831390,0.129254,0.386146,0.092847
6.724635,164.154373,0.041053,0.190165,0.322710
11.301074,396.017303,219.988068,317.923615,476.489990
6.765504,152.391129,-0.089477,0.286385,0.169459
11.530520,390.543457,228.588989,333.159760,484.591797
10.773129,386.980255,218.318375,316.772125,484.968201
6.566751,160.323044,0.046201,0.249847,0.037192
7.344410,159.815964,0.213186,0.083737,0.168239
11.464681,374.543823,218.208572,317.014557,481.884003
9.752534,413.902283,211.013535,305.805511,449.210083
6.772169,162.221863,0.158057,0.156633,0.411839
6.296670,141.198380,0.467159,0.331931,0.150520
9.202779,388.662292,201.714508,293.489105,460.641144
6.738660,167.442017,0.214999,0.305761,0.217674
12.086408,381.562500,226.634720,325.107025,490.549713
11.679891,383.725800,225.934250,324.815094,488.539062
6.617247,175.893570,0.083673,0.294918,0.261166
8.331635,165.391953,-0.065583,0.277038,0.222464
11.041192,379.960144,214.385757,309.218048,477.218903
6.801822,172.853470,0.262372,0.252876,0.139638
9.286926,415.173737,205.019638,298.719666,439.831665
7.530671,160.708359,0.242710,0.290166,0.269314
10.882238,385.575897,215.097656,317.295685,486.241791
7.212358,165.949402,0.041241,0.206940,0.328373
7.170623,170.611404,0.179133,0.121231,0.340359
10.327955,417.562653,208.382614,302.041626,473.569489
11.111894,393.331512,210.373474,308.769165,491.751068
11.222984,400.450775,218.754471,319.292603,483.371490
7.518776,170.547974,0.100427,0.198252,0.168872
10.188585,383.218353,225.526962,325.481506,481.557648
6.834775,165.530518,0.372238,0.068069,0.222466
10.981196,373.794678,225.869537,317.312347,466.605530
11.429159,411.706909,219.146500,313.001678,472.420410
9.142430,385.143982,202.685806,288.043732,445.601532
10.952195,397.275391,227.220337,326.403412,487.030640
7.829780,167.765762,0.275449,0.278575,0.062083
11.208619,410.418030,215.287460,319.705902,484.108093
7.149091,154.755951,0.190964,0.111510,0.077571
6.682548,162.829361,0.164085,-0.014153,0.020970
7.091442,160.420197,0.053808,0.133121,0.194056
6.497480,169.801559,0.079335,0.144849,-0.097199
10.782917,414.307953,212.786499,312.211761,495.471802
12.145892,422.006622,212.168152,311.490875,487.932983
6.955596,171.790070,0.009267,0.194444,0.128330
26.852314,537.575684,295.568115,431.785889,668.611633
10.177608,414.547394,210.075043,306.506561,465.482666
10.165216,390.314209,211.175415,308.110107,473.389954
10.413550,396.091766,210.493210,301.193695,463.332672
11.897353,405.164154,210.303101,310.210968,480.141937
12.428128,389.553772,220.133698,322.023590,496.592743
11.742966,391.145691,220.940994,316.699921,486.285797
13.866117,488.335327,240.788544,346.777008,531.635315
12.140693,382.030640,224.986649,320.804962,491.339417
15.764123,407.343964,245.315811,361.018646,552.740173
6.838386,151.381500,0.161670,-0.163741,0.158153
13.347919,444.770416,234.179367,344.159973,508.498901
17.826708,219.705765,0.117655,0.064552,0.089456
7.302795,174.090149,0.079952,-0.044253,0.289475
6.874518,160.407547,0.307332,-0.142534,0.191392
7.936223,377.377228,205.444107,293.081818,420.721619
8.475139,361.661011,196.189194,289.619965,438.498901
7.020013,155.712799,0.115894,0.112487,0.010200
11.752275,389.040588,227.429047,321.242828,483.155884
9.397400,407.508942,211.348343,304.871643,456.669861
7.315235,162.911072,-0.209932,0.055043,0.004308
7.525801,161.428513,0.059211,0.102515,0.285257
8.014221,155.148819,0.304655,0.181836,-0.036096
9.717340,414.760742,209.019241,303.734589,459.564392
11.895699,428.424438,209.025391,315.025879,484.095886
7.571519,166.591934,-0.002256,0.301144,-0.029870
12.534043,432.185059,228.034500,325.362488,502.673218
11.483425,384.901642,226.371521,327.177368,474.043610
7.109423,167.363052,0.077289,0.073516,0.183844
6.182688,1.633946,0.172711,0.256091,0.029167
9.481335,392.793610,194.377960,289.940826,462.900085
6.522750,161.539474,0.208810,-0.011363,0.209188
10.655766,435.283752,210.604645,313.801666,476.760071
6.331861,175.899078,0.047515,-0.226434,-0.049533
12.042298,391.969543,224.949570,328.302643,479.018829
10.093621,421.969849,211.027191,304.125122,461.062531
10.683844,430.994049,213.641205,306.848572,469.661072
11.415634,390.415833,222.517105,319.100952,460.518524
6.918666,159.405792,0.047960,0.165412,0.266467
6.366148,170.694275,-0.048118,0.249675,-0.055543
8.742515,370.748840,200.706772,289.311707,437.545898
7.082646,165.275604,0.072422,0.190807,-0.092050
10.816915,402.059937,216.981293,319.031525,486.196655
7.216306,163.336578,0.277702,0.159388,0.280509
9.943911,394.282410,214.963425,308.067291,453.966827
6.334159,166.799072,0.196218,0.133522,0.208619
12.355392,408.657562,226.414276,331.948273,495.183350
6.363930,169.032303,0.247857,-0.069020,0.021433
6.445046,163.194733,0.024458,-0.012541,-0.154204
11.731622,422.287109,218.709656,317.968964,478.137604
10.040787,409.533569,208.704849,307.099640,465.768890
6.704086,163.555954,-0.034561,0.116323,0.102635
10.009282,411.606934,205.123398,300.899536,452.655151
23.918051,638.845581,431.806274,629.665222,943.939819
7.734869,170.030304,0.203315,0.109083,0.110294
6.770871,171.172577,0.217936,0.050490,0.175691
12.231847,410.781006,216.070862,316.937439,482.615936
11.883501,397.459930,222.726654,322.290497,488.058075
12.191441,384.158264,226.183762,323.777863,493.908630
6.895591,160.589691,0.035801,0.186038,-0.154293
7.194623,162.587280,0.218636,0.310004,-0.029001
6.134833,169.505707,0.276761,0.238761,-0.016961
6.889154,172.935226,0.094717,0.339003,-0.016373
9.446880,370.170654,191.166519,281.252106,444.676636
12.235319,414.169800,227.808838,330.551086,507.787994
7.585851,165.352112,-0.003252,0.222093,0.272277
12.048688,385.489532,224.873016,325.047668,483.350037
10.493262,385.400482,211.092407,306.807648,478.940216
7.161442,163.511887,-0.072435,0.158486,0.142418
10.612416,423.761292,212.880692,313.631653,478.759460
12.341286,410.675507,219.126511,338.644623,496.881500
13.155605,433.162964,216.208771,319.728943,505.100616
7.382213,168.759338,0.178699,0.192073,-0.095492
10.255742,455.092010,196.937759,290.542236,474.970703
12.168662,403.269714,224.729141,322.764465,479.536987
7.295285,169.828583,0.189039,0.367184,-0.042595
6.857533,167.642044,0.237376,0.201323,-0.087946
11.512151,405.747406,216.930054,312.269501,493.211090
7.176149,164.895737,0.119330,0.005097,0.161117
10.103145,409.452423,217.208649,314.313965,461.886566
7.250448,164.811951,0.493816,0.367044,0.218296
6.949914,160.353027,0.148210,0.217410,0.165066
11.318325,432.038147,211.580933,307.325012,490.325073
6.990926,177.426086,0.109038,0.133932,0.123678
12.694399,412.356659,213.707687,316.700348,513.545471
11.971575,403.092194,231.059875,331.112640,497.431915
7.548772,180.300705,0.138771,0.150834,0.064042
7.494246,167.865021,0.148460,0.346817,0.023847
12.710039,422.767914,213.860504,316.095978,511.759644
9.599972,396.422272,198.528793,288.253632,458.614410
29.626760,804.620544,430.799072,613.024963,916.854065
7.416472,173.955978,0.091870,0.351378,0.319186
6.698171,165.412643,-0.023261,0.276030,0.241666
6.909304,165.667480,0.037756,0.102205,0.299319
9.577989,411.075195,209.105072,303.014648,459.823639
6.548933,165.744171,0.174681,0.098402,0.325453
11.028048,389.481537,221.735657,323.574585,501.343475
8.617027,386.477997,196.446899,286.580353,459.084656
7.144242,160.555756,0.072919,0.167330,0.032962
9.041512,387.947723,202.828094,294.868652,443.033997
12.029446,562.817566,226.317490,319.255035,469.400818
12.862288,424.115814,216.825928,317.237946,493.495880
7.344641,160.620071,0.254730,0.219366,0.246602
11.889404,422.367920,219.970428,315.532715,494.054230
7.613715,162.051544,0.134174,0.169426,-0.028572
6.896943,164.722397,0.026547,-0.023454,-0.004067
6.990049,176.582901,0.084050,0.137074,0.032837
6.858023,166.844757,0.069911,0.064227,-0.070967
10.361227,411.185608,211.579742,310.891083,479.515198
7.038101,167.453247,-0.027218,0.132869,0.218919
6.364807,168.014511,-0.065107,0.159349,0.114392
7.493603,160.549088,0.017484,0.010291,0.207683
8.327614,171.808548,-0.004460,-0.028974,0.107091
11.914595,423.293427,211.698593,310.270233,497.337341
9.061365,396.084259,202.512451,294.484619,445.676300
