d1,k1,d2,k2,Kd,n,k3,,,,
0.018571604,0.37402168,0.072270013,0.000201756,21.12131934,0.525960073,0.002101155,,,0.237105366,0.319128398
0.017951083,0.363552283,0.053297284,0.002238355,71.625133,0.799430633,0.002410535,,,0.168929629,0.307356981
0.018115153,0.058166352,0.015645818,0.001821402,22.96623475,0.745920033,0.00462888,,,0.039075951,0.053476606
0.017525179,0.087916801,0.016860608,0.00021518,119.804607,0.566052846,0.000522464,,,0.035463157,0.062719749
0.018078494,0.160724562,0.35935384,0.003103181,14.9296793,2.750716072,0.002111307,,,0.157296804,0.160718344
0.018732511,0.10233798,0.038462631,0.000597615,30.83045495,0.608292862,0.001016658,,,0.061392019,0.087891754
0.017503157,0.165823143,0.220185052,0.002960906,49.70519068,2.348059357,0.000493996,,,0.100941935,0.165346292
0.018164253,0.357919559,0.018810876,0.000599819,44.50849855,1.01849968,0.001389854,,,0.205970673,0.33428694
0.018056092,0.182887194,0.25158107,0.006728501,59.80434449,1.782393011,0.000299791,,,0.091709777,0.17993467
0.017215776,0.177767922,0.027577125,0.00187411,13.00474913,2.592786601,0.000211507,,,0.17445699,0.177759306
0.017354023,0.470726846,3.762045094,0.005592259,198.1918157,1.707370764,0.000247076,,,0.054159173,0.409013337
0.019069505,0.108163354,1.97204004,0.010610805,67.52854847,1.160476222,0.00024265,,,0.050378152,0.100219175
0.017717504,0.413096416,0.131164538,0.002197535,37.33434363,1.175122941,0.000641619,,,0.262678627,0.397873544
0.018305001,0.408431723,0.260741079,0.022033107,584.9004535,0.810246046,0.000395527,,,0.055734581,0.206324473
0.018790502,0.091351828,0.164328139,0.010227326,12.32883079,0.546127384,0.000655687,,,0.064269318,0.081576669
0.017952651,0.08365551,0.012624358,0.000781127,51.61639481,1.515134162,0.000255862,,,0.046576304,0.081669903
0.017631083,0.43537325,0.056754834,0.000213602,260.4856161,1.06515958,0.001854802,,,0.075359603,0.308519481
0.018374499,0.299725406,0.317935245,0.004104901,45.79650131,2.401242171,0.0001944,,,0.196832474,0.299104723
0.017646792,0.327300182,0.050760485,0.000459748,31.66430622,2.668192713,0.002401837,,,0.27697354,0.327172555
0.018911978,0.422586235,0.047927109,0.000241413,22.83977702,2.687384443,0.000236445,,,0.393249012,0.422521489
0.018643417,0.199712839,0.160456608,0.030545966,10.20921324,0.500074662,0.000392914,,,0.141395407,0.176673978
0.018179168,0.107246018,0.009452471,0.000591052,17.17110692,0.818514626,0.000937244,,,0.078907557,0.101698998
0.018048211,0.056138326,0.320703638,0.043134534,34.3668257,0.994752956,0.005152866,,,0.03565566,0.053053578
0.017240447,0.349881929,0.036433963,0.000481396,365.4747693,1.227124499,0.001634375,,,0.034363157,0.226569089
0.018670133,0.109088537,0.675213999,0.04524882,18.49994693,2.714809264,0.004707626,,,0.104792055,0.109079913
0.018944702,0.218396247,0.089469801,0.003598751,97.6674252,0.697239379,0.000302695,,,0.090826539,0.170351891
0.018819072,0.100181935,1.19141428,0.000911725,22.81876853,1.772837856,0.001082396,,,0.084888446,0.099878342
0.018346604,0.19084384,0.351648898,0.001440434,14.99853229,1.985875095,0.000325781,,,0.179411133,0.19071829
0.017892245,0.15035123,0.600635615,0.004998379,84.84031423,0.688754644,0.00247678,,,0.066249371,0.119332278
0.019014637,0.074781031,1.494269581,0.002786424,58.98449757,2.595110467,0.00154439,,,0.038218548,0.074599735
0.018136677,0.235461229,0.008417549,0.003733688,60.74728853,1.602151096,0.006099717,,,0.116563281,0.229607303
0.017842945,0.123253053,0.12683124,0.004192709,14.20590869,2.39193827,0.000449412,,,0.11944609,0.123237123
0.017521812,0.06043899,0.355480494,0.009268273,12.35154274,1.464421906,0.003375775,,,0.055004315,0.060234721
0.017562249,0.155120743,2.224119103,0.013881874,61.02744404,1.562461604,0.001164949,,,0.076531625,0.150877629
0.017457978,0.220577209,0.246721067,0.006367059,110.6886385,2.420681452,0.000743671,,,0.040822201,0.216950902
0.017974924,0.274863683,0.144602255,0.000512954,161.2733557,0.952883065,0.00051714,,,0.077088931,0.213743059
0.018685137,0.119124696,1.154553093,0.01403602,152.3294624,0.624676685,0.000244706,,,0.042702602,0.083613557
0.019005673,0.404393347,0.693006125,0.04794967,136.5289549,0.660553013,0.001061089,,,0.148600963,0.293867374
0.018047896,0.454314493,0.10514861,0.000343738,700.5105253,0.608474542,0.001314123,,,0.083197179,0.216461469
0.017305601,0.276036713,3.89479715,0.011369009,231.7540594,1.268861198,0.004529567,,,0.042112487,0.212484535
0.017507131,0.385339183,3.479662253,0.015761615,14.65741369,0.972430688,0.001902333,,,0.307295565,0.375186118
0.018436211,0.228221479,0.058313505,0.001325941,385.8665607,0.577837493,0.002659265,,,0.058052657,0.12858599
0.018757389,0.327765125,0.103677632,0.000539585,68.46715225,1.702788128,0.000471319,,,0.145540618,0.319826436
0.017928214,0.476779333,0.84777039,0.000320224,50.90879501,0.784765477,0.000372626,,,0.253737856,0.416659692
0.018827619,0.459503212,0.190629974,0.032909861,187.3728487,2.010939422,0.003414638,,,0.042254594,0.41914382
0.017262138,0.487040242,0.02060363,0.002586277,27.75997517,2.701868776,0.000178245,,,0.433069854,0.486919687
0.017378891,0.345440343,1.746637441,0.00699365,44.46755873,2.562765038,0.004123252,,,0.235948618,0.345002195
0.01766992,0.268691199,2.909910299,0.001976857,23.50072261,2.31671674,0.000246778,,,0.241193313,0.268543549
0.018918584,0.374552993,0.023979214,0.001516611,130.3892936,2.953333089,0.001220263,,,0.034369425,0.370470164
0.018648953,0.081660895,4.215435027,0.000224485,17.47397738,0.877757083,0.001027124,,,0.061003055,0.078153964
0.019077832,0.089427238,0.485168665,0.001017239,61.36533666,2.496294993,0.000206596,,,0.043458211,0.089126557
0.018924201,0.270989467,0.016660808,0.002009875,30.68892318,1.446169367,0.001609944,,,0.196476724,0.26735997
0.017963941,0.144287474,0.234977846,0.004508869,23.00854273,0.985292322,0.000478183,,,0.103884665,0.138707061
0.017805593,0.357411841,0.013516378,0.037955335,135.5275266,0.701625616,0.000996645,,,0.128969678,0.264338793
0.017963313,0.089173708,0.137868929,0.006679148,27.35423456,0.721169065,0.000435027,,,0.056887984,0.080492569
0.017515694,0.232142393,1.650930876,0.005262716,21.99408688,0.712393129,0.001481506,,,0.155881561,0.212028002
0.018803304,0.073413683,1.244196168,0.00070853,72.35385326,0.774752773,0.000206099,,,0.034049291,0.06147535
0.018740364,0.11661499,0.083655805,0.00683459,14.40336177,1.543908928,0.000963581,,,0.105013729,0.116247931
0.017651416,0.172791946,0.043614867,0.000735096,176.9815304,1.332550217,0.000283456,,,0.033059496,0.144409677
0.018607964,0.079940473,0.083565195,0.001944381,21.4346082,0.769679497,0.000934988,,,0.05502434,0.074228123
0.019082497,0.095326158,0.019922946,0.001753961,30.57616571,0.562178284,0.002625833,,,0.056588136,0.080267872
0.018719104,0.220890547,0.318279983,0.045919988,143.749234,0.777998618,0.000220485,,,0.074288901,0.166206154
0.018885575,0.316337273,0.36882294,0.000956415,17.65175913,1.305373659,0.00137818,,,0.263071707,0.313198081
0.018515259,0.284793279,0.080106918,0.021651215,206.0019334,0.871228444,0.00077058,,,0.07248304,0.204298026
0.018300206,0.053493206,0.151828878,0.029279904,11.41171014,0.705828636,0.003604897,,,0.040837253,0.050417192
0.01876853,0.401533262,0.120794434,0.004321987,415.7280557,0.635400766,0.001672224,,,0.090823803,0.224063324
0.018057669,0.243275734,2.181153921,0.000791256,30.91568712,0.744140147,0.002237017,,,0.151053056,0.219158556
0.018630724,0.149712306,0.891103626,0.003562505,81.62377722,0.994455941,0.002917798,,,0.063489151,0.131609141
0.018841104,0.047077574,0.013385188,0.021413437,28.58960049,1.683574435,0.004198453,,,0.03657738,0.046799187
0.018864479,0.093716088,0.040560277,0.000605364,81.54869802,1.785589493,0.001107461,,,0.034332652,0.09113355
0.017424474,0.255305177,0.216634719,0.040220846,127.1894831,0.539481537,0.002544846,,,0.102130319,0.178153469
0.017859156,0.468061572,1.250956237,0.000391363,227.7371457,1.773367352,0.000387974,,,0.040182771,0.396851481
0.017915069,0.062800422,1.925579247,0.000484507,10.06925699,0.635021384,0.002047422,,,0.047506636,0.058440738
0.018063662,0.162560195,0.034103321,0.000657636,48.66420588,2.033889149,0.000660445,,,0.098331642,0.161583983
0.018531109,0.492602721,0.086513977,0.008714086,201.8732848,1.435412954,0.00113379,,,0.073453135,0.407316682
0.018998705,0.175511243,0.540701892,0.000401578,89.40930076,0.95773282,0.000725089,,,0.071194318,0.1511072
0.017756842,0.356904843,0.490455104,0.000552142,14.48310932,0.567745757,0.000327355,,,0.246786803,0.318459401
0.017674858,0.322686872,1.240157674,0.001234102,75.97023471,1.099415908,0.001767526,,,0.140529076,0.292526866
0.018691991,0.124307306,0.209477733,0.039705988,194.7566249,0.844082133,0.006063079,,,0.033582457,0.089633471
0.0190995,0.417814384,0.030270878,0.000519128,111.3014918,0.848884987,0.005187128,,,0.15534125,0.337141844
0.017693696,0.203143966,0.145230446,0.000208169,20.41426491,1.018803876,0.001220999,,,0.152349252,0.196858626
0.018388623,0.155341098,0.300514063,0.008555171,14.37687695,2.777957498,0.001000254,,,0.152460571,0.155336204
0.018788534,0.15380516,0.043899388,0.006575471,26.56045761,1.409081019,0.004173235,,,0.11676863,0.151926464
0.018506854,0.259323018,0.141655254,0.000403059,70.25425802,0.884862975,0.001028362,,,0.12062513,0.225520091
0.01812243,0.210781648,0.008157118,0.000486741,117.9449513,0.717945886,0.004025076,,,0.080311056,0.160776565
0.017769871,0.248158823,0.01632126,0.000303581,18.39808168,2.039971961,0.002940739,,,0.227734371,0.247955997
0.017586495,0.419002271,0.500658548,0.013003866,131.1112242,0.912230513,0.000370611,,,0.137816552,0.335275678
0.017429039,0.046348174,0.010591653,0.033367287,16.04071413,2.524783811,0.000177495,,,0.044747686,0.046343223
0.017520588,0.308794781,1.716612783,0.001693686,10.97905983,0.872790875,0.000224236,,,0.251643357,0.299672619
0.018195366,0.46409193,3.058648486,0.046472635,12.86192873,1.473194383,0.001536039,,,0.420588956,0.462482907
0.018680896,0.440345641,1.309210495,0.003931143,135.0295703,2.499278615,0.000284825,,,0.051241923,0.430002968
0.017452186,0.055979171,1.12247576,0.000234407,12.03734807,2.904354914,0.000283285,,,0.055456993,0.055978514
0.01849167,0.176010238,0.095377274,0.001062202,24.74354892,1.144643957,0.000880852,,,0.12915335,0.171549434
0.017349477,0.3213156,0.757409054,0.006193686,39.41742626,1.160822822,0.003762441,,,0.199076037,0.308245852
0.017917259,0.074357617,0.04047246,0.014165782,19.82187498,0.964909689,0.002384535,,,0.055347977,0.071688237
0.017622156,0.160041556,0.547186098,0.000439882,80.20902027,0.629169849,0.001736913,,,0.072733423,0.124843621
0.019081164,0.2909224,3.46461105,0.000792713,27.25372942,0.8011035,0.001652196,,,0.189968493,0.268375783
0.018669155,0.176260268,0.802185891,0.004286339,165.1785678,1.136809009,0.001594499,,,0.042349191,0.143212428
0.018953968,0.378293376,0.316217148,0.047118575,1463.995211,0.566560189,0.002719209,,,0.053206048,0.142344167
0.018438787,0.180309391,0.334911411,0.00250661,261.9278552,0.929000182,0.002976387,,,0.036560767,0.123245689
0.017926961,0.119633082,0.012233772,0.002311622,23.37132186,0.836054459,0.000799426,,,0.082242704,0.112193063
0.018369045,0.087543195,3.12566621,0.000663106,13.27071815,1.815701142,0.001551852,,,0.082230874,0.087456829
0.017346448,0.208697541,0.040297397,0.036820032,16.81148932,2.043630376,0.00568114,,,0.194269519,0.208557454
0.017502852,0.173283211,0.031991031,0.017249125,893.1492243,0.510028581,0.000363315,,,0.034907082,0.077881777
0.01765974,0.217159679,0.553748064,0.009379817,107.4766279,1.206773825,0.003071108,,,0.071889588,0.192940481
0.018136994,0.325909306,3.99742642,0.03999938,314.8567588,1.231162099,0.000861434,,,0.037468557,0.224441108
0.017646176,0.090577071,0.093130208,0.011904343,20.94711094,0.510180912,0.000225455,,,0.057162072,0.07672298
0.018064608,0.204590942,0.564656,0.001182951,33.7400939,2.875873999,0.001447975,,,0.171781832,0.204538952
0.017819902,0.162791118,0.243006066,0.000251388,65.75024437,0.511248503,0.000246184,,,0.079491704,0.123056005
0.017264851,0.365622452,1.802401988,0.02031917,26.38991288,1.652196639,0.000281075,,,0.290772322,0.363537996
0.017327677,0.132507033,0.042082648,0.000404173,74.03772773,0.724623074,0.000387507,,,0.0612168,0.108652268
0.017617233,0.178780183,0.332020373,0.000233546,12.38568913,0.622442151,0.000959526,,,0.130066681,0.16411804
0.017731743,0.36979822,1.209628252,0.001259341,233.4665165,1.585966273,0.000335744,,,0.038414464,0.302170821
0.017650183,0.209885923,0.378952007,0.000301909,58.49799411,0.885127258,0.003418755,,,0.106120363,0.186170149
0.017448529,0.278793287,3.725530591,0.001551907,16.42913781,2.141726319,0.001732732,,,0.262417804,0.278667811
0.017758083,0.096826344,0.407049483,0.000215379,11.47489372,0.834557791,0.001556534,,,0.077371328,0.093389256
0.017202253,0.131196868,0.007964938,0.005419996,112.5373969,1.427717909,0.001399938,,,0.037977804,0.120179279
0.017791917,0.142253736,0.018995244,0.048526745,27.73444098,1.256043247,0.000705696,,,0.103129698,0.139322585
0.018388302,0.276428834,1.437095082,0.00376474,12.6739384,0.668091535,0.000338792,,,0.204172571,0.25690525
0.019076166,0.148653461,1.106772863,0.002817365,111.6091898,1.512873554,0.000228326,,,0.041787493,0.137832376
0.018402115,0.05824898,1.525356417,0.003848812,26.65840612,1.624796554,0.002529561,,,0.045950606,0.057881445
0.017499184,0.269837886,1.44177489,0.000370681,191.9100564,0.806865663,0.001690456,,,0.075899611,0.19293162
0.017400756,0.256394737,0.118589394,0.006551312,130.0298203,0.920439719,0.005890257,,,0.084400605,0.205980382
0.018872388,0.34889,1.587762123,0.013616181,35.88585382,0.55120659,0.000947463,,,0.198992974,0.287931084
0.01843106,0.071867012,0.082754109,0.008284012,12.24966735,0.637301078,0.000500285,,,0.052716136,0.066313757
0.017301069,0.388635207,0.029018142,0.000487189,153.7377341,0.990307026,0.000804741,,,0.109813945,0.30853029
0.017396198,0.215930113,0.012447749,0.001261661,70.90375213,2.080577329,0.000308215,,,0.089397242,0.213420892
0.019054858,0.206340924,0.156676288,0.002513539,67.9649515,0.658780068,0.002838046,,,0.098936901,0.166650274
0.018701786,0.107398365,0.083474683,0.006402312,78.74628571,1.305763536,0.004012969,,,0.044265925,0.100321917
0.018903723,0.200565149,1.236132289,0.001209368,833.5847777,0.572854928,0.00165718,,,0.036367207,0.090865887
0.018801334,0.153369117,1.677987269,0.000262017,10.17170247,0.890695473,0.003230526,,,0.127190617,0.149413768
0.018676982,0.402103656,0.026752893,0.01319675,37.8532672,1.252671988,0.005125002,,,0.257499236,0.389867345
0.018176629,0.093583149,0.116550845,0.001247806,70.70827594,0.814856372,0.000328343,,,0.043665551,0.079639214
0.017925083,0.382613859,0.025534816,0.000264439,424.2303945,0.969820655,0.000236873,,,0.049915556,0.223165282
0.018423659,0.280380814,4.368918045,0.006431838,32.40122228,0.689371962,0.000267205,,,0.169524023,0.247312963
0.018117684,0.118450208,0.040736481,0.000752204,27.27882103,1.363139073,0.001800847,,,0.088298296,0.116722862
0.018103452,0.442224894,0.011945548,0.019657049,49.2498801,1.944793517,0.000365511,,,0.263049327,0.438830635
0.018394725,0.096688994,0.022714458,0.009848638,90.06995625,0.892292815,0.003780619,,,0.039677072,0.081653782
0.018445872,0.254220247,0.448265368,0.010669555,842.8410031,0.627106485,0.005069725,,,0.04071423,0.113616222
0.01793479,0.036101854,1.150805568,0.002068038,22.25878594,2.683374815,0.000446444,,,0.033743569,0.036096624
0.018177581,0.044605382,0.015578142,0.002814773,28.09406675,1.954108024,0.000229014,,,0.036352834,0.04449312
0.017390124,0.145935379,0.010730293,0.002504304,33.95813915,1.938994509,0.00076549,,,0.109590754,0.145380526
0.018781973,0.194122594,3.697375623,0.003642062,213.3331027,0.869409143,0.000485732,,,0.048376408,0.137972823
0.017854166,0.055425676,0.016588742,0.008941538,24.99529191,1.815159007,0.002151109,,,0.046033223,0.05525313
0.018801663,0.055899764,0.027279881,0.037263162,22.44390299,0.56910373,0.000359397,,,0.035572557,0.048434969
0.018361668,0.110021633,0.702838498,0.000300523,29.63430161,1.425162073,0.001495856,,,0.080547337,0.1085296
0.017771422,0.378830757,0.048135317,0.000589423,116.0073578,1.328576803,0.001319677,,,0.111383536,0.340467462
0.017440304,0.198582058,0.010626144,0.000242749,37.78366283,1.446601296,0.001898898,,,0.131318473,0.19501007
0.017700186,0.208994004,1.933944481,0.000436655,43.25672019,1.074424103,0.000707825,,,0.122677743,0.197298307
0.018059246,0.261541155,1.193999388,0.005214509,30.60431618,1.002207239,0.000663236,,,0.173284721,0.248927202
0.01784949,0.09559718,0.122641102,0.011948243,10.96896107,0.827114548,0.001658179,,,0.076769738,0.092229307
0.017344025,0.156669819,0.142424907,0.00334333,21.95364428,0.820472405,0.002994373,,,0.108929093,0.146933526
0.017659123,0.307046373,2.530262411,0.016733177,88.99885413,0.884334646,0.000558261,,,0.127026277,0.259118217
0.01879641,0.236130668,0.215931552,0.010620574,26.34138726,0.833063803,0.000453492,,,0.157033432,0.219865363
0.01876558,0.122034386,2.792510703,0.027251878,26.14817542,1.148410172,0.000224642,,,0.088094751,0.118782762
0.018741673,0.35893716,0.238311713,0.007262561,82.37838149,1.95527547,0.002276444,,,0.125567501,0.351691899
0.017792849,0.322229132,0.276155684,0.003294464,160.680804,0.82514092,0.002306818,,,0.099017352,0.240976201
0.017381319,0.314992985,0.518325389,0.003346408,35.75400174,0.845343401,0.000365731,,,0.1914186,0.28840958
0.017853543,0.398693405,1.825994543,0.007417916,912.2547403,0.571317368,0.003201464,,,0.069525011,0.175600571
0.017495517,0.40267486,0.042725994,0.012825598,70.44847906,2.298798728,0.002815905,,,0.164602377,0.399768942
0.01764556,0.118786973,0.061627191,0.01146356,10.45642793,0.732017869,0.003854212,,,0.092923171,0.11295959
0.018217304,0.103066924,0.851453333,0.000270096,27.05382563,2.590464817,0.001925393,,,0.091450182,0.103033318
0.018309476,0.168432768,1.433983652,0.000462719,15.20700232,0.702674019,0.002707766,,,0.121948413,0.156595895
0.017333427,0.411925272,1.039347361,0.000908375,78.02495225,0.753982348,0.000957217,,,0.185632654,0.339089048
0.018023015,0.272145963,3.681382706,0.000290463,40.11268569,2.315333487,0.000974088,,,0.195274607,0.271628641
0.01839055,0.426200855,0.226477347,0.004318011,117.7280748,2.067570526,0.00382184,,,0.084742351,0.411992108
0.018503945,0.072584694,0.034029485,0.015304238,12.34018154,1.242612407,0.001208557,,,0.06366342,0.072007526
0.018492962,0.067515549,0.237538185,0.018228313,16.47455689,0.539803841,0.002782179,,,0.045078791,0.059037226
0.018261897,0.055504411,3.506159366,0.003380455,11.46433888,1.814075221,0.000344348,,,0.052878282,0.055462148
0.018304681,0.062179481,0.033626232,0.013318752,10.56281253,0.764639443,0.00125531,,,0.049155357,0.059470298
0.018518492,0.452383865,0.091727901,0.017424619,101.7968381,1.322243971,0.002485749,,,0.150208444,0.41283805
0.01866394,0.335294679,0.041764616,0.008095605,25.45958654,2.357896607,0.000261314,,,0.296070772,0.335099949
0.01797053,0.296761865,1.351009398,0.000866728,15.87915821,2.595885552,0.000286719,,,0.28763798,0.296737997
0.018756407,0.212584583,0.009360725,0.001141249,17.78218998,0.662528548,0.003672856,,,0.146938319,0.193756635
0.017912879,0.176510653,0.070338297,0.001652122,30.88725025,0.702464213,0.00237307,,,0.108472873,0.156976307
0.018129078,0.431680839,1.694433483,0.000277912,467.6978653,0.749716438,0.001587789,,,0.076236635,0.235937189
0.018745928,0.354884034,0.308432713,0.000435852,62.1610461,0.754432801,0.004886794,,,0.175073765,0.300549428
0.017964882,0.167241522,0.015885007,0.000335303,48.44080564,1.458747828,0.000283969,,,0.09656794,0.163090967
0.018707012,0.088543024,0.833197236,0.000422426,44.8786572,2.298112348,0.000197231,,,0.05851855,0.088314935
0.018775086,0.495407739,0.514408247,0.012920368,26.26876608,0.9284455,0.000380108,,,0.338285111,0.46968501
0.017459197,0.260799675,0.831393295,0.037538503,120.0253089,1.993599535,0.000213942,,,0.052327718,0.250664996
0.017412003,0.382071111,0.264727208,0.002054759,342.0441134,1.035675355,0.000704846,,,0.054072135,0.245112554
0.017688753,0.305307865,0.199723515,0.001460455,19.65838439,1.337334002,0.001169872,,,0.249258222,0.3021828
0.018657748,0.315888541,0.652199695,0.000933803,28.4583557,0.92540066,0.003146016,,,0.210389513,0.298136864
0.018477144,0.092657844,0.441515614,0.016158143,37.818449,2.281700572,0.000729911,,,0.068693957,0.092489177
0.018493608,0.04372767,0.026840012,0.001263986,12.54629136,0.902476054,0.001419471,,,0.03516268,0.042433829
0.018803961,0.301004537,0.032905249,0.001348088,93.61933068,0.50231972,0.005174643,,,0.133754924,0.216035493
0.018586205,0.240187464,1.023697393,0.000357284,46.99186564,2.386943418,0.001975924,,,0.154158512,0.23963882
0.017943561,0.21562381,1.837906374,0.00327934,27.50568763,0.674506453,0.000877145,,,0.135534432,0.191660273
0.017216979,0.483595635,0.172727666,0.000784729,29.38987823,0.550548564,0.002979976,,,0.288699936,0.406374908
0.019088829,0.323604302,0.035730137,0.003117492,12.22714273,2.226506244,0.000697664,,,0.314495007,0.323548673
0.017855725,0.310553145,0.338927737,0.003927527,15.23501639,0.662924364,0.000580906,,,0.221341953,0.285543712
0.017337362,0.052664405,4.359458975,0.002843411,26.88011299,2.693812314,0.004081238,,,0.047233598,0.052652153
0.018529167,0.214098804,0.320356275,0.011601524,14.67090829,2.312569458,0.004756089,,,0.206162395,0.214058682
0.017265454,0.053874233,0.506113766,0.002424929,10.22802047,1.501172647,0.002087277,,,0.05033865,0.053755162
0.01852108,0.064884647,0.689261174,0.010728629,16.93571133,1.265077693,0.006143975,,,0.053987234,0.06418099
0.017494601,0.052739217,0.44439583,0.000452611,14.27142377,0.981767827,0.003703965,,,0.042389175,0.051429635
0.017235329,0.360468987,0.057125073,0.000282034,765.2118822,0.516620059,0.003050823,,,0.076280788,0.168925782
0.017266358,0.060869491,0.016162845,0.001143351,16.0850594,1.922849115,0.004554193,,,0.056384018,0.060811709
0.017886934,0.316786643,0.715131594,0.000607597,15.51801113,1.886448384,0.003858858,,,0.293866844,0.316466061
0.018993729,0.342997205,0.297597266,0.000815653,103.6877432,1.334541377,0.000620707,,,0.111537371,0.312938337
0.017752501,0.179034147,0.038171957,0.000960825,199.2891507,1.093522096,0.006439584,,,0.037962254,0.137759164
0.017628312,0.038812423,3.93723519,0.000905871,27.40462603,2.837485952,0.00026544,,,0.035022164,0.038806317
0.018590749,0.238150428,0.013678469,0.003198863,214.7117672,0.972721125,0.001641282,,,0.053442368,0.174083204
0.01845006,0.050972718,0.747623036,0.00118404,13.07675294,0.546780126,0.000354451,,,0.035527678,0.045372157
0.01811452,0.263030443,4.12505146,0.002703078,44.10079082,0.809037144,0.00220225,,,0.147809692,0.234638803
