d1,k1,d2,k2,Kd,n,k3,,,,
0.018726951,0.067419777,0.633392624,0.004853334,11.89420123,1.234844171,0.000538766,,,0.059371387,0.066891745
0.018808887,0.281177964,0.241954948,0.010189748,913.9352793,0.520180632,0.006278685,,,0.054881578,0.125262136
0.0177885,0.451742147,0.679618741,0.000418557,470.2873832,0.518474698,0.001524056,,,0.115587879,0.240115116
0.018855916,0.450461441,0.895945243,0.044751889,48.97869816,0.511859557,0.000277207,,,0.236919431,0.352653999
0.019040887,0.094116038,0.00896362,0.014548914,22.94510994,1.041879467,0.000750422,,,0.068832009,0.091078023
0.017551825,0.245356609,0.011084883,0.004459352,26.51161839,2.028430128,0.001369902,,,0.206050576,0.244919009
0.018188059,0.077923742,0.38183767,0.000260334,62.79347793,2.030854548,0.000309891,,,0.037162774,0.077135722
0.018475531,0.123428139,0.277054967,0.000213013,17.63552268,2.435182309,0.001418617,,,0.11747161,0.123405166
0.01768412,0.180053618,0.115544749,0.002422699,352.9152679,0.586880521,0.00108697,,,0.047025036,0.103934369
0.017367969,0.468726472,0.346353946,0.002661119,835.1203924,0.775447169,0.000466516,,,0.05384269,0.204481546
0.018014204,0.235127221,0.012775751,0.008215685,42.93943582,1.862379473,0.002365933,,,0.15304798,0.233408745
0.017566543,0.360981048,0.105719913,0.000221,38.45010532,2.577347253,0.002406182,,,0.273962903,0.360677875
0.01852852,0.131756774,0.008353935,0.026363848,216.4974356,0.61966022,0.000298529,,,0.04098424,0.086019226
0.017530994,0.059333882,1.668919559,0.001421995,15.56091137,2.360714812,0.003877502,,,0.056978519,0.059323195
0.017339785,0.349385612,0.345229728,0.029118682,36.45167144,1.454832504,0.000185699,,,0.235385589,0.343547408
0.018272105,0.205172614,0.98026961,0.000428692,35.52442526,1.058500698,0.000282093,,,0.130334917,0.19536839
0.019048869,0.116449569,4.853187711,0.043533309,17.37776137,2.20994579,0.005674299,,,0.109376234,0.116403147
0.018859539,0.115954712,0.016092933,0.011806156,36.75482481,1.389442077,0.001938196,,,0.076987718,0.113609151
0.018818744,0.290097624,1.685276898,0.024810268,746.4332469,0.749045083,0.000656082,,,0.038129514,0.133212095
0.017946068,0.318138586,3.9543396,0.001258183,24.51689252,1.693154028,0.006400905,,,0.260826443,0.31672791
0.018629098,0.084851495,1.052951906,0.005490276,35.58986771,2.120723954,0.000341867,,,0.063781597,0.084639748
0.017625542,0.423787689,0.057872812,0.001304159,18.16257201,1.67304951,0.002243766,,,0.373238171,0.422572671
0.018422694,0.396999141,1.163344843,0.04029494,12.26094522,2.511248805,0.000364192,,,0.3897717,0.396976459
0.017891308,0.209290888,0.027607027,0.022880297,121.9177658,1.287564573,0.001163546,,,0.059942922,0.185459666
0.017253398,0.1549007,4.102760007,0.013454258,22.77680951,0.586004884,0.005606338,,,0.098859242,0.135041788
0.017965509,0.062711338,0.016824103,0.006673004,23.71798462,1.236689335,0.002770471,,,0.047604559,0.061578256
0.017842634,0.152717368,0.793539419,0.00075359,23.52235895,0.719233425,0.000929372,,,0.101142136,0.139170957
0.017896933,0.411340945,0.219708333,0.019820528,41.00846379,0.994159014,0.001042711,,,0.244119926,0.384636755
0.019037895,0.41959748,0.028181365,0.00090754,110.8925471,0.668890051,0.000391496,,,0.16729764,0.317096403
0.018922219,0.06147735,1.08892691,0.002177405,40.59544227,1.249309778,0.006447348,,,0.038094851,0.059423023
0.017976807,0.410174778,0.153483218,0.003240342,114.3117909,2.743333066,0.000417816,,,0.059783959,0.4058791
0.018184883,0.421388187,0.010989196,0.004957153,153.0319783,1.315548409,0.006207224,,,0.095181097,0.361480902
0.018406615,0.103213335,0.05737324,0.002698107,87.53678561,1.067069801,0.000518076,,,0.041345228,0.091482961
0.017247072,0.083418343,4.508403624,0.000493053,11.65582009,0.786407656,0.003538196,,,0.065391913,0.079820101
0.017482995,0.169151585,4.098316193,0.009686845,143.0893319,0.50052287,0.000241338,,,0.066464567,0.113678628
0.018184566,0.331979447,0.083113615,0.00030979,119.584311,2.626295106,0.002515882,,,0.04663701,0.327245598
0.017291705,0.211380921,0.014130484,0.007548756,173.7540006,1.350981527,0.004584475,,,0.040603947,0.178012864
0.017498267,0.309233436,1.756127415,0.000295586,23.28545077,2.543703536,0.002572593,,,0.283693607,0.309153849
0.017230815,0.128980937,0.059397781,0.000409037,33.43102715,0.534031731,0.001194082,,,0.074480665,0.106248491
0.018224941,0.390848205,0.110643054,0.000769002,57.58996453,0.639971066,0.00179543,,,0.197987568,0.31953727
0.018415296,0.133640441,0.021169472,0.005405054,34.08336852,0.533234946,0.000463714,,,0.076819809,0.109841198
0.017288686,0.164650353,0.052608662,0.004410379,11.796098,1.097775559,0.000180189,,,0.141004724,0.162475008
0.01792477,0.221204331,0.790963696,0.000967925,48.21843095,2.125796447,0.002438286,,,0.135848209,0.220168855
0.018988422,0.30661082,0.528535556,0.029442019,12.9927871,0.675514333,0.001872767,,,0.22615446,0.285192794
0.017322836,0.343484447,0.585214995,0.009208761,388.3602221,0.594820366,0.00223567,,,0.085083467,0.193837782
0.017619387,0.094921066,0.022542798,0.000283074,11.05001197,2.730256616,0.00026785,,,0.093994363,0.094919324
0.018215077,0.120143637,0.063319672,0.003622008,126.0243992,0.508507772,0.000179107,,,0.04886952,0.082728867
0.017773285,0.157561941,0.012789604,0.004938939,133.0559742,1.053769855,0.00096882,,,0.047535331,0.130810153
0.017213672,0.45110134,0.986664375,0.001987802,268.5173898,1.670054491,0.004875032,,,0.034134584,0.357696904
0.017336454,0.496111486,0.29727493,0.040073066,1004.801047,0.709209173,0.003408472,,,0.059206027,0.203200088
0.018811515,0.477456617,0.026236085,0.023694558,102.64344,2.116295452,0.004738928,,,0.116024373,0.466342194
0.01757268,0.407273804,0.048607099,0.002476801,113.3689486,1.840265571,0.002336188,,,0.096393702,0.389144163
0.018986101,0.169873469,0.048765385,0.010436492,16.98253086,0.512777508,0.002475289,,,0.111501679,0.146348345
0.01758281,0.446007495,0.01048885,0.026583105,26.22046322,2.680971911,0.005586109,,,0.402285881,0.445906469
0.017721218,0.145109088,0.955102329,0.000217971,17.50616762,1.989436495,0.001617722,,,0.133587886,0.144980971
0.019072835,0.052069717,0.503378767,0.017091119,20.96639625,1.905130626,0.000466797,,,0.045879778,0.051982462
0.017586187,0.088417424,2.856791381,0.001709344,103.0219641,0.56234619,0.000301603,,,0.037540199,0.064478864
0.018052309,0.109865564,0.118204469,0.001770176,65.20793711,1.026744954,0.003967296,,,0.052586855,0.099658829
0.018175676,0.053569195,0.085860164,0.000601477,18.70537256,2.177843754,0.002222241,,,0.049647232,0.053541111
0.018528844,0.080968327,0.028612193,0.031027588,28.06822526,1.258295792,0.005275372,,,0.05848401,0.079286634
0.018219213,0.285602975,0.774843819,0.001219426,68.5301877,1.056921395,0.000240902,,,0.132786414,0.259415627
0.017235028,0.34397238,0.478900098,0.016098775,58.60575805,1.662590381,0.00209989,,,0.175347247,0.336925977
0.017844503,0.270221202,0.024319432,0.000201385,506.2159923,0.735304224,0.000525621,,,0.046608845,0.143542479
0.018504592,0.225644398,0.146495028,0.02235992,136.4033728,0.609383754,0.004103427,,,0.085165028,0.160546353
0.017528239,0.097101631,0.242742859,0.000214587,46.21988573,0.937360299,0.004158177,,,0.054458903,0.08904718
0.018694276,0.101903091,0.067646977,0.028195755,12.98083607,1.787189883,0.00053553,,,0.095698751,0.101795363
0.0181044,0.409011917,0.255150503,0.019157019,11.17271263,0.98001031,0.00027654,,,0.342965388,0.400927381
0.01739468,0.295081588,0.454132941,0.000634453,17.15531259,1.525576547,0.001880682,,,0.257024291,0.293784659
0.017553664,0.180565528,0.010375795,0.002963632,28.93367663,0.98882947,0.00023545,,,0.121496998,0.171986172
0.01855734,0.140248663,0.053994919,0.002483648,158.3322886,0.873051553,0.000639304,,,0.04207846,0.106855054
0.018713874,0.4667346,1.319179939,0.001964164,15.93771669,2.88447496,0.006140275,,,0.456757127,0.466721298
0.018096498,0.455606154,0.301819577,0.001621993,29.99095073,1.136130249,0.001722325,,,0.3131696,0.440947356
0.017387391,0.059756511,0.078219618,0.011622896,10.1529988,0.831820857,0.000564688,,,0.048656077,0.057813777
0.017713792,0.184713553,1.187547109,0.000672942,11.88326071,1.368032671,0.005904469,,,0.166537858,0.183853713
0.018551184,0.292578994,0.437704342,0.001010708,155.3018751,2.129608777,0.004427047,,,0.034106122,0.277002914
0.018218576,0.169391872,0.358964614,0.009785399,84.21801772,0.910325591,0.005394286,,,0.071727652,0.145103368
0.017244963,0.219328292,1.248247813,0.000663716,29.74358572,0.616522392,0.000724216,,,0.133023093,0.189584854
0.017737627,0.066942948,0.527963084,0.001884487,12.93314179,0.708785722,0.004316433,,,0.050069467,0.062804507
0.018336354,0.234460627,1.409333506,0.017122604,13.46756041,1.78292536,0.003207255,,,0.219187015,0.234191614
0.019001691,0.172546837,1.944452147,0.000671704,20.39548745,0.66312236,0.001356761,,,0.115886222,0.155981502
0.018598867,0.089936461,0.10379005,0.000814153,109.8767467,0.538033552,0.000450496,,,0.037713192,0.064186317
0.018567713,0.444743047,0.088409575,0.000616042,2272.874957,0.550219845,0.000407622,,,0.053026348,0.14435282
0.017637242,0.226285927,0.027132463,0.002075664,195.2950383,1.223100141,0.00071382,,,0.043222823,0.180539281
0.018081651,0.428627762,1.880213058,0.000531209,451.2100639,0.672294407,0.005908027,,,0.087793181,0.234782747
0.018653513,0.111278188,0.139371161,0.012638139,15.05384323,0.746811571,0.004469927,,,0.082059256,0.104605805
0.017302882,0.348395091,0.052722811,0.010171011,43.33640693,1.193156992,0.004883851,,,0.207590588,0.333879278
0.018082598,0.463433604,0.35279402,0.00684718,492.4318797,0.941287392,0.001518557,,,0.056153071,0.253201503
0.017462552,0.446641066,0.016534897,0.014969936,60.13546513,0.618550932,0.000793189,,,0.223164771,0.359898071
0.01779316,0.3713764,0.017192734,0.002917629,23.93725519,0.661935268,0.000738314,,,0.240482306,0.332015905
0.018028681,0.066753163,0.180771211,0.000628641,18.65380329,0.78970233,0.00379431,,,0.047766733,0.062707979
0.018471337,0.065532602,0.014176499,0.0005552,14.07577941,2.60753964,0.003922142,,,0.064071263,0.065528912
0.018426876,0.271759917,0.604553847,0.002398298,11.23457295,1.855163461,0.00324809,,,0.260134952,0.271590505
0.018729894,0.050468725,3.637757977,0.024696373,27.78553286,1.487339782,0.0046709,,,0.038285372,0.04995119
0.018723027,0.338162645,0.047461927,0.013856348,11.74194627,1.675049172,0.001606069,,,0.317502935,0.337698284
0.01788506,0.456901487,0.067500516,0.00044354,106.4921182,1.287180129,0.000636614,,,0.147732057,0.412355048
0.018075021,0.478814073,0.0981029,0.000331315,17.34580724,0.615602529,0.000301058,,,0.32665301,0.430247978
0.018356539,0.113673039,0.197999452,0.01875581,23.8932395,2.042410176,0.000337366,,,0.098631136,0.113516026
0.018387981,0.406696076,3.176891405,0.006384661,140.6092135,1.762281083,0.000392677,,,0.074141475,0.377430464
0.018037498,0.293410824,4.289165689,0.004609559,13.99827471,2.00434454,0.000908885,,,0.278355166,0.293253788
0.018226214,0.154023647,0.018447491,0.017537226,71.42766801,1.63111651,0.000264801,,,0.066135093,0.149381896
0.018966881,0.320859806,0.009545116,0.001237514,11.99312035,2.086176691,0.000251582,,,0.310075962,0.320768327
0.018183613,0.275645148,0.014330967,0.001089927,291.1670348,0.697447624,0.005300859,,,0.06875414,0.171854825
0.017908188,0.319950156,0.567109018,0.003668973,281.1611107,0.95573288,0.000717701,,,0.059510955,0.215513811
0.018637558,0.417221703,0.064079014,0.001960552,97.57758873,0.537712306,0.000914377,,,0.181490256,0.303086713
0.017906937,0.486349363,0.010847211,0.000228024,589.764827,0.753757223,0.000789375,,,0.073698392,0.244751525
0.018826961,0.203721524,0.369623204,0.019711392,245.3612996,0.554177457,0.006443465,,,0.06401193,0.126594929
0.018407901,0.207221521,0.031921768,0.003533122,272.2496104,0.600890521,0.000979384,,,0.059524643,0.127757515
0.017961431,0.14144829,1.139635821,0.00172356,25.15682391,1.192800736,0.002910775,,,0.104421687,0.138302339
0.017522118,0.447275538,3.548205937,0.014873814,980.1427884,0.731143992,0.00088992,,,0.051359885,0.183939663
0.017825505,0.313654409,0.028986712,0.001855235,250.6098674,1.423460724,0.000534885,,,0.036253997,0.24340785
0.017368879,0.231813093,2.355605543,0.047861501,487.0239078,0.828103132,0.000523724,,,0.034789082,0.125893492
0.018636907,0.420790437,0.089179394,0.026534224,979.2412333,0.823172,0.000386807,,,0.038390638,0.168542003
0.018596269,0.208105875,0.063732736,0.000582413,172.7972684,0.636540272,0.003607069,,,0.070288741,0.143247689
0.017338574,0.241212506,0.045251888,0.000811162,10.82854989,1.505212684,0.000629747,,,0.224177418,0.240641146
0.018393441,0.265280292,2.193004745,0.000450948,22.34087093,0.540610442,0.001020954,,,0.167241988,0.226962979
0.018939079,0.337682953,2.789486056,0.005450005,11.36978115,0.933170878,0.000255554,,,0.278667642,0.329543046
0.018167743,0.234793687,0.191458122,0.004353922,15.67589271,2.25932558,0.00081058,,,0.223998234,0.234731422
0.018886564,0.295920534,0.010557274,0.005026054,22.56816888,2.552073068,0.000332323,,,0.2733775,0.295852103
0.018643092,0.056457993,0.177087085,0.005964352,14.06283223,0.817781664,0.005358656,,,0.043252733,0.053952113
0.017402883,0.252422266,0.083203735,0.005607719,74.65346868,2.11124563,0.003609243,,,0.097604004,0.249360747
0.018865468,0.482224623,1.794605738,0.00394201,50.25712308,1.16255738,0.001162145,,,0.265858972,0.456663724
0.01909183,0.456253361,0.007752042,0.013653823,238.2412999,0.504574858,0.000349152,,,0.151817814,0.280343979
0.017517835,0.155782748,3.281874076,0.00064268,315.7271944,0.578182712,0.001962873,,,0.043129976,0.092185131
0.017369182,0.188153888,1.530323642,0.001374393,42.23402901,0.803499383,0.000534563,,,0.107260268,0.168209261
0.017968333,0.204010919,4.567416408,0.004302146,26.53602676,1.05125539,0.000828353,,,0.143250553,0.196600327
0.017809014,0.342510655,0.746004371,0.046558246,462.5615267,0.619845294,0.000394099,,,0.075333105,0.185033186
0.017418694,0.139059211,0.044233675,0.010523288,301.2516958,0.527060683,0.000932738,,,0.041625306,0.082017038
0.01832259,0.309672715,0.071801617,0.005385194,20.85095013,0.965774519,0.00254945,,,0.227647434,0.298052782
0.017361904,0.14886463,1.687104248,0.000895099,64.84888619,1.14943947,0.000645496,,,0.071110046,0.138156197
0.018077231,0.11096271,0.168293084,0.002600596,35.81986711,1.323429073,0.004556938,,,0.073716591,0.10836275
0.018125279,0.177515754,0.011133039,0.000414341,67.28043458,0.716232751,0.000235734,,,0.085119668,0.146872704
0.018831565,0.072998012,0.466604896,0.000728363,51.00257826,1.620919527,0.000191609,,,0.041277395,0.071679438
0.018552155,0.078034436,0.025068691,0.031749686,10.40842615,0.722462385,0.00109288,,,0.060865412,0.074075424
0.017484216,0.261912684,0.012474758,0.022073696,134.0391399,0.673500077,0.001684357,,,0.096350712,0.19195859
0.017751571,0.092395156,0.027487613,0.020715659,14.03697357,1.463110547,0.001694535,,,0.082540871,0.092016963
0.017939175,0.16049657,0.08755147,0.002896228,263.3780797,0.880908185,0.000489847,,,0.034289631,0.108137774
0.018572902,0.086186838,0.720577215,0.04861614,32.91209719,2.375565746,0.000240033,,,0.069497724,0.086099762
0.018337955,0.104392133,1.91309919,0.004647895,32.88182398,2.072515883,0.004570685,,,0.081079991,0.104138757
0.018271786,0.063247744,0.053586863,0.00166433,18.12917478,1.983504371,0.000338384,,,0.057860011,0.063186629
0.01861674,0.375617884,0.103453161,0.00220361,147.0946766,2.60131763,0.000396481,,,0.033224147,0.366167825
0.018920236,0.039647717,0.060896903,0.000220188,25.13368415,1.936679751,0.000205108,,,0.033446356,0.039562849
0.017243458,0.271374419,0.909642176,0.000410168,395.9383152,0.673097947,0.000274879,,,0.059497193,0.154546134
0.017526709,0.04829598,0.178435577,0.006753314,32.70076858,1.314762928,0.004098486,,,0.033302221,0.047265084
0.017794714,0.100752399,0.271408574,0.001340665,14.54990281,2.779617138,0.001753737,,,0.098826648,0.100749138
0.018410472,0.062889632,0.013663654,0.025835469,20.64094735,1.599282997,0.001463762,,,0.053228992,0.062603758
0.018553127,0.155561767,0.429714274,0.001469893,17.07655859,1.076993984,0.001642272,,,0.123622375,0.152266876
0.018512995,0.24087034,0.076128874,0.002893564,175.8451318,0.879593854,0.004100956,,,0.067379145,0.179787672
0.018070603,0.063970095,2.522049518,0.011516428,12.50019368,0.676927896,0.000300514,,,0.047532339,0.059631015
0.018055147,0.086554655,0.059012812,0.000489436,82.07570622,1.194583077,0.003502143,,,0.035272068,0.079198159
0.017890058,0.344461007,0.010683879,0.005732948,1128.331777,0.503070311,0.000459819,,,0.064076499,0.145097656
0.017211869,0.244661014,0.100252422,0.00870607,72.48714221,1.016980059,0.000356593,,,0.110606059,0.219121697
0.017399237,0.324524341,3.183784562,0.047993816,333.3433026,1.134773945,0.000185476,,,0.040564394,0.214453667
0.018414652,0.051190254,2.01088602,0.000256529,22.21785661,2.217879379,0.000280737,,,0.046099373,0.051156047
0.017201952,0.276821512,0.835005091,0.012407663,35.16663687,1.524210426,0.001108797,,,0.191844505,0.273202202
0.018764269,0.319496299,0.03100126,0.019298572,10.60176561,0.548579193,0.002156299,,,0.23044923,0.288026261
0.018455216,0.418407906,1.859946919,0.008682068,53.3059455,0.553350614,0.000432935,,,0.216048707,0.331556285
0.018110408,0.499645243,0.073613795,0.002015432,77.80984345,0.529901409,0.000526889,,,0.232645263,0.373209841
0.018400187,0.224685513,3.575225,0.019802297,618.1037211,0.669489565,0.002441226,,,0.03896889,0.11122489
0.017402275,0.126982561,4.138484425,0.009985527,59.6943766,1.389857064,0.001681315,,,0.063716599,0.122044257
0.017828929,0.051848445,0.015376867,0.006262462,19.91328989,2.682573608,0.001150303,,,0.049291076,0.051842858
0.01731074,0.255667848,0.075063867,0.000221407,28.24961608,0.66908983,0.000214329,,,0.159383156,0.226369514
0.01850233,0.304010446,0.965509205,0.000458902,176.6560977,1.544831308,0.001037698,,,0.048235526,0.264072733
0.019093164,0.324063995,0.107219867,0.000224898,511.3662773,0.644189379,0.000640075,,,0.065122536,0.170366812
0.01832579,0.126084473,2.48407377,0.000305262,60.52409038,1.428570873,0.001076543,,,0.062650618,0.121498863
0.01845715,0.301432126,0.439129698,0.001868944,513.2520719,0.648629167,0.002403284,,,0.060000556,0.158342678
0.018598542,0.488424946,0.188575242,0.001212712,85.07485907,0.932335244,0.000695985,,,0.204807077,0.420393544
0.018850978,0.257123693,1.733437571,0.000794174,22.71401559,2.56966209,0.003683936,,,0.237547857,0.25706663
0.01724677,0.069361298,0.013917714,0.000308935,24.24764377,0.600352437,0.003216931,,,0.043886779,0.060541245
0.017321626,0.469392317,0.072035434,0.000236139,155.7312141,0.501720055,0.000430594,,,0.179588725,0.311209939
0.018928498,0.081198528,0.027636961,0.000449291,20.88936137,1.303815313,0.002503785,,,0.064820242,0.080191891
0.018187742,0.494704991,0.230438581,0.000228234,54.14642831,2.157131291,0.000206845,,,0.274627391,0.491959437
0.018054201,0.152284409,4.959525395,0.000293959,15.33347263,0.973592957,0.004966935,,,0.120389327,0.148114371
0.018632026,0.38643474,4.547660148,0.000243644,226.9003922,1.769664201,0.000321685,,,0.033524166,0.327788955
0.018307238,0.106487517,0.031203496,0.027911778,33.06388184,0.878806196,0.001993861,,,0.066875081,0.098755012
0.018908675,0.144903247,3.091975779,0.025645968,13.04070134,2.813018936,0.00229711,,,0.142950814,0.144900203
0.017207661,0.149076098,0.013487114,0.000485399,53.50252488,2.034496613,0.001515815,,,0.083189471,0.147993481
0.017405315,0.106034994,0.013545706,0.000324377,69.22741973,1.254918487,0.002652865,,,0.048271407,0.099420143
0.01820808,0.259691396,0.110045148,0.004048627,43.85796103,0.627293783,0.000319368,,,0.142567711,0.217535371
0.017542019,0.346914571,2.967230797,0.005991859,502.5029409,0.933728384,0.004693467,,,0.041924357,0.187784779
0.017622772,0.158909657,0.015477177,0.000250926,45.83866464,1.246700966,0.004443078,,,0.092664868,0.152723218
0.018546649,0.392516219,0.028457574,0.001734699,310.2548032,0.764867818,0.000621456,,,0.086957968,0.244736346
0.018777709,0.141649223,0.20146259,0.035326419,31.14412665,0.878281483,0.001804105,,,0.090673177,0.131839613
0.017754052,0.157785764,1.164606261,0.000453862,31.78107648,0.691227237,0.000535853,,,0.095946664,0.139482604
0.01894404,0.192476236,0.007896183,0.003602064,63.66626724,2.292628681,0.005589476,,,0.08970512,0.19135867
0.018108195,0.247104262,0.030633892,0.000399367,31.54796499,1.854055789,0.005833751,,,0.189546829,0.246058657
0.018588801,0.332923297,0.224279152,0.00646745,11.61299418,0.924571983,0.000456232,,,0.273095468,0.324466866
0.018378029,0.22984708,0.020670725,0.021611402,15.19301462,0.711117835,0.001005693,,,0.166974301,0.214163653
0.017964568,0.129531386,0.016250663,0.00027486,103.3067729,1.807586082,0.000607756,,,0.035292381,0.124359572
0.018371611,0.036566043,0.557360427,0.025247881,13.97253477,2.040581241,0.000407868,,,0.034787797,0.036549027
0.017550905,0.04250367,4.464644947,0.010484623,17.21857722,1.916543126,0.000247971,,,0.03894423,0.042456644
0.01818139,0.29424502,0.010454805,0.002595814,91.49010271,0.719663118,0.000658458,,,0.124958142,0.233835425
0.017724003,0.053645292,0.03755646,0.027402764,24.02552997,1.021545736,0.004193397,,,0.038521494,0.051713262
0.018207127,0.429846393,0.010409583,0.038060265,13.06472468,2.579657281,0.000461484,,,0.421585612,0.429824223
0.018337635,0.37990781,0.093636211,0.036786164,25.86101164,1.055344448,0.000760892,,,0.269170674,0.366629332
0.019077499,0.389187279,1.326347415,0.012384848,92.08135721,0.758499006,0.000360698,,,0.163258373,0.313526391
0.018747892,0.173529366,0.127382229,0.037469478,11.35932299,2.551311065,0.000703997,,,0.171079661,0.173522384
0.017762115,0.472735756,1.606802887,0.001946171,215.7019791,1.31515561,0.000315353,,,0.074088819,0.37506105
0.018987096,0.193297662,0.871997383,0.000232046,105.032237,1.956443613,0.001063008,,,0.048438853,0.187111684
0.018382844,0.496816232,0.041448988,0.007514102,15.39001875,0.559832851,0.000639689,,,0.338693364,0.440192582
0.01795704,0.175262276,0.143509452,0.001566254,91.23787153,1.396513726,0.000886175,,,0.062693181,0.16348201
0.018673394,0.167955255,0.092126391,0.019334124,61.76190995,1.301869996,0.000380796,,,0.082395715,0.159680671
0.017669612,0.15868424,0.010965403,0.000333457,234.9752931,0.930388339,0.002930129,,,0.034789779,0.111904376
0.018568037,0.289275186,0.779898494,0.006131306,416.1108028,0.563018318,0.000537793,,,0.072768121,0.159486551
0.017868202,0.090320281,1.781043356,0.000294229,35.29632289,2.461503102,0.000918241,,,0.071067722,0.090235813
0.018874035,0.086064579,0.649378619,0.000282554,70.83853343,0.650763347,0.000255708,,,0.040709411,0.068907761
0.018733492,0.13729392,0.073215992,0.041081217,21.8126799,0.908153407,0.000226135,,,0.098140654,0.130844494
0.017460722,0.063517664,0.601938863,0.026632076,48.35173296,2.175893541,0.004088621,,,0.039082481,0.063253893
0.017271485,0.272919701,0.192707094,0.000808926,29.52541904,0.900860482,0.0030161,,,0.178620694,0.255942823
0.018847686,0.051262971,2.73856542,0.006771984,10.18106722,1.758075996,0.003191835,,,0.049091957,0.05122343
0.01812338,0.226607376,0.009957186,0.003213616,41.54021059,0.805180764,0.000360047,,,0.129954089,0.202966173
0.018396974,0.460155955,0.014965856,0.003120362,83.83140244,1.041257387,0.000725526,,,0.190414329,0.407642519
0.018973506,0.291335667,0.099927016,0.006285556,425.7948532,0.561171897,0.004978919,,,0.072775619,0.159642791
0.017350083,0.163485858,0.010882534,0.03869596,35.00519922,1.856271794,0.002110035,,,0.119525719,0.162652968
0.018149985,0.475427646,0.052951853,0.000473923,239.1198759,0.982354366,0.000411075,,,0.097238849,0.338369311
0.018485858,0.466072525,0.00952445,0.004542186,87.29545342,2.430097154,0.005039274,,,0.133650779,0.461805941
0.01867372,0.126263581,0.032585869,0.000859579,22.11586225,2.768847178,0.003422877,,,0.118772145,0.126250022
0.018817101,0.044164346,0.632706579,0.006182297,15.26308205,1.21110608,0.006188554,,,0.037096057,0.043652791
0.018848015,0.166530822,0.022131291,0.001278021,49.20457906,0.567915326,0.003699505,,,0.087950402,0.134122122
0.019078165,0.189494091,0.365639169,0.004920792,169.9585639,0.797999529,0.000320139,,,0.057503486,0.138775933
0.018125912,0.101758539,0.03073365,0.010494276,55.30468432,2.043020185,0.001462,,,0.055104692,0.100984198
0.017829552,0.083063854,0.020031193,0.000266638,35.95196208,0.768760659,0.000484271,,,0.04960408,0.074504739
0.018008857,0.174269934,0.015360212,0.001499955,474.1985675,0.588284262,0.001037073,,,0.039840691,0.093156199
0.017828618,0.126442943,0.753316075,0.004546368,15.0399964,2.047906821,0.003381882,,,0.119420557,0.12637639
0.017336151,0.122729284,2.200146124,0.002485935,96.23991525,0.600173182,0.000288104,,,0.052721545,0.092041346
0.017835469,0.189763275,0.022986854,0.022859252,54.84853192,2.135340096,0.003635431,,,0.103947713,0.18862301
0.018862832,0.110805307,4.667492587,0.000957295,105.8083322,0.680779637,0.00115169,,,0.044835528,0.084787305
0.017400148,0.260060298,0.907672725,0.000503136,21.00502017,0.855757144,0.003172663,,,0.184792877,0.246088388
0.018821702,0.370323533,0.075389965,0.001279198,28.40602664,1.879700359,0.004324241,,,0.297392187,0.369129372
0.017617541,0.058414588,0.511628425,0.000786899,14.98473633,1.386126645,0.002644885,,,0.050965067,0.05806573
0.017635702,0.146142686,0.284972451,0.001369343,115.1564537,0.543848916,0.000420341,,,0.060251253,0.103830892
0.018140162,0.342024795,0.699040414,0.009606948,233.8966042,0.872530276,0.000656873,,,0.079957405,0.237588838
0.017433605,0.081776898,0.03523029,0.001550479,28.01661357,1.024294975,0.003508478,,,0.05607365,0.078379573
0.018493931,0.049335372,0.018749819,0.00884334,10.54338969,0.531010266,0.000696404,,,0.035310467,0.044169872
0.017868514,0.369273652,2.381272421,0.017797352,96.32852017,0.614684038,0.003561721,,,0.157959824,0.278726389
0.019039225,0.17701249,0.015211125,0.001269815,147.9091005,0.59606507,0.006096044,,,0.065264348,0.123438854
0.017899121,0.098769866,0.559175435,0.030433733,40.85779018,2.235834245,0.001194802,,,0.069383386,0.09852742
0.017924457,0.158009905,0.028242512,0.035196622,16.67282835,1.342936794,0.00118334,,,0.134006992,0.156735327
0.017413827,0.28398588,0.259613249,0.000762659,33.27755707,0.527218101,0.001465527,,,0.163880965,0.233219229
0.017797511,0.082828364,0.07993348,0.000221611,26.75671585,0.806383904,0.000393625,,,0.054441545,0.076591278
0.018997046,0.084610938,0.0824855,0.000427117,19.89497324,2.658648305,0.00137238,,,0.080341572,0.084601072
0.017254,0.449184366,0.270234602,0.017392579,18.86093736,0.905715896,0.001424612,,,0.332584096,0.430434869
0.017227205,0.156004044,0.008435813,0.000247942,43.53626661,2.109985059,0.002555601,,,0.103433685,0.15539096
0.018379634,0.336247955,2.476010799,0.00752102,99.29869903,1.081183157,0.000525304,,,0.123435932,0.294177191
0.018383165,0.129899656,0.113558538,0.00318711,45.50244193,0.5994567,0.000901794,,,0.070321767,0.10708269
0.018002568,0.472065168,0.008399324,0.002909585,189.802467,0.591631619,0.001754794,,,0.15859544,0.313426512
0.018782301,0.252064199,2.602570493,0.041613908,176.4936059,1.292572801,0.005979645,,,0.05007836,0.209071652
0.018955623,0.142455813,0.097890499,0.000461443,78.81878482,1.452228128,0.006301422,,,0.057300149,0.135355064
0.019049867,0.123078216,1.976318935,0.000327074,63.84227549,1.902856294,0.001160745,,,0.057909066,0.12136997
0.018882277,0.28197738,0.048449327,0.002481364,267.777108,0.83905585,0.00040836,,,0.06254935,0.186965933
