"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
17.491720,11.908522,8.311879,24.741276,0.395960,36.787426
28.868559,18.391800,7.112453,26.056019,0.070144,24.076735
14.197418,9.192385,5.051965,14.068023,-0.019810,8.839149
44.306465,25.021227,22.043324,42.678429,0.432191,35.838280
11.548909,7.990212,3.189829,7.682945,0.008369,6.040871
35.027718,21.649878,39.025650,89.619766,0.846171,51.033100
8.864088,6.037903,2.086564,2.508376,0.184822,7.151934
40.305607,20.695433,18.089682,49.670780,0.270061,24.851318
8.849533,6.042205,3.459850,13.451571,0.135639,7.081511
7.921009,5.309572,4.032618,13.753086,0.040222,7.542011
19.162376,12.442985,4.652859,8.594836,0.126888,6.839064
4.071231,3.135456,2.280057,-1.438433,-0.014783,5.079933
11.406683,7.971661,1.953484,18.691124,0.212295,10.592180
8.976746,6.183368,2.808358,6.394363,0.202626,3.558697
14.587657,9.921038,4.804458,4.232549,-0.076635,0.635634
28.158369,16.744711,7.426400,26.113792,0.270204,26.440315
22.987326,12.607305,10.714425,41.637459,0.169555,35.800220
4.317671,3.117606,1.146965,6.672653,0.104766,6.669541
12.591619,8.516212,5.017720,27.218489,0.181872,13.021793
10.680392,7.053155,3.859517,9.583562,-0.150179,6.237922
6.748977,4.627908,1.927997,4.100522,0.133140,3.642262
10.391618,7.004668,2.935891,11.812014,-0.045898,6.732360
23.588604,15.731753,4.362461,12.488684,0.250332,11.464421
11.890416,8.432951,3.503767,11.946722,0.079054,4.391649
18.184669,11.904832,7.482141,7.745690,0.320282,29.510735
31.093542,18.173580,10.407651,26.865957,0.201546,24.787218
4.333787,3.100877,2.299598,9.056632,-0.073389,2.824820
11.550171,7.574688,4.505449,10.980953,0.092002,11.858166
9.806328,6.703858,5.083119,17.119547,-0.012951,10.567578
4.842379,3.202562,2.314368,7.177507,-0.028452,3.962651
12.765830,8.676603,8.422991,18.076771,-0.035236,8.888158
6.895060,4.741797,3.615068,11.932047,0.048392,11.227680
5.242329,3.668966,2.399151,0.984556,-0.100545,0.092485
9.750709,6.258138,5.994586,14.653453,0.183734,25.142450
9.737195,6.907918,3.678194,7.896305,0.178013,5.445424
27.452667,17.924931,7.690924,25.531828,0.179069,14.184345
6.487601,4.520220,2.229745,7.206228,-0.083376,4.076873
32.054722,13.731845,31.732067,76.775291,0.853573,82.761406
51.672287,26.233587,32.738033,74.301514,1.060221,85.502022
14.965027,9.855683,6.231380,27.087223,0.259730,22.453087
5.212536,3.431639,3.410460,0.431230,0.050955,6.160324
7.360622,5.041183,3.932541,6.530521,-0.121402,2.044185
10.333881,6.856905,4.108582,10.888698,0.175312,4.381763
9.620073,6.513813,2.953274,0.178484,0.177024,8.775399
17.887922,11.613690,12.654229,24.150095,0.211827,19.357218
15.606273,10.484937,6.242011,10.987135,-0.161972,10.975936
6.116094,4.132545,1.648541,8.544304,0.155912,8.661962
12.588073,8.427971,3.271370,6.908443,0.209190,14.674732
16.514553,11.244276,5.453425,21.366886,0.424571,16.154297
6.115623,4.333932,4.842587,19.778503,0.148656,25.525913
16.203014,10.963822,5.487584,9.379074,0.037282,5.705729
13.919225,9.742496,4.554381,19.825109,0.009486,8.041265
21.587738,14.590484,5.301610,12.157975,0.185757,12.665952
9.509369,6.718550,4.791289,7.676751,0.197476,11.547764
35.947590,23.096405,8.492229,25.215721,0.171871,25.409527
26.308435,16.531588,7.146133,23.736080,0.201455,24.657139
30.015396,17.985785,10.743266,36.938995,0.355870,52.612942
8.374778,5.873625,2.475382,7.359863,0.229565,16.460810
25.128178,16.355423,5.002644,10.575339,0.105433,13.128473
45.709934,22.150869,16.278193,45.964489,0.451975,46.387749
13.281139,9.257491,4.364888,11.864514,0.103959,12.524289
14.137575,9.381102,14.747543,41.612595,0.420804,43.167194
13.457244,8.966377,2.663986,14.230453,0.057707,11.478592
22.402960,14.974402,3.935782,24.375475,0.228438,16.877886
11.426280,5.437770,4.216185,12.761209,0.255466,10.554850
10.697083,4.109431,3.201959,5.348139,0.234172,9.633068
17.943062,12.657528,6.297087,12.928456,0.200417,6.256243
30.360891,18.902153,11.027404,22.499008,0.417264,23.776369
5.767921,3.807553,1.234681,8.998548,0.274931,2.252683
32.271538,17.848652,11.583392,48.417477,0.180818,28.444624
12.391904,8.127169,4.243857,12.195218,-0.011292,5.733624
17.952892,12.146356,16.132345,20.424858,0.397915,38.011147
25.972424,16.645208,6.818112,18.120159,0.135636,18.354687
17.583509,11.478578,5.268361,14.158287,0.036812,5.820229
11.849198,7.847649,4.013949,11.697515,0.012394,14.232920
5.954082,4.068525,2.400997,8.487364,-0.032531,4.774349
27.978434,18.166771,9.714211,19.779795,0.045262,14.261492
10.651665,7.108643,3.178807,7.855233,0.049105,7.913994
13.156179,8.453714,4.725330,1.596529,0.141916,0.490463
12.349729,8.386088,4.670795,13.978870,0.058579,15.680110
8.323171,5.373650,2.397024,12.402299,0.318750,10.351869
29.679703,18.873133,8.888324,27.312054,0.112133,22.674496
5.037786,3.661352,1.481720,7.849010,0.028209,4.768420
32.287083,21.370359,14.786755,41.989491,0.367294,38.841629
