"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
48.707806,28.250685,20.415127,49.993847,1.700652,152.756271
21.558714,14.439774,12.753011,25.302036,0.524105,34.669945
22.751192,14.304079,13.444885,24.521969,0.291171,21.324715
9.601669,6.542834,3.262914,11.119709,0.257041,6.735460
40.105572,23.294777,17.580757,47.215660,0.505224,49.274380
30.019846,17.606298,41.106007,127.733322,1.099960,122.846725
17.532244,11.149597,3.223254,17.672504,0.338525,4.222189
13.600537,9.052977,5.107107,14.786116,0.094910,12.291100
12.856544,8.102141,9.143300,21.052902,0.510961,33.117027
7.910285,5.599489,2.552776,5.883475,0.108137,8.517101
23.626923,15.326896,6.940537,12.476430,0.487912,8.849370
16.957294,11.665119,4.053008,11.805345,0.160367,6.615263
11.496046,7.651227,3.204558,11.367139,0.130082,5.439918
5.277141,3.757221,2.272184,7.390694,0.356330,19.041269
17.786833,11.828386,6.055532,11.619838,0.177154,13.651727
35.789917,22.314169,10.185912,34.259598,0.388163,14.012184
14.040360,9.631841,3.972922,12.637231,0.316109,8.755251
10.619509,7.069633,4.328268,9.172055,0.294214,5.907742
38.224339,23.668188,10.929939,36.345085,0.349874,15.547410
11.963636,7.800836,2.644188,7.805714,0.253739,6.797712
37.350250,22.709572,13.716689,50.959457,0.715783,58.228920
12.339720,8.545805,15.082033,32.774445,-0.006579,15.678216
10.273601,7.018986,2.854023,5.348831,0.275353,6.188383
25.169674,17.023649,9.337347,27.186508,0.211310,26.988918
6.456743,4.229661,2.256226,5.329149,0.195175,4.866275
42.220951,23.193722,54.638481,115.612236,1.391853,158.492935
23.811224,14.651781,8.204668,16.487152,0.023123,8.956355
9.008704,6.338726,2.775393,12.963560,0.081278,5.475588
14.242279,9.068970,11.438576,18.499109,0.233689,13.021675
14.375564,9.473924,4.852261,19.339724,0.096655,13.952537
12.640723,8.661345,4.483895,9.161885,0.111318,7.444984
35.208652,22.243628,11.028576,18.353506,0.316479,19.087992
13.610228,9.391011,4.622488,18.404474,0.196139,11.168877
30.486368,19.121296,9.025759,21.598700,0.280245,15.447796
9.683578,6.099202,4.307306,14.252497,0.145843,15.593747
13.136804,7.808353,3.973447,8.825280,-0.031826,9.222362
8.442851,5.389971,3.595203,12.851436,0.070327,14.463438
15.022241,10.207065,4.823251,9.675808,-0.086520,8.953766
41.710159,22.281561,35.640526,126.101654,0.770687,74.744064
20.387539,13.502534,5.773845,22.406160,0.506370,38.271404
21.608757,13.944944,7.063596,21.419905,0.075977,21.160698
9.326596,6.414474,4.676036,15.183334,0.168133,7.736955
14.666173,9.695039,7.368524,24.576811,0.371909,28.291553
13.980961,8.985737,3.832600,7.318714,0.173450,5.041862
24.901087,15.794598,7.985936,14.086279,0.158209,25.577145
8.793281,5.876782,3.060709,11.758148,0.191904,11.307076
33.210785,21.497047,16.161001,26.625221,0.381105,22.246706
10.936655,7.420891,1.698591,7.459605,0.227063,8.561179
35.738201,21.894909,13.067105,39.037083,0.399549,24.130054
23.151676,15.503366,7.258946,19.379292,0.159380,35.264744
11.670551,7.820512,4.383064,17.608433,-0.016336,9.713623
12.625257,8.460758,4.036079,5.965580,-0.044131,8.436614
9.384404,6.137115,2.066690,12.371380,0.124991,3.566134
15.493078,8.305464,5.824319,20.462631,0.272540,12.204104
15.001038,8.447968,5.571866,17.285400,0.225488,11.493853
15.642137,10.519627,5.591227,13.411780,0.154986,21.897356
26.669666,13.164007,8.723675,24.264772,0.195018,21.861433
28.013065,13.228361,8.555602,24.078440,0.254587,21.883238
7.127009,4.728225,2.575560,14.741127,0.144753,6.843648
26.214626,16.383047,17.733013,45.270718,1.013171,86.605431
15.354348,10.356124,6.170009,12.628644,0.093235,9.482665
13.015183,9.167479,4.363628,10.953521,0.202760,12.681131
10.626242,6.647041,3.661271,14.278865,0.000515,4.834380
13.373779,8.443641,4.053741,9.551845,0.049713,10.728329
12.033945,8.062282,3.819416,9.855985,0.183977,11.044661
19.804903,13.081599,12.635057,31.707432,0.527280,25.951294
14.361416,9.544735,7.408755,23.225943,0.457780,29.320475
35.079227,20.855278,30.061604,55.399990,0.703224,53.417976
15.476256,10.216245,5.391821,16.723854,0.239186,10.056627
16.257792,10.615985,4.345036,15.494136,0.187967,12.480973
20.820570,13.162569,12.568861,22.240440,0.160284,19.707701
35.496525,21.973015,17.008099,56.636189,0.347872,41.698608
24.063641,15.393989,6.607216,15.658470,0.543129,13.282948
28.857475,17.063295,43.333183,90.742256,0.723115,101.835381
27.219538,17.430170,11.252306,35.154991,0.369844,33.267952
45.194916,27.353437,16.123493,44.233334,0.460749,28.798683
18.799124,12.124290,5.078087,9.573879,0.095305,20.654726
4.732297,3.080322,2.045691,5.902477,0.270724,3.834573
