"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
30.084675,18.393507,44.049706,40.274639,0.656898,13.910037
18.899286,12.578201,19.794769,15.957879,0.252443,5.494412
38.700600,21.109499,69.006874,65.688889,0.355512,17.342176
27.181047,13.104114,9.911479,8.693128,0.235594,1.854640
14.655148,9.653420,5.670531,5.305448,0.240712,2.234465
7.815067,5.673924,6.304701,3.373928,0.206336,0.833557
59.975826,21.800234,119.094162,113.785561,1.203554,32.603676
67.060722,21.900877,116.588531,106.109207,1.145813,31.687849
35.912052,21.285734,122.962448,97.573730,1.240159,21.776817
75.675606,35.201538,156.956757,141.913757,1.709512,30.354670
59.936668,32.477776,73.368996,59.031414,0.709531,21.247831
63.139805,31.684652,120.724602,120.659935,1.082588,39.042419
33.193245,12.137311,65.172043,103.693375,0.866428,63.754349
59.423630,27.927141,84.971756,104.129753,0.821014,66.661728
10.223196,7.220232,5.783870,7.954155,0.077068,2.705268
6.171634,4.125691,2.815299,1.434418,0.238034,3.486393
8.142440,5.786626,3.043553,2.843655,0.158831,1.363374
47.822876,21.260305,126.719055,124.586555,2.038569,35.548138
39.353882,19.456762,52.351215,48.980919,0.871750,9.814687
13.171817,8.685846,4.631608,5.646217,0.403868,3.244850
21.143476,13.676371,8.690947,11.424674,0.344036,4.353393
17.050907,11.353422,6.231578,5.460841,0.257934,2.812203
10.051982,5.187931,3.697604,4.081219,0.175267,0.375521
10.199679,4.755583,3.446575,3.927670,0.082628,0.550462
15.185666,9.539720,4.694034,7.985848,0.209473,1.594930
24.691616,14.435177,7.705330,11.615515,0.248014,4.078886
20.594175,11.142260,7.647047,7.541805,0.123209,2.084899
7.557457,5.362164,3.240077,3.087916,0.181364,1.335083
15.164499,10.137085,5.204652,5.814379,0.047815,1.958839
14.468500,9.168748,9.720726,8.857259,0.168145,2.940860
10.581812,7.410124,3.332907,0.940915,0.354384,0.635668
7.349021,4.696021,2.714295,2.200678,0.209244,0.594455
37.616550,23.490133,33.497276,21.934208,0.389161,7.131354
5.493482,3.679402,2.763240,3.698692,0.165861,1.548413
17.947817,11.592367,6.845199,4.456497,0.288823,2.345279
74.503769,32.527592,101.214073,109.847298,1.154907,42.324020
101.079521,26.386065,96.210434,84.497505,0.906760,20.020319
68.060638,25.313265,63.173347,60.420231,0.664125,11.158677
6.930301,4.642402,2.962470,3.987996,0.055787,0.540451
14.832770,9.840425,5.545076,4.403705,0.341944,1.481447
