"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
44.732967,24.252882,19.035372,19.390804,16.696239,2547.633301
25.412022,9.862137,4.624603,2.394312,4.773613,580.108398
10.090321,6.705202,1.884960,8.569139,1.442159,171.358627
58.600880,31.170519,20.013008,39.473278,5.112359,635.713623
13.289690,9.043069,3.482938,15.532857,0.755439,66.964310
28.246895,17.758886,12.688754,17.644173,0.706766,65.883278
17.403563,10.508728,15.326502,17.283222,7.021793,870.284424
17.189333,11.646971,7.880917,14.578634,1.782073,220.150635
26.554020,17.043791,7.434691,9.369927,6.154234,657.333923
19.827660,13.045777,9.680325,11.794675,6.582519,864.813782
28.087896,16.822256,29.052378,30.538668,20.365713,2982.527588
16.685633,10.963215,10.222590,11.702084,11.027280,1273.737061
43.330521,25.320904,11.468796,9.898400,8.587007,1104.666382
31.528250,19.901018,7.398013,7.827850,4.084342,611.913330
10.716476,6.762469,2.988613,-1.028987,3.307740,408.997833
27.983219,18.011190,8.813305,5.805387,12.468926,1372.539795
17.829327,10.974614,8.469641,24.493258,4.794772,638.500732
14.615797,9.663627,6.387178,27.113434,2.002824,237.305649
82.919861,39.171120,53.795311,67.573166,111.750771,5350.012207
28.277643,18.237848,14.211262,19.664955,0.282335,41.787487
32.796337,20.848000,12.773022,24.195896,15.188741,1898.625610
49.249981,26.947905,22.288219,22.120224,23.711861,3421.422363
52.030880,31.310980,12.755381,8.432676,8.941703,1100.794922
31.932623,20.502653,8.972748,10.419096,13.836546,1775.043701
35.238598,22.631762,10.012885,6.353655,8.920546,1131.811035
19.093952,12.573605,2.986994,18.639118,1.792197,215.890564
57.797546,30.948168,14.603019,27.362364,9.672419,1135.217896
42.508892,18.423687,7.386494,6.756082,2.004358,196.187546
31.149652,20.177368,8.478892,8.794217,9.245700,1176.618530
28.966661,18.446091,6.089037,13.852948,1.819563,242.548706
27.996763,18.335417,10.067261,14.282617,1.519670,190.242950
21.775692,14.278541,12.887315,10.169106,8.284595,1137.569946
37.016037,23.764791,11.621354,17.987873,6.682810,762.281799
30.622200,19.182331,8.561075,5.669482,6.159260,842.287598
20.264091,13.240316,11.592131,8.721195,8.064626,1020.969360
40.560345,25.081303,7.748116,19.922089,6.323030,781.163330
40.220135,24.768633,9.807680,19.835020,6.339395,854.622314
73.686890,31.447298,22.038029,23.914774,13.084610,1575.418945
84.847198,33.206856,23.737450,25.665462,10.955715,1238.624390
16.970320,11.518891,4.579962,5.836090,5.323238,637.001160
10.413430,7.414183,4.432766,0.491997,2.520933,355.484772
24.024927,14.745772,4.683186,11.380895,3.498518,459.765930
17.618706,11.648164,5.180932,6.551953,11.395116,1354.507080
21.237190,14.173725,5.970150,4.962719,3.125984,467.914825
6.242210,3.831708,6.477498,13.557200,3.232066,406.533844
28.209951,17.900707,11.038987,9.502542,0.106116,7.197530
19.827868,12.860572,8.568768,12.582445,5.785326,717.755554
25.806564,15.996329,6.995996,6.155921,5.874438,625.753967
13.261761,8.436659,7.226376,18.900164,8.292685,1035.364990
11.198558,7.049997,3.727343,2.158961,2.061012,182.716095
35.884197,22.316360,10.720648,10.709795,10.418747,1205.867310
27.931253,17.921207,12.175210,9.882113,9.891451,1274.869873
21.852251,14.346343,4.743989,7.528310,7.023656,819.984131
22.391857,14.897261,6.843051,9.977276,6.709518,862.972839
28.512638,18.396698,8.742444,11.096566,2.291548,227.250519
22.061934,14.425877,5.952251,8.726796,7.911712,908.351807
32.460354,20.457708,7.047235,25.879509,0.824129,79.209572
35.204956,22.047941,8.602071,5.103496,5.838057,679.627625
23.662634,15.012649,11.029246,20.102335,12.378266,1519.203369
21.110243,13.789052,7.156075,15.219151,8.214479,998.072571
27.493341,17.802412,6.087795,3.102893,6.242342,786.445312
30.151325,19.543455,8.628004,8.847228,10.211032,1261.546753
36.519901,24.042061,10.742351,27.081076,6.631825,815.600281
8.798422,5.788611,7.345853,13.336210,0.349971,17.305260
34.946476,22.100367,6.067774,10.498524,5.421090,583.125244
11.354790,7.741023,2.630039,5.548052,0.734601,72.494514
38.046036,24.406796,8.162974,5.693089,10.636917,1312.260498
51.057232,30.193657,26.004549,43.691605,23.491638,3396.182617
5.360428,3.654965,5.867229,4.662087,6.796999,843.187439
30.512886,19.405048,8.309153,7.314221,5.813370,748.737854
9.332134,6.357149,8.368827,5.768025,7.416437,944.601685
7.722682,5.188347,2.935301,1.611835,1.305837,144.259705
35.580673,22.504583,8.390890,6.652103,7.963439,914.020569
25.626129,15.079652,29.610687,14.555960,11.019527,1366.080200
26.740555,17.094477,6.902143,8.874473,4.968571,645.066956
32.462555,19.632490,32.483971,36.364857,35.085892,4213.288086
13.237206,8.523216,7.805429,25.737610,10.437723,1220.842651
8.099474,5.582764,7.668376,5.267664,5.945211,739.719055
34.052692,21.240580,10.272950,27.625214,9.356132,1193.424927
19.048336,12.475444,4.341942,1.282183,2.603621,383.842621
36.054123,23.623161,13.985544,28.138872,5.109340,680.676514
10.277330,6.971277,2.397037,5.565452,0.348050,32.289871
26.899412,17.302711,14.399953,9.314322,13.265590,1527.532349
35.747196,22.896238,7.394694,27.731936,5.490022,700.539307
24.878666,15.622746,8.631628,16.688807,0.933969,130.770447
21.747009,13.713459,5.710797,10.263922,0.247626,44.871780
23.665907,14.850809,10.984597,12.387290,12.537137,1553.505859
14.726070,9.945731,4.473619,7.746608,0.030526,1.341517
19.813204,12.489594,6.403765,18.443331,7.677738,895.441467
40.875935,25.802948,7.770762,11.469865,9.520033,1075.701660
35.948978,22.524744,9.594425,5.071751,6.907068,889.753418
32.936249,17.038876,33.845665,51.100029,34.414452,4152.004395
49.693291,30.349224,9.576035,20.190607,8.025892,993.789978
24.394350,16.019485,9.256734,6.687543,9.247588,1135.121826
17.462957,11.106552,5.361162,5.798831,4.414691,517.870911
30.206112,12.068138,7.397329,29.674377,0.973826,163.535431
31.247334,12.051453,7.402792,27.298565,1.040715,164.482773
24.873039,15.611115,7.335528,5.538644,5.106609,637.792297
20.943106,13.990602,5.515951,5.021742,6.829057,930.646179
20.911175,13.572205,10.896069,17.480665,2.299273,314.619781
20.148489,13.329359,9.519252,11.758402,1.394950,157.591339
38.388889,24.908724,21.674145,26.720274,14.853686,1851.509399
6.472425,4.528000,2.076150,3.146230,1.213814,174.643539
31.710480,20.295086,8.439302,12.384908,13.202838,1558.758911
17.398611,11.275803,5.989670,8.158436,6.167915,794.398438
17.816290,11.756726,6.763260,4.178526,4.417766,577.495789
32.560524,21.216465,8.014235,14.183559,3.350771,438.550995
26.574295,17.533817,10.405547,7.632113,9.476028,1244.171387
16.524805,10.979031,6.217912,10.025218,0.883807,83.359917
34.378269,21.508522,8.895870,9.507751,6.166292,693.686462
26.816778,16.904558,3.783497,14.903562,5.185927,644.267334
47.265125,28.235952,13.644287,13.701435,12.763585,1557.300781
8.636615,5.727095,2.724394,7.597950,0.133314,37.063877
25.204988,15.778901,4.889270,2.621206,6.978063,870.886353
24.021063,15.105299,10.088270,5.536914,9.534433,1163.433105
48.772392,30.416109,12.164710,10.616552,9.008184,1147.085693
17.360605,11.621138,9.534636,9.360459,8.195825,920.777039
36.689350,23.522659,11.372196,8.553564,9.464822,1217.076172
22.657562,15.024483,7.126415,17.985975,2.317457,300.080414
13.266136,8.341296,4.105662,2.844134,5.794253,665.760193
30.740942,19.487803,6.945665,22.671167,7.259793,880.517761
41.138485,20.261406,25.148409,39.262081,22.566423,3466.184814
48.884689,22.733597,22.093138,24.804146,20.024681,2806.823975
26.063482,17.376249,7.259923,5.456880,5.944358,746.431702
18.789562,11.634319,8.327743,18.577229,5.419718,626.668518
27.183031,16.902000,9.452336,4.488624,5.558819,649.206177
28.847719,18.642778,10.406037,5.742656,6.899651,871.807922
11.252797,7.204048,11.095284,43.370632,11.115991,1368.237305
11.241456,7.512784,4.133132,4.278287,5.558770,756.775757
10.829846,7.396165,11.434488,14.899749,8.290271,1129.209229
31.487383,19.721886,7.432010,34.020546,0.832688,59.854946
27.413471,17.228203,9.927343,13.215559,8.243233,1113.669434
31.314638,19.532164,5.578710,31.974957,3.080517,381.460632
23.550486,14.780030,10.469335,26.419977,0.625888,69.365570
5.693974,4.009940,9.829938,17.681345,1.722880,234.400436
23.059256,14.629840,9.080731,19.342627,12.351264,1458.329956
20.134340,12.732116,6.244514,17.015129,5.320448,650.074768
21.595802,13.681804,5.435461,10.675200,0.229493,63.901306
26.380970,16.932367,8.290986,5.691506,7.086603,973.443787
20.252964,9.777266,7.804659,7.625203,10.203636,1216.949219
32.351292,16.539606,8.702633,5.249391,7.385080,795.601196
51.803448,21.609728,11.845424,21.556480,12.031296,1545.761353
59.372276,23.453127,12.938017,16.085909,12.120193,1377.770874
44.071270,24.918196,22.227613,27.901731,26.483381,3593.437500
26.968880,16.860126,5.985065,18.343636,3.338851,423.987091
19.412722,12.755367,5.897225,7.161820,6.607781,775.384033
33.193104,19.429585,21.671490,39.172878,33.237392,3952.851074
45.819359,26.817127,17.811050,25.736423,6.414798,737.105042
34.919323,13.283277,10.170163,21.030048,11.239137,1284.803711
15.786836,10.266714,16.917274,21.174057,7.273493,928.382690
30.098259,19.487234,7.983545,7.776283,13.471564,1575.673096
14.783680,9.708530,7.596371,10.112800,6.987139,881.581726
13.477944,9.026343,4.371005,4.471701,5.936684,674.492737
23.310108,15.640167,5.632902,8.038694,5.453360,651.948975
24.510662,16.019117,6.849364,4.815770,7.505861,931.516418
10.202651,6.559351,3.587188,13.753143,1.357173,120.267456
41.687523,25.017122,15.055079,22.649775,1.320634,185.339874
36.808632,22.726963,9.146194,14.680854,5.745933,774.587280
40.932304,25.054859,34.729084,65.754097,28.370703,3788.820557
30.500032,19.416819,14.640491,16.969742,7.064012,931.771362
8.264234,5.510709,2.061643,12.435994,0.581327,68.155411
33.871197,18.737455,27.633043,26.501789,17.641062,2733.261475
24.433197,16.194298,4.751728,5.081882,3.828689,502.572235
8.032981,5.281955,6.773301,7.219574,10.300760,1214.091675
22.161913,14.344614,6.135572,3.985311,3.801643,461.267365
25.385715,16.473513,4.867875,6.065894,0.274951,17.614508
43.754498,25.476305,11.673052,14.981290,9.949240,1273.440186
39.237034,24.041313,10.226254,13.757379,10.564781,1262.202759
34.157536,21.768764,8.987812,8.020885,10.349253,1235.584961
24.087282,15.036565,10.185205,9.970402,8.659925,1043.378174
30.597349,19.469158,5.454077,12.640344,0.756131,122.795113
29.792585,18.570702,7.190885,22.081699,6.418024,797.472717
78.965752,37.115654,51.553501,95.944214,46.161739,5180.424316
47.987377,29.102604,67.880516,78.832199,42.024712,4346.376465
26.710474,16.872581,9.470406,28.676352,10.266290,1349.804321
20.640446,12.855937,11.148117,9.170831,8.712074,1086.339600
31.471397,19.792318,11.711619,12.359989,6.052687,844.799072
9.824300,6.681846,2.102998,-0.322910,1.135673,136.255844
12.433684,8.467046,2.568466,6.986319,0.552113,32.918694
28.977516,18.010090,10.885768,13.988573,13.878266,1597.676270
33.603588,21.573893,11.485803,14.728873,11.259735,1392.488892
14.106738,9.511471,4.127845,20.384254,2.672116,283.619629
36.904419,22.938757,7.766885,8.926375,5.174309,757.113403
44.322929,28.108280,20.382000,30.176918,10.976176,1432.299194
36.613197,23.273277,6.987539,10.127670,9.118465,1058.356201
15.116185,9.467644,4.684192,3.498114,4.062692,566.689697
29.498344,18.900276,8.737123,10.678892,9.104240,1109.223755
43.634865,26.180580,18.882538,18.512733,9.581663,1229.153564
15.827533,10.030618,6.882029,8.622292,4.135704,437.390106
9.046958,6.125145,9.691925,11.064576,7.656045,995.161011
23.279512,14.593448,4.990780,7.004977,0.718375,96.972107
26.909889,17.519966,9.956695,8.580377,13.085474,1539.422485
28.828018,17.835506,7.804612,16.455187,5.364208,692.771606
17.929043,12.210642,8.138226,7.068758,5.690095,646.052734
31.637568,18.701479,8.306587,15.929161,5.675082,678.291321
27.041748,13.540620,5.727570,22.399971,2.502064,305.024261
8.525206,5.863300,9.721768,13.391625,7.810684,940.185913
30.227448,18.944572,18.571024,36.080933,18.934046,2783.396240
14.107697,9.337170,5.188131,3.830243,4.998170,637.565247
30.089745,16.705778,27.295578,37.999870,17.009115,2601.224609
45.357155,25.893732,23.550535,36.240757,20.778723,3087.207520
70.157333,37.017464,14.636162,39.515881,10.614714,1221.478638
8.337198,5.959669,2.287909,3.437671,0.125841,15.976880
