"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
18.864328,12.366285,4.908957,22.716940,0.399534,36.129414
28.282343,18.147659,9.142768,20.993561,0.352529,19.478765
10.844540,7.178225,7.925861,17.470392,0.276873,11.857080
15.417377,10.494861,5.078759,14.924325,0.314233,10.640746
11.981424,7.761330,4.062007,5.158143,0.283606,7.640431
34.202007,22.000830,23.076244,74.558540,1.107109,66.273872
20.470482,13.529968,7.205244,31.266096,0.359972,12.021064
55.572285,24.739012,24.523777,68.391174,0.838406,60.691532
60.869194,25.985441,31.777018,65.526703,1.032838,67.417938
28.549433,18.874634,8.507889,21.431786,0.294011,10.003639
25.256895,17.066397,10.893931,22.542780,0.423571,15.303256
14.498041,9.925617,7.441632,9.507535,0.396284,6.938620
29.261299,18.607037,10.525128,24.338762,0.437488,15.372462
29.547977,18.771868,11.390727,28.163919,0.470714,30.214468
10.366176,4.900897,1.762561,6.213277,0.334432,10.044955
10.461032,7.146932,9.074244,15.610991,0.745613,35.014389
19.230530,12.927739,7.944189,21.413857,0.416195,24.606586
9.654395,6.398246,3.881456,11.825797,0.301363,7.670906
13.803372,9.691138,6.965822,13.751649,0.299831,12.205963
15.137791,9.692926,4.048965,15.746787,0.160802,7.975824
9.154613,6.077493,3.218391,10.922137,0.179609,2.870680
13.512155,9.034086,5.420167,11.898064,0.064911,9.259429
9.530105,6.744328,5.774388,9.580820,0.289651,7.061100
16.497944,10.553923,4.865651,19.711668,0.204161,11.303468
18.517097,12.194749,11.546345,20.029718,0.395347,15.353621
28.030197,17.883663,17.817583,53.784706,1.284618,97.719406
23.639648,15.140062,6.599719,18.013548,0.151805,13.251047
4.933776,3.592144,0.920228,7.536894,0.231407,3.943513
35.832245,22.527222,16.889685,41.541660,0.483904,28.917641
42.942947,27.052048,16.430058,31.164249,0.203890,16.284740
28.833195,16.473845,29.880701,81.578003,0.819069,71.441277
32.620716,20.229467,9.716735,17.769585,0.159201,17.291075
11.965960,8.658589,8.007538,21.528112,0.396310,24.502317
12.113452,7.921346,4.775682,5.757163,0.037180,9.231611
31.173456,15.010336,8.271423,26.716825,0.063629,16.347540
30.916353,14.369632,5.435417,20.703304,0.064685,13.558875
9.872650,7.190508,3.848993,8.328251,0.109647,6.185934
45.162403,22.993929,11.303814,35.047943,-0.054349,15.851619
10.769311,6.992255,3.137621,10.261061,-0.090767,5.076004
14.039232,8.070405,3.632720,13.718536,0.030962,9.494682
36.864712,20.506224,16.875591,60.635487,0.451299,52.933300
24.511059,15.905439,7.803722,23.103336,0.514859,45.778137
35.062252,22.848114,20.554844,57.750526,0.611400,46.102859
42.898643,23.969868,47.445045,100.914528,0.806136,79.513550
36.039223,17.625652,13.186830,27.082626,0.347658,18.442240
4.074944,3.069165,2.406575,12.453438,-0.033290,2.951806
23.445257,15.363013,6.634964,19.273535,0.027230,14.532621
11.372744,7.970207,3.711033,12.485011,0.252084,9.136860
10.137650,7.215955,3.026341,6.494421,0.152909,8.614544
9.904591,6.897409,3.373468,7.732212,0.091464,10.257643
10.941354,7.759477,3.210629,12.789626,0.158814,9.110197
5.333282,3.883121,2.842197,-0.314719,-0.040557,4.004161
33.126217,19.351227,20.503948,73.060547,0.500313,21.456505
34.309231,17.765913,62.894745,145.451569,0.898077,82.779449
8.802859,6.128632,3.098313,7.433455,0.036040,8.173743
14.012164,9.329441,4.154279,12.054379,0.051326,9.111474
11.921290,8.037054,3.640739,9.373938,-0.037325,7.709806
24.960445,15.517179,6.518138,20.868717,0.258161,17.699184
24.692089,15.806107,5.814054,21.688856,0.613012,29.407301
10.286665,6.892080,3.763877,6.963995,0.030184,3.922605
19.772427,13.560470,6.656140,15.662709,0.068214,14.448289
6.202191,4.345701,3.898944,6.338408,0.177738,5.066402
13.828992,9.118965,3.875741,11.987923,0.147069,10.981881
10.442691,7.131385,7.163554,14.792042,0.174820,7.466445
23.279314,14.562526,7.679873,30.509014,0.294786,35.023113
47.400024,27.852106,20.763464,30.762901,0.373577,33.254417
6.497521,4.478817,1.324961,3.193140,0.082458,7.834637
32.948826,20.214409,19.295218,52.135090,0.778288,63.678352
33.341595,19.707211,14.942879,37.093075,0.364293,57.103416
64.005928,29.903095,65.182983,177.229080,1.499807,129.818802
14.658135,6.845430,6.106170,19.144478,0.178156,14.855600
19.296904,12.054803,8.751009,22.856441,0.315702,24.058540
26.515747,16.584173,14.671283,20.970503,0.217849,16.100037
35.313019,14.225160,12.771230,32.346760,0.247707,33.307602
36.599018,14.286858,12.381848,31.337292,0.301928,30.303432
26.714762,17.343672,9.374841,12.590827,0.156917,18.091021
15.532034,10.812035,7.172743,18.790239,0.148923,12.888177
49.799561,32.407715,27.203005,59.828506,0.703238,38.277561
10.032069,6.744730,3.013146,7.738124,0.288471,11.327576
41.031494,23.278667,21.889151,74.723373,0.548285,82.029190
30.685226,18.892937,15.997987,44.650234,0.422410,22.231461
28.964802,11.152184,23.954830,63.389950,0.644733,57.708927
5.416682,3.966528,1.778403,4.788984,0.203360,5.151589
27.211296,11.208006,15.112034,44.177460,0.356570,28.433069
