"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
18.496155,12.625685,5.059087,3.555151,2.640744,314.514923
17.390848,11.510086,6.540534,5.180671,1.714412,208.680344
16.760332,11.496462,10.356520,17.087940,6.991436,807.654114
13.254806,9.197864,3.906324,4.227001,0.189125,1.000336
13.761524,9.348245,5.005674,2.891105,2.503369,340.591553
14.821082,9.458104,16.277550,19.547678,4.987170,512.511475
4.828480,3.153992,2.937294,3.473490,0.202694,7.263197
13.807858,9.693846,5.478855,4.840171,2.740038,286.832092
11.884281,7.980071,2.015753,9.181291,2.262465,252.381348
10.094304,6.957521,2.831587,8.931830,0.179627,4.789253
10.712265,6.980338,3.387487,14.545370,3.824984,447.270874
8.603694,5.485310,14.297518,11.629801,3.925577,454.957794
8.675767,6.598370,2.890002,5.701270,0.283785,8.113832
21.208675,13.812762,12.888441,12.060607,5.737098,684.204651
32.402950,21.517717,10.302035,12.834873,0.159282,17.249172
61.747921,34.002399,18.006914,37.296314,11.882581,1545.965698
18.000902,12.073247,6.324941,5.957219,3.742410,489.662018
22.930079,14.576957,12.463824,14.835562,7.080472,899.132080
9.413890,6.517310,2.587062,2.448630,0.382044,8.556792
15.395154,10.700006,6.804903,7.760467,3.886315,485.765289
12.957878,8.824076,3.386392,9.834165,1.999028,283.587311
29.340029,19.654203,7.811506,6.966958,-0.042324,2.587010
43.255489,26.840153,10.095955,10.623628,6.133270,769.394165
41.537300,26.651945,14.792030,29.161730,8.217610,982.360779
36.736309,23.593065,11.742942,11.080771,5.418530,725.911743
34.460716,22.446041,9.070788,9.245754,6.417084,737.077087
16.472780,11.127001,4.465744,7.727062,2.503824,375.819519
30.523603,19.934307,17.573811,45.850784,1.074988,107.044754
14.224406,9.908203,3.639022,5.474175,1.956597,284.663757
19.783777,13.181809,9.978090,13.666214,6.033997,747.728699
37.815910,24.240568,19.475338,12.583431,5.921986,687.221191
26.894373,17.635473,6.288793,9.916303,3.930281,540.632629
42.513611,25.931540,9.104908,12.242094,6.485082,736.062317
32.087742,19.914753,14.544784,22.775682,0.308841,37.280674
19.856598,13.514975,5.687062,5.808261,2.240498,313.367676
8.375573,5.427982,3.272846,3.173444,0.025366,5.776893
21.182360,13.629718,7.355575,18.128447,0.349138,51.230240
19.826366,12.862094,18.291958,44.024273,22.707766,3236.932617
16.960342,11.356269,10.283041,16.679827,0.434684,59.406391
20.516220,12.648042,4.537068,13.991721,1.593018,204.137100
5.323346,3.904661,5.347837,0.045185,0.033083,3.053516
22.251978,14.623702,5.784131,5.883636,2.706026,346.573883
35.448303,23.092255,7.540100,15.446153,4.298349,525.682922
30.681013,19.819477,8.636724,5.339732,7.352304,894.707275
36.103561,22.691570,26.794941,41.081291,8.206573,1144.242920
13.454425,9.264234,3.968631,5.347809,3.247612,365.027832
16.982567,11.700904,5.651978,7.172205,0.077273,13.506035
8.009141,5.330437,10.062915,5.507079,3.653861,511.560913
26.426634,17.057873,8.570387,6.226164,3.091146,426.071594
21.196426,13.870675,12.756524,15.670525,9.389131,1200.243774
20.024153,13.512040,6.109546,19.669952,6.334989,722.803406
25.840174,16.990421,15.721110,38.516632,0.316893,25.707350
25.008532,16.680939,6.023659,9.190739,0.142863,5.895157
20.901293,13.661299,3.054084,15.347821,3.827116,534.228394
25.327761,17.160736,7.119623,7.383992,4.446781,512.334656
30.229660,19.262911,5.573354,6.356884,4.270729,499.367279
15.978346,10.737860,6.882809,25.231619,2.772230,338.213165
19.201931,12.785856,7.915767,12.033491,0.179522,7.770392
17.861225,12.250808,8.291182,12.791827,0.291307,37.862526
27.762383,17.588491,7.506376,8.033166,2.382204,292.806641
36.518948,24.348433,11.492435,12.318861,6.789624,858.518921
15.463715,10.494993,2.465570,13.240702,1.335875,142.948929
22.339869,12.094429,7.067767,26.927374,0.761883,59.055630
35.746559,21.215246,13.401052,28.205172,0.696697,80.589577
8.091274,5.361476,2.121529,8.517200,0.666534,39.886524
29.288044,18.467951,8.213405,6.694905,4.809308,560.795471
17.853699,11.787777,4.130941,10.357204,0.225438,5.162666
16.809971,11.226982,5.722850,5.690989,0.649606,13.715235
16.087494,9.590634,18.635334,61.253044,1.372302,101.803841
38.673466,25.127094,10.775557,9.669585,5.371578,595.584778
7.877314,5.151704,3.150061,3.288773,0.417647,14.478278
45.101200,24.856926,13.301344,18.907166,4.777574,568.886597
33.932827,19.437567,18.942806,39.133892,8.271837,1050.231934
15.528174,10.486756,3.674135,5.456594,2.417427,350.361359
15.963447,10.914665,6.880696,7.997373,2.836247,316.393585
42.074379,26.147993,17.152948,18.958405,8.432153,1044.284912
21.497869,14.245262,5.592815,5.769845,1.839660,235.453857
24.631525,16.462280,6.592452,11.832779,0.492343,14.944953
19.036228,12.588846,18.933958,10.501654,7.794292,942.383118
18.429951,12.795878,7.734140,8.810437,3.617376,490.524261
24.812328,16.009026,5.839264,4.993738,1.476887,168.235458
41.782948,21.497644,39.382362,55.653336,12.426194,1596.980957
28.629469,19.622047,9.477871,5.755804,2.380229,282.371429
16.409164,10.994383,2.629889,16.984045,0.531720,10.523414
17.007622,11.533390,4.839087,5.455416,2.077808,283.844940
19.094732,12.218098,10.010918,21.532179,4.273397,628.987366
6.179466,3.986552,1.301284,8.417603,1.129090,130.067657
15.730504,10.357718,10.196390,12.729881,5.431370,648.061890
13.725835,9.208954,2.957949,13.222271,3.690727,448.616791
6.971826,4.791595,2.358973,1.095341,1.355668,101.729965
12.460953,8.135706,2.953009,14.784371,5.133667,681.408752
26.012447,16.108089,11.869654,16.324589,7.518129,868.421448
21.086588,11.626691,11.606350,15.292709,8.749632,1133.125488
20.766233,13.776443,12.123481,10.279268,6.529462,878.502808
11.389886,7.795395,1.979687,16.392345,4.060148,486.913666
6.975453,4.820214,4.237474,5.888624,0.173138,3.345815
15.969931,10.434021,8.689610,3.431913,2.391875,274.318573
22.056334,13.657990,21.333260,53.845623,13.784380,1468.664185
25.564932,16.081057,9.047555,10.131182,3.210877,384.379852
11.435182,7.422913,4.476272,6.802855,2.084803,198.521561
