"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
7.608235,5.057326,2.878643,1.435475,-0.065150,0.939782
22.044846,14.683914,5.975763,12.795148,0.152357,15.201964
25.625088,17.203249,9.284170,6.991230,0.112446,2.608971
10.552485,6.756457,3.327255,1.585447,0.085465,1.532936
6.398059,4.007668,2.825231,2.283441,0.269308,-0.357046
20.679682,13.440648,4.889200,5.682076,0.242081,0.497554
12.252711,8.479309,3.544959,4.641319,0.174098,1.412753
14.000881,9.114012,4.885488,4.982769,0.109208,1.545520
9.053280,6.087981,3.459850,3.096931,0.096320,8.217154
5.887120,3.982057,3.610827,1.638074,0.197500,0.191972
8.964335,5.957999,9.571367,8.702733,0.251996,0.410000
23.162622,15.723957,7.291503,5.503665,0.060281,2.183981
9.404964,6.232159,3.540561,2.375544,0.165827,1.594000
8.411975,5.389911,2.701123,2.055461,0.306287,0.714491
12.242786,7.906878,4.539945,4.300282,0.191452,1.257597
13.831782,9.084799,6.875927,6.416399,0.388163,1.152246
5.250671,4.001348,2.171375,1.524666,0.108789,0.659198
13.597066,9.038016,4.757208,6.404138,0.244171,1.819882
4.734872,3.084082,2.608509,2.638078,0.121106,0.598334
6.197973,4.337090,3.880964,4.540018,0.164377,0.731979
26.240711,16.911232,6.996634,2.663574,4.635888,535.255310
29.325731,13.276030,30.699013,26.343012,0.190018,6.023056
25.050573,9.918156,21.473581,9.289395,0.221736,2.995628
6.346371,4.175749,3.328617,0.699899,-0.006734,1.290383
6.185082,4.138108,1.637838,2.504210,0.377474,7.483195
12.481133,8.087521,5.832294,3.983961,0.165801,1.585972
11.279037,7.205492,4.129741,2.532046,-0.112708,-0.016905
6.620939,4.751812,2.525177,3.245194,-0.190384,-0.144759
18.703253,12.090210,12.432285,9.499077,-0.059420,1.261812
12.581166,8.558396,4.230298,3.519513,0.078783,0.599564
6.199478,4.297331,2.610859,1.437771,0.136340,0.817968
35.680489,21.663794,22.270370,20.261396,0.248564,5.507052
5.374586,3.928365,2.038127,1.824563,-0.004033,-0.522328
4.149471,2.916463,2.037617,3.015963,0.201606,0.604746
7.410198,5.153157,2.069670,1.962397,0.210184,2.895752
13.358421,9.456302,4.323748,3.641703,0.068260,3.641420
11.066533,7.800860,5.132237,4.837818,3.564925,474.819183
13.249290,8.894809,7.518421,22.521576,12.693713,1662.721436
29.206568,18.558416,20.291634,16.102734,3.536159,417.079895
5.764270,4.148896,1.984877,3.117211,0.334795,0.194628
14.506230,9.382566,4.518554,2.633121,0.025934,1.166182
9.809153,6.734908,2.845894,1.303184,0.096643,0.314128
8.024755,5.575166,3.865516,4.584118,0.178886,0.324909
34.898918,21.101215,18.016207,30.066372,14.187560,1698.421631
10.445819,7.066571,4.297054,2.610358,0.072422,0.940178
7.570803,5.144360,3.046411,0.516222,0.041775,-0.086516
5.065192,3.735816,1.641392,0.037302,0.066549,-0.023139
11.043889,7.481926,3.678863,1.172673,0.298553,0.433179
35.809689,22.993542,12.545228,14.977340,12.883471,1365.088013
7.731296,5.493600,1.940094,0.979377,2.833104,332.460266
36.470413,23.323441,12.629430,10.105879,4.387343,607.036194
69.745728,36.567448,24.485779,26.979500,8.359261,936.553284
9.963472,6.472808,7.453458,6.687435,1.275979,158.974808
7.336075,5.070601,3.926261,2.187346,0.243944,0.503188
25.252697,15.863739,18.994102,31.207573,0.697322,69.605057
17.851175,11.679295,6.374042,6.240678,0.097794,2.089938
5.644473,3.703558,2.557667,2.630312,0.180720,0.010674
40.337936,25.740568,13.341854,34.333439,0.790761,41.669598
4.896523,3.354934,2.035811,2.588517,0.151902,1.876749
10.737051,7.532949,4.904141,4.269455,0.312569,0.472853
