"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
50.509354,25.046339,30.988491,37.969219,24.079292,3572.359619
46.201302,29.790115,11.566278,13.160558,11.810846,1549.766602
39.158134,24.527468,11.364528,9.307016,4.988902,652.789612
26.623426,15.881212,20.070200,44.098701,19.083414,2662.177979
21.682611,14.414163,7.450630,1.361220,3.075288,438.169037
38.920341,25.479834,11.287550,6.904441,8.732330,999.080078
13.164208,8.982849,7.469757,9.961543,0.578016,68.181717
20.956854,14.363035,4.456549,12.272947,4.700033,538.005676
36.283802,22.536955,20.767567,15.547138,15.381384,1736.192017
21.979507,13.442506,11.496168,44.595539,12.266214,1492.183960
15.448474,10.566154,10.193330,8.389483,6.676159,836.817383
34.365097,21.827473,9.672118,9.598825,4.790318,535.425781
31.663363,20.926373,7.493955,5.072196,9.897908,1117.701416
34.037548,21.396379,10.164675,4.060754,6.651637,702.593506
15.892349,10.210955,9.236835,36.810856,10.459652,1292.651489
14.471618,9.954550,5.231659,6.198199,3.311837,391.748108
13.146736,9.448735,3.651217,4.690609,0.201725,15.989777
11.827689,7.802054,3.055747,4.279191,0.337108,20.756933
46.395641,26.445288,22.468416,33.578098,14.043093,1575.484741
45.832001,29.147882,12.752867,8.811593,10.673759,1278.218262
40.070442,25.166237,9.870530,12.058006,9.979361,1231.124512
41.232380,25.162626,7.854400,18.978518,5.366287,633.878723
75.797714,34.896793,23.421680,28.149015,24.841885,3770.766357
36.733173,23.233976,11.474897,21.404873,13.301634,1612.840698
36.264481,22.555468,9.576797,4.865366,8.149187,1019.502380
26.711206,17.654781,13.896360,34.200829,12.722878,1474.772461
7.415005,4.718309,4.715959,4.864204,1.645945,230.363693
14.624239,9.619366,4.669876,6.032884,2.526234,321.009583
7.918993,5.422120,3.410254,6.045857,0.097858,39.670849
12.291632,8.298997,1.992663,8.199434,3.541370,461.118378
38.945446,25.644377,10.185220,11.420026,8.407679,1032.821533
13.515029,9.319434,2.110205,15.539923,4.639023,567.642029
35.947262,23.444357,10.009256,13.144075,9.425703,1117.665894
