"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
27.189333,17.508497,5.938413,7.182189,5.757855,675.973022
7.896984,5.406570,11.845088,7.275418,4.529640,555.344177
34.647118,18.942751,21.072863,19.918501,12.657928,1623.760620
36.546230,23.358019,8.989259,10.137278,14.160602,1691.020630
23.133856,15.116067,5.120058,6.492295,6.741419,849.185547
79.083397,38.999123,41.291882,70.477448,38.398071,4819.030762
40.537712,24.241640,17.285326,14.577600,21.920130,3328.315430
18.354618,12.104734,11.283839,15.356690,10.500851,1256.915771
41.602654,26.870451,12.017196,11.470795,9.787691,1213.655273
36.155964,23.421753,9.573089,22.838821,12.122200,1554.786377
22.182827,14.228263,6.783259,5.922941,9.095037,1089.879517
29.510931,19.019855,6.626647,18.049700,4.585029,566.245300
7.649887,5.423443,3.183111,3.061848,0.187273,5.318000
40.042702,24.997454,7.955635,15.223005,16.699005,2513.622070
42.372227,24.432146,17.758436,17.605820,19.594515,3061.281250
46.742180,27.227499,15.740682,27.444778,12.256333,1473.428711
48.262600,29.468266,21.387873,30.951962,28.289957,3694.169434
17.489695,11.799857,7.802680,22.939848,1.845546,156.146027
35.586361,22.600073,8.949667,19.781796,13.645351,1599.389282
43.211891,26.935358,7.912997,9.832852,7.811427,932.990845
34.276180,21.824562,8.547966,9.251316,7.570254,846.358398
13.076066,8.698393,3.014530,12.662193,1.609094,214.296051
46.912201,28.991642,15.329020,12.526546,0.025139,2.005492
79.123138,34.388149,107.864799,147.588425,82.600082,5693.208984
6.149337,4.229661,2.606527,3.058257,0.888627,127.258774
7.548326,5.401974,10.507736,6.913586,7.383459,944.211426
23.575308,14.316088,30.112764,33.436623,13.497615,1575.498779
39.906658,23.581158,17.777559,16.964905,12.183329,1637.808594
16.880259,11.388306,14.273151,24.518219,9.426291,1271.873657
19.951780,12.281541,8.244458,25.189760,1.626540,165.719559
44.832645,25.781706,17.727409,32.006405,19.863150,3041.517822
8.650138,5.947242,7.664974,4.323853,0.137754,2.396002
39.124992,25.077047,8.836821,6.907360,13.877402,1745.701782
32.016254,20.341999,7.921239,6.255193,5.841483,763.490356
40.595833,26.393391,10.616294,7.554634,14.256206,1780.620972
10.284354,7.167484,1.235382,2.061775,3.953491,477.170410
30.819206,18.909258,10.744198,13.842430,7.016871,846.136902
30.113770,19.789583,15.510998,13.609831,7.785414,1029.634155
39.908615,25.485907,17.074587,13.691504,22.324736,3121.452148
29.638338,18.904144,14.209659,14.589960,22.012711,3039.278809
17.433744,11.442503,10.459368,9.179624,6.691243,828.653015
24.318037,15.844404,13.819600,23.788185,12.389839,1562.489014
6.273252,4.171358,11.972477,37.303928,15.400495,1846.384888
9.898884,6.605365,3.703918,0.964874,2.575512,319.383698
41.851353,23.607098,8.686537,23.559244,8.237828,1006.493225
25.007202,15.733959,53.747086,52.416348,43.473495,4091.740723
8.789819,6.268775,9.004856,11.484440,10.011790,1173.768433
9.328131,6.230705,20.021465,9.153306,7.384676,941.451782
23.506271,14.570692,23.568979,29.040274,21.288948,2996.312988
51.683319,30.548532,9.346454,11.707240,12.494887,1422.400635
11.220164,7.423784,1.505593,9.477386,0.419753,28.987537
19.130842,12.305973,8.850926,7.503423,17.082787,1903.045532
35.746323,22.998077,21.855108,39.261810,28.254049,3679.200928
14.016810,8.900557,27.728838,28.969851,21.247349,2903.924561
24.434135,16.092621,14.944198,14.610772,7.071843,806.315735
46.457878,27.533175,14.463129,10.656125,7.101427,902.352051
18.559132,12.294256,3.898103,10.778394,9.315077,1271.783691
37.567696,20.964567,20.344296,28.941624,24.421604,3577.440674
