"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
4.462677,3.317824,2.328171,0.777767,0.192214,0.378586
25.862410,17.125320,8.199100,12.251307,-0.033517,2.144985
30.958237,20.621218,10.277881,12.356668,0.269724,2.255096
26.895086,17.193468,14.665561,21.035709,0.249892,4.991653
5.025452,3.519387,2.417738,1.182495,0.176371,0.443641
36.117939,21.756689,12.452837,33.828197,0.742511,63.873158
7.781015,5.320740,2.558397,4.338299,0.145502,0.043721
16.889074,11.402830,8.052493,9.670248,0.094910,2.750126
19.097616,13.015471,7.852907,21.169914,0.375130,37.910183
7.903136,5.080690,2.513456,3.092894,0.294011,1.586026
7.284322,4.981436,2.504586,6.377056,0.180506,8.988089
20.059958,11.878742,30.225477,32.270756,0.432029,5.557154
5.183484,3.714459,3.183111,1.474771,0.373147,2.069408
23.385546,15.079242,8.234446,6.666411,0.291989,1.465135
11.274097,7.647479,5.390675,4.706685,0.155707,0.499803
20.869968,13.067343,6.782990,17.836241,0.488249,35.770126
6.519618,4.413335,2.332228,2.800761,0.065895,0.594857
43.218925,27.882620,13.389619,12.706956,0.337108,2.763550
5.832243,3.984351,3.805966,3.992813,0.228341,-0.002182
5.636776,3.467340,2.111588,2.492740,-0.039369,0.481764
5.694499,3.575052,2.381958,2.374040,0.286844,0.411425
21.504732,14.801908,8.244020,8.293900,0.122103,1.975771
12.504086,8.422794,6.739502,6.370734,0.168118,1.962598
4.594867,3.229704,1.226813,5.526970,0.146969,7.333167
25.230003,16.223070,25.522631,55.473255,1.196034,131.595596
18.550629,12.085323,12.005451,13.428000,0.455335,25.397194
19.042845,11.874681,26.230858,28.856861,0.201848,10.174374
4.361857,3.134380,1.585085,2.952085,0.245705,-0.484336
4.598285,3.423218,1.776709,1.605540,0.147901,0.182313
13.060149,8.955125,3.797784,3.423002,0.246784,1.557529
8.908947,5.762175,6.042376,5.725853,0.211404,0.539157
8.371327,5.550513,3.843836,3.155069,0.044817,0.126196
17.392046,11.313619,5.866414,19.776400,0.117500,19.334255
12.049110,8.104451,4.593382,3.126772,0.115818,-0.052961
23.638416,15.193441,9.290155,6.869215,0.245929,1.058460
5.601763,3.902103,3.687487,9.373240,0.154047,10.245652
5.282995,3.375811,2.358427,0.063761,0.220456,0.450442
10.854377,7.155307,6.681989,6.632502,0.177993,0.904170
14.922877,10.074531,5.207254,6.970658,0.227363,1.391181
21.946020,14.479096,12.701221,8.078292,0.184666,1.552937
8.568989,6.132444,3.074457,3.919940,0.233255,0.587113
7.174748,4.583419,2.402656,1.917997,0.132388,0.739494
5.872909,4.049287,2.135460,-0.794688,0.186035,0.371378
8.590618,5.781391,1.752242,7.597828,0.187748,14.730630
21.512465,13.444745,25.193567,73.352951,1.416432,124.012657
7.770975,5.296948,2.764025,2.628750,0.048924,0.882172
5.100937,3.766334,2.610080,2.235618,0.202380,1.167169
35.815159,14.195793,14.652570,21.688381,0.613109,9.057097
34.987553,14.173964,14.125155,21.019299,0.635466,9.117398
18.590620,11.749703,17.095964,18.635391,0.273764,4.858485
17.732899,11.604692,5.215922,4.368867,0.233879,0.755160
8.836289,6.110904,3.957440,3.367013,0.184637,-0.184928
13.473629,9.066802,4.525945,2.660412,0.375206,0.488855
9.209111,6.016645,3.693919,4.239108,0.322583,1.482600
19.097412,13.117158,13.950487,15.167515,0.261233,5.733122
5.633543,3.927829,1.745068,2.425349,0.312264,1.003290
6.580991,4.374945,3.662186,3.094996,0.123528,1.454771
7.152299,4.774992,2.303806,3.347070,0.218842,2.728922
9.386091,6.132034,3.047393,2.549197,0.280583,0.368311
9.514573,6.251211,3.077573,6.320973,0.166015,10.667990
4.545068,3.337080,1.794824,1.018961,0.279109,0.090740
9.061790,6.237791,1.643436,10.686674,0.074078,5.999897
6.608507,4.449776,2.299388,1.746595,0.214985,-0.126609
9.027189,5.971717,3.356714,3.836887,0.235587,1.045775
7.215523,5.132594,2.593363,2.760585,-0.009046,0.333761
10.318186,7.252742,3.623749,4.361983,0.284215,1.498823
5.060573,3.380184,2.336544,0.505118,0.064586,1.429259
17.342571,11.242241,5.572721,7.843819,0.267135,2.425939
10.486259,6.676205,2.735970,8.003110,0.489401,15.215501
17.809122,11.745135,5.328022,3.500730,-0.026503,1.466149
5.357293,3.549531,1.841794,2.573873,0.045900,0.814567
11.626032,8.118035,12.564997,13.522941,0.397915,26.796734
11.645838,7.612006,2.442927,2.321744,0.199977,1.205724
20.500301,13.401185,4.145968,17.014380,0.315623,13.792572
21.650471,13.920647,5.794049,10.573656,0.198268,16.606001
8.327548,5.869062,3.080152,2.118100,0.160491,0.500140
29.222359,18.075218,7.733939,29.382561,0.638629,49.558323
4.045993,3.110840,1.895563,2.859731,0.142042,0.220613
8.151883,5.493509,2.655696,2.768964,0.220555,0.233099
15.988568,11.041118,19.987518,48.954254,0.544711,19.899380
9.295434,6.502800,2.772346,3.194409,0.154323,1.223968
15.703418,10.206140,7.705165,7.865372,0.026345,2.712243
34.245003,21.254738,8.955994,21.429499,0.271275,43.059948
10.078729,6.615111,2.708528,3.443500,0.245761,0.195340
10.233949,6.787906,3.402138,3.691286,0.211920,1.483269
7.552680,4.909137,2.754688,2.499721,0.083200,0.921437
6.225935,4.093363,1.608690,6.168774,0.121082,9.351979
45.627602,29.156548,14.228423,34.810013,0.459466,42.332745
5.483044,3.776825,2.865012,1.821744,0.239111,0.264603
22.928383,13.489105,32.513432,50.051277,0.569278,21.787601
28.610533,18.237024,14.191229,13.843787,0.300259,14.293139
12.100502,8.081967,4.477593,8.263687,0.241662,15.738659
5.923570,3.966779,1.204562,6.233819,0.256723,20.504379
4.148396,3.110550,1.249859,0.768368,0.054819,0.624367
26.663713,17.118515,19.880770,17.829956,0.389328,4.698118
24.565556,15.791282,6.775367,15.554774,0.287522,28.824150
14.440045,9.823669,4.200042,13.221157,0.232878,16.955269
16.773228,11.094514,6.320371,6.823649,0.365752,2.511313
7.120523,4.881105,2.577714,2.947661,0.058559,0.638809
7.388851,5.164612,2.052763,20.646017,0.283256,12.871438
23.111750,14.962049,12.221573,40.641602,0.537071,63.727512
66.302139,34.598057,20.029877,50.440269,0.952130,120.166702
28.359072,17.909960,8.224285,16.412676,0.470319,31.910259
20.018299,13.382854,5.787025,11.937444,0.409148,14.281325
18.882027,12.267624,7.741173,7.190240,0.216886,0.336643
17.941399,12.290784,6.119851,7.259659,0.146459,0.446820
20.003315,12.869907,8.057130,10.660381,0.166301,1.779859
23.646782,15.718020,8.039229,5.036218,0.304791,1.665458
5.683355,3.761623,2.121538,0.776740,0.229674,0.296678
15.608582,10.567971,4.563580,11.963824,0.269492,11.833749
23.724838,15.790668,8.476812,13.002497,0.075487,3.101816
13.518294,8.933585,4.064634,3.291385,0.102847,1.030357
7.732267,5.284590,2.324050,8.366402,0.083271,10.099598
23.986084,15.611054,11.351962,7.897312,0.144357,3.545524
6.402364,4.561475,2.874934,5.008397,0.128702,1.490420
5.488802,3.697968,2.270502,3.711472,0.173833,0.504338
23.512316,15.817305,7.439981,5.679432,0.175753,2.016941
32.760975,21.065994,40.261284,31.716120,0.288062,10.917427
18.564762,12.537300,4.888780,10.387865,0.415825,29.565353
15.214237,10.096057,8.030460,11.787526,0.376170,11.088776
8.353866,5.922739,2.842142,4.159888,0.307749,1.393633
