"FSC-A","FSC-H","SSC-A","GFP-A","PE-A","mCherry-A"
10.664431,7.117262,3.021623,-0.058665,-0.007958,2.044301
5.691519,4.231643,2.193945,-4.096975,0.109463,-0.106949
10.472793,7.208742,3.672209,-0.289759,0.040956,1.161299
5.637551,3.964099,2.262055,-1.302747,0.264190,-0.586741
7.938667,5.335182,4.119199,-1.862976,0.140626,0.107639
9.491506,6.726781,3.230633,0.081816,0.156293,-0.628413
6.547813,4.328918,2.265289,-0.415563,-0.090415,0.208148
10.401362,7.145629,2.476277,-2.364610,0.109208,0.634024
15.312224,10.009490,31.648338,19.600599,0.225002,11.871163
4.575279,3.325929,1.101530,-1.689783,-0.027694,1.850538
49.960247,23.551382,122.389648,94.569153,1.117024,43.898376
29.135607,15.067829,12.531716,5.093316,0.253304,4.606196
11.463875,7.727520,2.832810,-2.732413,0.037145,2.734264
6.789154,4.443866,1.929032,-1.086522,0.113264,0.306998
4.829279,3.573382,1.630304,-2.952067,-0.137401,0.714273
15.518945,8.779623,4.488163,-0.277766,0.252332,1.495398
14.901814,5.923955,4.409011,-2.829072,0.216023,2.074698
6.741179,4.612967,1.683140,-0.410235,0.229873,-0.124644
5.985947,3.419776,2.129526,0.493380,0.185447,-0.095119
12.796495,8.060236,3.966752,-2.164830,0.082164,0.746276
11.767570,8.015360,4.051249,1.033603,0.058076,2.599018
11.113667,7.889677,3.672238,2.556580,-0.106665,0.699675
7.045829,4.714909,2.532318,-3.643270,0.339694,3.927983
68.639137,25.278654,68.195023,72.688347,0.139820,19.653513
80.366623,25.790331,67.969788,61.350426,0.309559,16.194908
11.376613,7.706051,3.866320,3.383446,0.019246,0.098981
10.846521,7.373338,3.643609,-0.406191,-0.012622,1.545150
21.001141,14.258038,5.792268,2.340846,0.045533,1.267168
5.452590,3.926758,3.896386,3.403512,-0.030824,1.068789
6.844098,4.697923,1.435041,0.445445,0.125251,0.964163
5.481004,4.037931,2.081833,-0.899951,0.061275,1.003842
12.950258,8.098731,2.592762,2.111315,-0.033822,0.755308
9.967815,4.309834,2.756601,1.374176,-0.032629,0.478531
17.464474,11.293538,5.386921,5.304727,0.001435,0.933600
7.878457,5.321004,2.920401,2.073206,0.110098,1.587486
5.498102,4.100467,2.615138,0.685594,0.068260,-0.682043
5.922831,4.306597,2.472811,-0.754798,0.091774,0.664912
5.017222,3.813632,2.099483,0.031881,-0.029328,0.975660
13.839805,9.082709,4.606739,3.097946,0.205916,4.915769
55.464081,26.274139,88.659294,83.057564,1.457187,24.862757
47.834843,25.007566,70.718246,62.719330,0.976750,15.354006
7.414239,5.361617,3.174747,1.417568,-0.103529,-0.029023
21.018055,14.013276,8.154913,6.013561,0.307568,4.764933
5.112632,3.355243,1.473432,5.844777,-0.055318,1.363460
9.198319,6.074749,2.688530,6.359924,-0.070558,2.205550
10.383932,6.258252,3.668373,7.164579,-0.051162,2.501420
12.081930,7.046973,3.492981,9.149920,0.102294,1.842749
13.513867,9.541862,4.036312,10.402887,0.119828,2.299067
12.486094,8.146742,4.631291,14.998088,0.227973,4.378602
91.642624,38.864571,121.406952,137.964417,0.910024,40.222626
84.872688,36.461262,191.025452,203.978210,1.005970,63.971058
27.434399,17.478703,13.769436,30.939754,0.163190,6.136467
54.462391,31.512480,21.029400,27.676449,0.253673,6.239682
17.734287,11.799726,5.391806,12.191828,0.115263,3.055379
15.354913,10.996186,5.303778,11.595660,-0.153409,2.157277
38.980030,19.201876,34.047802,32.924713,0.162135,10.797976
67.401070,34.053288,38.238300,36.504013,0.209316,9.879533
54.775326,22.490446,44.439983,46.379597,0.376120,15.733937
48.909309,19.483475,31.310946,34.369148,0.452159,12.482608
129.328140,38.889763,222.605331,199.863449,0.913085,57.327785
54.691692,22.944624,98.953239,128.364502,0.486430,30.262484
