d1,k1,d2,k2,Kd,n,k3
0.018327832,8.365655958,5.922430869,0.178169489,0.37946058,1.991009355,0.326713189
0.018296223,1.242128901,0.000215857,0.143714305,1.504873519,1.682375797,8.692939692
0.019874773,7.958538716,1.761299993,1.150358838,135.675053,1.769694094,0.003823843
0.015819185,0.078373035,0.000153403,0.000422506,2.696704335,3.527142834,9.753638756
0.015442972,0.669627581,0.001361967,0.057654516,0.706588666,0.810284248,0.001528152
0.019020774,4.390358656,0.494500422,0.060836843,12.66193268,2.299786603,9.172759354
0.018275182,0.622539148,0.000309623,0.000230409,55.48385993,3.334568302,9.716279516
0.018252414,2.934269504,0.085605171,0.013883533,2.077303726,2.36936424,0.017478333
0.015717874,0.314412642,0.646894313,0.000137774,17.54553708,0.959596633,0.369402644
0.016401544,0.084301118,0.000230409,0.003304963,0.672202309,0.61920971,0.001809256
0.019662457,0.1600172,0.223442955,0.563421393,11.11305166,1.229865032,0.025556419
0.016079182,0.397344007,0.028564941,0.000583221,142.6154796,0.553440451,0.000805069
0.015046821,1.16815373,0.59452027,1.227910369,36.51741273,1.788189957,2.061420861
0.018340139,0.087599172,0.119995972,0.030373861,24.50003285,0.685628982,0.008206664
0.019912927,5.877148532,8.365655958,0.007011862,40.50419451,1.01150258,0.011415633
0.016212334,1.341219935,0.29796597,3.637754054,7.038822279,1.461550826,9.86658057
0.016221665,0.047588279,0.044411966,0.047771257,0.350079489,3.987542789,0.306078859
0.01511769,0.139905031,0.052986675,0.112849594,2.911834361,0.641490587,0.00192383
0.015924203,0.360994014,6.931597451,0.000110705,3.554948662,0.701006633,3.381945983
0.017274893,0.737055175,0.007286182,9.56826805,0.128085509,1.523616694,0.00038533
0.01577828,2.516710919,0.002478373,0.014098297,162.4925048,0.598531881,0.000326713
0.016867295,0.687859912,0.017344695,0.000254585,3.665782273,0.904692866,0.000554839
0.01658819,0.540132115,0.003421107,0.000190181,48.88399226,0.679478591,0.115922214
0.01639211,0.087263642,0.342110707,0.001795423,0.903302752,0.718221129,2.225871045
0.019285249,7.286181745,3.22973334,0.000367988,3.205039109,0.607307883,0.000233973
0.01976833,0.388299353,0.244061907,0.000849506,0.527837207,1.992389896,0.690504744
0.016513595,5.158221651,0.002061421,0.1650061,1.788545529,0.545821073,0.000158794
0.016518346,0.056994551,0.062253915,0.017411386,11.6815373,3.053576524,0.000986658
0.015624702,0.036940264,0.077773803,0.06321692,2.11754834,1.668440225,3.694026444
0.017329646,2.956877505,0.000308437,0.013157297,4.373542321,3.772445347,0.002507071
0.019846205,0.252638771,0.000540132,0.046149465,0.106128819,1.345833558,0.000130067
0.016130146,0.072582736,0.002605154,0.23850638,0.627335696,0.56703119,0.006645077
0.016642362,3.192762888,6.619624175,4.225064403,30.84371394,1.785712717,0.363775405
0.018391212,2.150304679,0.007571234,1.675585782,7.513345034,1.658064351,0.009033028
0.015719381,1.587937238,0.018513989,0.088954243,385.3304533,1.336537207,0.006083684
0.015327894,0.079280552,0.00041767,0.006370399,3.292304533,1.552399636,6.037169
0.018047043,2.738419634,4.57966102,0.000304906,1.953589594,0.5538242,0.001499109
0.016554818,4.407239651,0.06037169,0.0615413,144.266889,2.755855034,0.001115578
0.017979675,5.899746256,0.000174114,0.000247837,0.550596357,0.66595657,0.018585176
0.017241793,4.50989745,2.956877505,0.000811272,3.838545268,0.655878278,0.400405468
0.019756959,0.529866749,0.002093309,0.00297966,0.830169296,3.302365949,0.00401945
0.015319077,0.789768849,0.069050474,0.000682601,2.183567726,0.659068352,0.000270707
0.015814635,7.314197223,0.001823196,8.39782203,46.68385018,1.093914514,0.000677382
0.017103467,0.100192066,0.002217345,0.028129801,95.31618832,0.711778371,0.036377541
