d1,k1,d2,k2,Kd,n,k3
0.016650343,0.449262325,0.025458531,0.340800325,14.81949257,3.23440424,8.82741071
0.017028187,0.118622389,0.002321846,0.002991117,0.303738609,0.558449991,5.484874144
0.017397914,1.464985524,0.017478333,0.054429373,0.445827308,3.733425649,0.079280552
0.017568921,0.1600172,0.000119078,0.057876199,1.159222139,2.849087639,3.500794892
0.017488239,8.112723354,1.300668632,0.017478333,0.283465363,1.341177328,4.03490518
0.016604104,0.777738026,2.780780227,4.614946457,76.88353322,1.144327498,0.856051712
0.015533571,0.217520403,1.858517551,0.006493816,0.757123396,0.779975115,0.032173625
0.017466451,0.034211071,1.021331359,1.2710618,1.887266945,3.738604865,0.02225871
0.01602838,6.77381503,0.005968062,0.000737055,0.123737119,1.539540692,0.000833361
0.015093065,2.878502869,0.076003455,3.447466066,1.72120791,2.020202623,0.006518785
0.019842399,2.431270795,2.225871045,0.026252258,0.268637518,0.623516654,6.878599123
0.016040681,7.398891635,0.000131069,1.563747638,210.9437521,3.618771464,0.000102526
0.018720391,0.714770577,0.010019207,1.662774415,0.188726694,1.441429224,0.021668724
0.015457788,3.408003248,0.002150305,0.006130558,4.128890196,0.87569477,0.517805509
0.018002103,0.139905031,0.771791516,6.69627581,0.525815439,1.288328053,0.135155379
0.019515936,9.86658057,0.000198381,0.102525839,646.8943132,1.015718061,0.000587715
0.015546983,6.130557921,0.986658057,0.264545269,23.12952248,2.064081591,1.504873519
0.01525604,0.06037169,0.004758828,0.001420692,1.504873519,2.162200036,0.017545537
0.016382681,1.420692213,0.049450042,0.002251645,0.576545164,3.161260667,0.627335696
0.015388277,2.780780227,0.034211071,1.999094542,42.73988343,3.286381579,0.000971628
0.015269212,1.774870482,0.011113052,0.271748194,0.375116931,3.085490815,4.562119602
0.015080045,0.529866749,1.754553708,0.08238219,0.942251129,0.819320604,0.107357733
0.016046835,8.726364175,2.956877505,3.794605804,953.1618832,0.998268633,0.000200678
0.016434606,0.219196358,0.001168154,4.851022995,4.57966102,1.087865351,0.000306079
0.019211417,0.113719079,0.102133136,0.667062715,21.25690345,1.842289773,0.024126815
0.019081061,0.474060023,0.002717482,1.545847567,0.366578227,2.856997948,0.000669628
0.017461427,1.195363526,0.028564941,0.000342111,7.342320421,2.240001968,0.000215857
0.01861656,1.177154137,6.518785137,0.005401321,1.246904905,2.230705407,6.985004121
0.016752844,0.171461519,0.000496402,0.000258523,172.7825981,0.512811315,0.000839782
0.019163578,0.111130517,1.154781985,0.005699455,0.261517045,1.1045816,0.000435679
0.018777925,4.340102636,0.000394306,0.004475415,211.754834,2.509674045,5.699455056
0.015188892,0.355494866,0.005505964,0.011028082,2.150304679,2.122110823,0.000400405
0.015441492,0.087263642,3.381945983,0.161250103,2.676085593,3.870446481,0.025070712
0.017673687,0.176807222,0.003447466,0.0419276,25.75332647,0.793058942,0.00038092
0.017770555,0.105317369,0.005401321,6.297478111,2.08529099,0.825591487,0.004081627
0.015361738,0.279147237,0.038979237,0.000148195,0.117715414,0.743033932,0.026353199
0.017103467,6.419482215,0.000272793,0.002791472,25.2638771,2.456322517,0.011198676
0.01754535,0.502149845,0.00010292,5.527134079,0.179542251,3.245633278,7.202777512
0.017003711,2.834653633,1.320788666,0.001081849,1.741138559,1.6695971,9.24343376
