set,R2,,d1,k1,d2,k2,Kd,n,k3
1036,-1.006155317,,0.015575336,0.674786937,0.38979237,0.001631173,1.305669723,0.81140832,0.001124173
709,-1.01350737,,0.015276535,7.120328,2.696704335,0.000401945,73.70551753,2.056940411,0.000118168
631,-1.022683077,,0.016696711,8.23821901,1.851398894,0.000188727,2.923030408,1.103816227,0.00011285
382,-1.026679561,,0.015632195,7.258273574,2.991116533,0.00012517,248.7902367,0.569394317,0.000210136
102,-1.036768775,,0.015603739,0.12326317,8.593432434,0.00020145,0.38979237,0.509975555,0.000100964
556,-1.513844164,,0.016086894,0.131572967,0.245942358,0.008726364,59.91009386,3.392855529,0.000180233
392,-1.769384546,,0.015854114,0.659426911,5.56971962,0.000237593,0.1600172,3.119900458,0.12138546
779,-2.140140047,,0.017371241,0.12956867,1.154781985,0.036099401,14.99109421,0.636618064,0.000220885
679,-2.143754786,,0.015539531,2.440619068,2.183567726,0.001111305,0.130566972,3.24788376,0.010292005
846,-3.286821314,,0.016801109,0.24312708,5.040806191,0.000222587,0.859343243,1.993771394,0.146498552
201,-3.659828341,,0.018158142,0.093504677,0.481393254,0.003665782,0.179542251,1.377927517,0.001041118
847,-3.844623393,,0.015828289,7.717915156,0.007717915,0.000130567,1.504873519,1.538473933,0.000359611
598,-4.616253556,,0.019865245,0.531904094,9.495109992,0.000935047,19.23829884,0.831910367,0.069582495
329,-6.132197371,,0.017592524,1.88003817,4.03490518,0.001464986,2.545853058,0.570579571,0.019238299
1008,-6.600177095,,0.015857155,0.483244218,1.600171999,0.119995972,0.188726694,0.996885697,0.000104112
421,-7.41927244,,0.016069934,0.071477058,0.971627952,0.00440724,2.450003285,0.708333166,0.002217345
380,-8.266640379,,0.015918096,2.555641901,0.111557815,0.000278078,0.550596357,0.739437441,0.003037386
462,-8.897406355,,0.019785398,0.333042762,0.302575203,0.000233973,131.5729665,1.226459845,0.012045736
558,-10.87586353,,0.019240916,0.324215171,0.016820284,0.000843011,172.120791,0.769770346,0.00020773
633,-11.75357565,,0.015892167,1.285780002,0.903302752,0.055911353,8.112723354,3.021992332,0.000145937
796,-12.72680933,,0.019298198,0.129072384,0.194610678,0.001701505,5.040806191,3.654059181,0.001256512
840,-12.72809115,,0.017255025,0.589974626,6.79986045,0.038979237,4.004054683,1.644330157,0.001594043
97,-16.00560709,,0.015456306,0.098665806,0.0419276,0.000452724,10.65368864,0.702465852,0.001137191
788,-18.86797569,,0.015162697,1.102808234,0.506018817,0.000601404,1.637444794,2.923101651,0.008527728
9,-19.20202277,,0.016459841,1.727825981,0.165640551,0.004323479,3.637754054,0.87448164,0.000400405
896,-22.03604651,,0.019276004,0.754223396,0.027174819,0.000664508,0.843011178,2.86493022,0.00046505
803,-22.73432591,,0.016711128,0.143163838,0.215857263,0.000690505,11.37190789,0.63529563,0.004144766
688,-27.69783598,,0.017736506,0.191646106,7.542233958,0.054638655,1.242128901,3.181043278,0.001865664
284,-29.3615542,,0.015690767,4.097321098,0.585463736,0.011503588,0.193865264,2.729241389,0.000615413
693,-29.47163939,,0.018147697,0.126134338,5.17805509,0.002251645,20.61420861,1.561031879,0.034342613
354,-33.59048686,,0.015872368,0.223442955,0.284555292,0.003330428,0.502149845,2.872884515,0.001204574
560,-38.61090093,,0.018695275,0.190180799,0.031320835,0.001119868,0.43567904,1.045722457,0.000445827
885,-40.43024349,,0.019775914,0.044926232,3.912911271,0.629747811,0.143714305,2.356262056,0.00015223
348,-42.98590977,,0.019178285,0.277012904,2.717481941,0.098665806,117.2645298,1.0327564,0.000475883
209,-46.18758078,,0.017221964,0.196864164,9.605058184,0.757123396,58.99746256,1.100760038,0.000231295
734,-49.209525,,0.019446814,1.300668632,0.02260303,0.000949511,31.4412642,3.488241681,0.00037368
309,-50.12573728,,0.01605915,2.00678109,2.125690345,0.0006346,1.968641639,2.36936424,0.049831046
949,-50.56861145,,0.015335245,6.931597451,4.340102636,0.444119661,4.128890196,3.984779793,0.00015758
625,-54.18723466,,0.018797743,0.28237961,0.216687238,0.030490649,23.39734973,0.865436576,0.000137774
845,-63.48408513,,0.018109452,0.306078859,0.001017419,0.00018514,0.199909454,1.152286925,0.000111987
491,-64.30262387,,0.015088724,0.049640178,0.074845668,0.005442937,1.377738094,0.801347555,0.000346072
872,-69.34401683,,0.018126826,0.24688801,6.645076729,0.998083019,0.160632468,2.05124526,0.000142615
109,-74.93542809,,0.015742009,0.078373035,2.450003285,0.063703995,38.97923696,2.446128172,0.000920803
814,-79.26077712,,0.017955553,1.923829884,1.795422513,0.000122321,181.6212526,1.207899145,0.273841963
552,-80.88600435,,0.01922063,9.679063372,3.541332187,0.029796597,0.111986757,1.150690623,0.002200392
133,-88.83918834,,0.017907407,7.065886657,4.668385018,0.008929627,25.95175106,0.537933597,0.00998083
1076,-96.64827451,,0.018276934,0.576545164,7.258273574,0.000114595,24.21958329,1.435446936,1.310690042
57,-105.5318885,,0.018236668,7.542233958,0.008238219,0.000554839,3.823842537,2.180259714,0.000322973
568,-107.711463,,0.018125088,2.109437521,0.131572967,0.013883533,0.129072384,1.075121717,0.000216687
609,-108.6419485,,0.016022233,0.036657823,0.011415633,0.000394306,4.888399226,1.206225801,0.000998083
136,-108.7528399,,0.018428285,0.06826006,3.527767866,0.006645077,16.82028435,1.568624458,0.015697603
934,-119.2293563,,0.01939095,5.422089308,0.395822065,0.039129113,73.14197223,0.760752988,0.000241268
780,-120.4762677,,0.01976833,4.650503762,0.044582731,0.001976211,95.31618832,1.275886504,0.000517806
139,-123.7679761,,0.018483149,0.35142555,3.897923696,0.000737055,0.141525055,1.774607536,0.125651208
475,-128.3127958,,0.017666909,1.186223891,0.009422511,0.001163679,836.5655958,1.223064086,0.000237593
486,-129.1686393,,0.015148164,2.412681533,0.548487414,0.022003917,6.985004121,3.297791069,0.000574337
347,-189.9275238,,0.015035282,1.021331359,0.010860088,0.00059452,477.7125675,0.854113676,0.000544294
47,-194.7608557,,0.016551644,0.502149845,0.009208029,0.000296825,0.26556245,0.768703957,0.000892963
917,-223.4826592,,0.015273606,2.394234402,8.895424269,2.545853058,0.348738584,1.696427764,0.00012517
442,-231.7294641,,0.015297058,0.279147237,0.030490649,0.009350468,0.175455371,1.985496751,0.000128086
190,-250.5820081,,0.016706321,3.22973334,1.470618415,0.000210944,19.53589594,2.375942628,0.210943752
947,-255.283702,,0.016248131,0.408162718,1.199959716,0.321736253,0.102133136,0.791960291,0.000147062
749,-277.1349556,,0.017301418,1.38835331,0.170804772,0.06060382,84.30111782,3.596266662,0.000120457
784,-278.0936712,,0.019303751,4.777125675,1.858517551,0.020614209,10.37130326,0.93400359,0.00292303
172,-280.4868135,,0.019101199,2.101357769,5.634213934,0.375116931,20.37823972,2.034254243,0.000515822
975,-305.339151,,0.015775254,5.17805509,0.049450042,0.019762111,63.70399471,3.679475173,0.000111558
1047,-316.5002706,,0.016719142,2.58523484,0.136720404,0.000206142,37.51169311,3.332257756,0.02243021
654,-328.2415945,,0.017268268,0.049450042,5.442937323,1.021331359,0.151065978,0.683730648,0.000309623
904,-333.8720246,,0.016204562,0.132078867,0.050214985,0.001388353,2.125690345,3.159070207,0.001516468
866,-343.1271585,,0.016709525,0.112417347,0.745589872,0.00459727,6.518785137,1.832102221,0.007011862
642,-350.0519171,,0.019198525,0.034474661,0.119078494,0.020067811,0.35142555,2.07268374,0.000408163
337,-399.0975884,,0.018937056,5.021498454,7.175188804,0.000109018,454.4645372,0.631782552,2.516710919
359,-429.0140729,,0.017791016,0.789768849,1.909120466,0.028455529,0.701186157,0.734329773,0.002717482
303,-441.365573,,0.0192834,0.036517413,0.001734469,0.001802326,7.688353322,2.815712433,0.000100577
115,-442.6982937,,0.019253836,0.646894313,0.161250103,0.001606325,9.278974901,0.840605033,0.00419276
703,-458.3719008,,0.015196176,0.073141972,3.192762888,0.000137246,17.54553708,1.913879501,1.227910369
247,-463.8609565,,0.015654697,0.852772788,0.29006812,0.005339493,0.783730353,1.655767378,0.002251645
67,-522.2718067,,0.018392976,1.159222139,0.00370823,0.00041607,7.202777512,2.437665211,0.000424131
237,-578.3992161,,0.016335619,5.832212419,0.004144766,0.000105317,2.468880105,2.357895858,0.001788546
575,-599.8554968,,0.019359364,0.886135224,0.010451212,0.001476273,93.86420367,1.281203816,0.00038092
673,-602.479714,,0.016775351,0.224302097,0.064441652,0.001708048,60.83684265,2.528882489,0.002014497
233,-617.3798394,,0.01973613,8.143916897,0.005832212,0.004097321,21.25690345,3.323031572,0.000105722
723,-628.2320815,,0.01545186,9.03302752,0.045272381,0.000513846,23.75928315,0.612805011,0.004097321
257,-669.7400748,,0.015997669,0.29342695,0.048324422,0.000739889,4.740600231,0.980439151,0.003421107
761,-707.2222071,,0.017243447,0.260515359,0.003868121,0.000672202,0.823821901,0.74406471,0.000354133
6,-763.5721163,,0.017456404,0.047406002,4.407239651,0.236682783,0.474060023,1.340248017,0.001504874
278,-776.0664342,,0.018142477,7.513345034,0.001656406,0.000552713,0.826989509,0.950988632,0.000196864
157,-789.9875528,,0.017479856,2.217345319,0.052986675,0.001768072,0.103713033,1.350505954,0.001612501
378,-809.9817179,,0.019943502,1.383035518,0.000786744,0.000111558,0.100577306,0.679478591,0.000422506
232,-845.4752924,,0.015382375,0.106128819,4.290421892,0.000306079,71.47705768,0.96828255,0.990451772
974,-892.7550248,,0.015608229,1.909120466,0.059452027,0.000656901,110.2808234,0.538679848,0.005060188
711,-902.4480677,,0.016403117,0.155775803,0.029455518,0.002339735,7.807284401,1.921855677,0.000859343
56,-943.3403285,,0.018763525,0.386812055,0.004458273,0.004527238,504.0806191,0.787035164,0.000119078
680,-968.9762177,,0.015530592,0.046149465,0.006645077,0.004813933,0.137246096,3.769831393,0.00016885
612,-1004.159056,,0.018453042,0.556971962,0.030026174,0.000924343,43.40102636,2.636273408,0.002045659
641,-1092.358639,,0.015064146,9.24343376,0.176129999,0.013515538,36.09940136,2.841199231,0.000833361
155,-1100.843929,,0.019207733,0.271748194,0.233973497,0.005765452,0.294555181,0.540175458,0.00281298
460,-1139.298936,,0.015731445,4.192759967,1.111305166,0.001618701,344.7466066,1.950034975,0.044411966
771,-1149.383802,,0.015749558,2.707073204,0.344746607,0.023218456,9.458740991,0.513166892,0.000975364
989,-1241.168956,,0.015582805,0.425761774,9.531618832,6.297478111,72.02777512,1.626194702,0.00016187
106,-1327.379759,,0.015672722,0.292303041,0.254585306,0.074558987,2.277718242,1.883609625,0.000303739
816,-1402.988648,,0.016077641,5.138464179,0.002991117,0.001107049,0.110704855,2.159204667,0.000240344
343,-1404.479042,,0.015423733,0.313208351,0.035549487,0.013157297,383.8545268,0.987943197,0.000293427
510,-1407.999775,,0.016849512,0.4851023,1.204573579,0.000184431,0.693159745,3.104799272,0.466838502
747,-1413.974916,,0.015204922,0.283465363,0.02175204,0.000288957,15.04873519,2.780800025,0.005591135
468,-1652.562548,,0.016005341,0.059224309,0.119995972,0.000153993,1.618701118,0.771907564,0.081127234
88,-1854.021232,,0.016346588,1.199959716,0.026967043,0.002045659,6931.597451,0.689441477,0.001383036
500,-1985.837241,,0.019544028,1.606324685,5.854637363,0.003927956,0.820666426,2.404105154,0.12326317
132,-2083.381032,,0.016179719,5.765451635,7.747590655,0.136720404,30.49064887,2.451220045,0.0047406
1070,-2217.695334,,0.016304319,0.71751888,0.004851023,0.002585235,16.94988151,0.747683707,0.000236683
1010,-2231.986694,,0.015491919,4.225064403,0.856051712,1.504873519,143.1638382,1.388473844,0.000121385
344,-2307.523252,,0.016315267,6.394893753,0.000967906,0.000260515,1.090184492,1.704678884,0.000391291
561,-2458.031898,,0.015569362,0.771791516,0.93146527,0.000344747,4.065993375,1.688216582,0.245942358
158,-2555.385336,,0.018525736,0.102133136,0.019535896,0.003279694,23.48731289,1.419615272,0.000795854
381,-2607.071678,,0.018340139,1.315729665,0.649381632,0.001077705,7.897688494,1.74896328,0.056776245
571,-2631.246107,,0.018991613,6.747869371,0.000145378,0.000243127,1073.577333,0.796916239,0.000126134
178,-2720.193732,,0.018422984,6.670627149,0.001115578,0.00240344,72.304723,3.976502285,0.000117715
335,-2739.561615,,0.019857627,0.672202309,0.010411181,0.002357762,62.49328199,0.675721189,0.000531904
408,-2997.907317,,0.017597585,0.23577622,0.003205039,0.000578762,392.7956474,0.518889771,0.000789769
964,-3013.423418,,0.019834789,0.266583542,0.531904094,1.522299133,1.747833262,0.775661984,0.00012469
808,-3205.307944,,0.016097696,0.777738026,8.560517117,0.12956867,0.903302752,2.567741552,0.00695825
619,-3413.527244,,0.01847606,0.583221242,0.094225113,0.000183021,544.2937323,0.574548266,0.062253915
323,-3466.723545,,0.018675565,0.226030303,7.202777512,0.002109438,0.329230453,2.823530078,0.40973211
798,-3567.395657,,0.015257503,0.079585387,0.098665806,0.000366578,24.31270795,2.603585889,0.037511693
466,-3771.304162,,0.018857322,3.108135903,0.0004945,0.002006781,226.8993926,1.174869079,0.000109858
824,-3872.837122,,0.016195242,0.365174127,0.005463865,0.001057223,196.8641639,0.574946651,0.000757123
930,-3941.987142,,0.015717874,8.33361309,0.486967525,0.31081359,54.84874144,1.401041801,0.000274895
454,-4058.215426,,0.01967566,0.161870112,0.000160017,0.000132079,0.174113856,1.685877839,0.000256547
119,-4304.403563,,0.017356255,0.859343243,1.069465223,0.000447542,251.6710919,1.329146381,0.309623085
74,-4419.382068,,0.019006188,0.331767113,4.740600231,0.008495064,32.05039109,1.175683719,0.073988916
1031,-4606.10144,,0.015185979,1.227910369,0.002109438,0.000106537,6.645076729,1.381753244,0.002516711
273,-4746.113023,,0.017568921,2.665835416,7.038822279,0.777738026,16.00171999,0.508211174,0.001242129
1072,-4847.962636,,0.01856308,0.241268153,0.005278372,0.057213695,0.606038201,3.098349732,0.000109018
366,-5126.757611,,0.01861656,1.119867566,6.44416522,0.006107076,84.62525688,1.534214286,0.140982974
59,-5296.731045,,0.015354374,0.063948938,1.119867566,0.001781695,5.258154385,1.26006661,0.111557815
1009,-5923.026574,,0.019636078,0.267608559,0.024500033,0.004509897,301.416253,0.778894589,0.001098584
826,-6033.441206,,0.016688708,0.637039947,0.004926063,0.00134122,60.14044907,2.095798477,0.000651879
811,-6367.033936,,0.016505679,0.049071952,0.007600345,0.000457966,0.170804772,2.999038411,0.003651741
440,-6456.837468,,0.018326074,0.050796447,0.303738609,0.204565944,1.464985524,0.553056968,0.000472244
61,-6457.808471,,0.019167253,3.62382041,0.038238425,0.910262532,19.76211096,2.346482987,0.000110281
519,-6467.87285,,0.018219188,0.728618175,0.00246888,0.016627744,14.48215973,1.888839347,0.000132587
390,-6810.063028,,0.017263301,0.233973497,0.032421517,0.002183568,0.201449719,0.867238073,0.002575333
1048,-7320.58557,,0.01525604,1.631172909,0.308437139,0.000102526,0.18443075,2.028621905,0.459726989
942,-7459.672051,,0.019557151,0.069315975,0.561263327,0.008333613,0.496401784,2.069812381,0.014933674
2,-7604.006788,,0.016815615,0.14261548,2.268993926,5.787619883,13.05669723,1.637505781,0.000208529
548,-7812.209668,,0.018182536,0.1650061,0.182319589,0.000486968,37.94605804,2.706634348,0.070388223
731,-7874.314593,,0.016659926,0.196110118,0.000986658,0.014098297,0.137773809,2.641761088,0.000126619
549,-8177.447682,,0.01832256,0.786743808,0.376559261,9.495109992,0.245942358,2.86890461,0.000122791
901,-8281.311126,,0.019226161,0.6037169,3.254617835,0.042739883,19.38652636,2.261844894,0.013157297
854,-8370.100681,,0.016569112,0.09568268,0.000336899,0.00122791,0.172120791,1.591624487,0.000179542
186,-8463.204098,,0.01605761,8.560517117,0.054848741,0.160632468,1115.578151,0.926909248,0.000193123
379,-8641.607838,,0.017953832,5.922430869,0.820666426,0.0041767,9.86658057,1.1076484,0.032923045
199,-8813.205397,,0.018743743,0.045972699,0.007370552,0.000786744,2.295267638,1.858965505,0.002645453
297,-9224.559631,,0.018052235,3.868120546,0.110704855,1.404429684,177.4870482,2.596377214,0.000144822
665,-9630.479147,,0.016036067,0.135675053,0.001223207,0.017748705,148.7647374,0.582972607,0.000145378
506,-9681.874831,,0.018401797,0.072582736,0.013883533,0.001420692,0.159404288,0.552673751,0.002545853
450,-9818.549769,,0.017429642,6.107076122,1.539926526,1.261343383,5040.806191,0.879344266,0.000395822
266,-9969.464862,,0.019379796,4.926063433,0.019914374,7.258273574,3.780071373,2.091444914,0.000103316
738,-9970.186789,,0.015689262,0.057876199,0.190180799,0.22864761,35.00794892,1.072144975,0.00038533
886,-10085.70954,,0.017124802,0.037655926,0.031200867,0.006773815,1.053173687,3.621280674,0.001528152
401,-10846.10763,,0.0193371,8.269895086,0.517805509,7.398891635,33.04963494,0.96761162,0.000153993
279,-10868.11531,,0.015460753,3.460721624,0.00015758,0.009942601,0.585463736,0.683256886,0.000116368
471,-10952.03944,,0.01627464,2.845552919,0.375116931,0.013006686,2.260303027,1.023492124,0.005548386
76,-11677.45659,,0.01750166,3.487385841,0.000931465,0.000734232,1931.227039,0.600193666,0.000406599
375,-11757.96877,,0.017253371,0.08301693,0.067478694,0.000865964,105.3173687,0.539053362,0.023129522
306,-12115.328,,0.015725412,9.753638756,1.865663579,0.008659643,1154.781985,0.679949733,0.042413098
230,-12279.76465,,0.01816685,0.269670434,0.000150487,0.000852773,132.5867118,2.238449855,0.00018514
1019,-12877.6398,,0.017673687,2.6556245,7.484566763,0.003751169,0.942251129,2.279156513,0.406599337
874,-13200.94108,,0.01885009,0.240344027,0.149910942,0.054848741,11.07048548,1.473758363,0.000820666
1090,-13236.48806,,0.01559626,0.385330453,0.101352236,0.000104112,31.6835133,0.698097282,0.214206839
624,-13507.51924,,0.018520407,7.747590655,0.000938642,0.244061907,187.2837083,0.556132286,0.000122321
674,-13802.5712,,0.015285327,0.403490518,0.145378439,0.004290422,26.86375182,0.502954571,0.00777738
852,-14198.58243,,0.019264917,0.37946058,0.00032923,0.000291183,6.931597451,0.873270191,0.000425762
241,-14361.11983,,0.015988467,0.762956891,0.269670434,0.000312009,1.001920663,1.286543288,0.188003817
772,-15132.97757,,0.015644192,1.968641639,0.000563421,0.047043541,17.68072218,3.519815968,0.000139369
825,-15298.40458,,0.018440659,0.304906489,0.000233973,0.138303552,0.504080619,0.558837214,0.000121852
164,-15463.03836,,0.019859531,1.009640276,0.000366578,0.002945552,0.170150541,0.54544287,0.000185852
345,-15651.12251,,0.015199091,1.163679365,5.339492736,0.072304723,0.331767113,1.078106724,0.016691678
527,-16189.05308,,0.019340809,1.788545529,5.548385993,0.104512122,78.07284401,1.221369734,0.012565121
524,-16932.05719,,0.016265279,7.777380258,0.030607886,0.000149911,0.739889164,0.651347796,0.047224424
806,-16935.47936,,0.015933367,0.099426007,3.554948662,6.468943132,11.59222139,0.813097351,0.000369403
997,-17392.22792,,0.016567523,0.086596432,7.571233961,0.000274895,4.458273081,0.551908114,8.560517117
970,-17572.38739,,0.016351291,0.157579602,0.00198381,0.43234788,1.872837083,3.697371479,0.000140983
1065,-17841.76227,,0.018088625,8.365655958,0.000231295,2.366827827,0.350079489,1.895396922,0.000119536
