"FSC-A","mCherry-A"
21.036545,16.054728
15.456861,12.910268
7.927349,1.288653
48.078850,38.965305
14.210997,4.122649
37.984768,29.588079
38.768089,13.286025
6.768281,2.367589
19.874437,6.445938
16.907465,2.017763
51.184933,96.697990
7.523188,3.127140
45.887047,15.131207
44.362270,40.666000
8.647928,5.472255
20.087009,7.124685
54.552528,21.687389
52.154209,13.038316
47.759785,60.421272
18.645990,4.619260
14.205069,3.625099
34.447273,17.619808
18.135820,2.270927
14.871611,3.744752
34.117775,5.329803
8.966742,7.274876
23.088839,14.456675
15.123943,5.327672
3.905726,2.124815
52.695473,18.371304
27.280781,14.421292
22.343624,8.451078
13.397271,3.257451
64.444588,46.986542
4.790612,1.245985
32.274643,8.868123
35.564362,18.474220
38.114952,63.394882
27.573772,50.209126
5.868125,3.280305
44.244553,17.409544
42.273746,6.721677
41.386616,14.465613
47.086967,23.268883
25.070707,6.363244
78.274567,101.818985
4.325739,1.334350
44.200542,10.374271
25.117210,1.976144
4.838722,2.442972
92.734924,68.984077
8.968040,11.373702
13.374086,14.399832
31.021137,10.834810
29.131123,10.341773
12.422542,7.604699
10.975951,7.151072
12.089051,5.922046
10.480642,13.671280
41.701965,23.183912
5.843367,1.432039
33.752674,26.409447
36.867462,27.456640
37.280399,28.608835
8.369088,2.325378
22.032555,10.902982
34.990612,70.959343
10.056271,11.575660
10.848293,2.542571
34.115578,40.710804
23.566240,18.041971
42.665665,46.467087
30.620407,9.554396
7.055877,3.528653
29.978159,52.480518
30.372702,12.735901
30.098141,42.590836
9.886421,9.888430
9.152672,28.461420
7.382740,5.145155
21.452652,10.778048
15.534060,4.713098
11.787019,1.228666
7.624666,2.629955
28.886297,7.412133
59.135284,12.675652
6.972030,16.875265
46.551647,20.313929
59.143566,39.883190
9.496202,5.489344
36.483921,75.592834
13.317263,5.910259
15.774440,4.902924
8.172335,1.740282
10.808041,2.674684
21.015551,4.835276
28.297741,9.619594
37.945694,84.788162
44.760403,90.407547
38.098892,27.590286
17.948906,20.888996
16.607542,6.516923
5.196453,4.663554
11.201991,3.511397
17.526102,3.266811
47.736725,55.708851
31.734510,7.998857
37.714520,16.581350
14.986452,4.693257
7.703523,0.897911
6.959350,1.133468
9.824880,2.986513
8.021252,0.937922
19.882828,12.974421
13.934669,9.861358
29.098705,17.493488
77.279953,66.100563
67.481140,33.027985
11.950817,2.249958
42.308769,16.051611
62.949635,47.412483
18.616636,5.934624
37.460625,12.556278
40.439297,51.926449
41.506001,17.141161
31.581976,4.777046
47.876690,16.315710
24.558031,11.977145
11.070681,4.524040
40.283363,18.456081
45.383427,13.039592
50.730740,13.719563
27.952749,37.766747
44.114071,29.890518
62.013969,54.664135
35.416225,20.321165
10.543310,6.594990
37.069836,34.812542
29.573204,9.636084
13.894456,5.292666
31.737297,17.862139
14.530822,16.094114
35.152103,38.046997
32.420319,12.658460
21.492954,7.398630
6.963779,1.586585
38.590668,12.738589
27.540047,7.578125
63.646675,45.134464
46.346573,20.246807
28.254278,30.982435
19.959879,4.467279
36.131302,13.756136
19.651295,21.662117
13.266027,5.450750
17.339413,4.673185
9.516741,1.935065
35.110554,11.737937
16.313177,1.524153
56.364166,13.321910
6.841121,1.557295
36.789574,42.664253
10.141791,1.791947
7.047236,3.445674
12.718300,4.028980
41.884487,33.836533
66.420364,105.716049
16.681608,7.504376
25.910423,9.705670
49.596748,18.571957
23.307770,15.411200
24.817211,5.408256
38.934422,12.711256
31.119757,23.949152
5.379838,1.973512
27.100954,11.417067
40.283455,31.848379
64.663399,34.668865
9.358926,2.272183
17.062378,35.343067
13.387866,4.789047
43.425838,35.805279
30.686407,30.827990
14.531758,26.982742
34.802528,22.436293
12.531782,3.592793
9.065510,4.814579
21.984331,18.103422
23.605520,8.511600
31.395857,5.373159
36.076744,25.297068
21.004133,7.351248
30.288155,14.995872
10.026927,3.109544
8.320450,3.182600
45.367146,29.238316
27.948296,11.879712
39.618942,19.953918
7.734368,3.474681
6.894290,3.551407
39.987907,12.133611
17.506798,7.935711
46.293652,22.148520
53.688110,17.072859
38.659546,23.027979
29.461721,37.100594
16.004316,3.033944
8.957729,11.698495
17.611406,16.129395
11.176909,1.603756
10.047873,3.367741
9.291620,6.420506
57.419083,48.342842
15.832359,13.225599
57.157784,41.302761
34.299896,7.894828
22.425491,5.064464
12.412973,26.465033
27.815125,35.202236
34.225536,51.461826
9.430512,9.077119
8.653877,7.855790
32.316715,38.632042
12.878950,2.407291
18.105234,8.890064
15.780441,10.119902
41.745758,49.472942
15.307287,3.683698
22.695179,13.622649
9.461746,1.394917
14.715836,2.465253
9.173695,1.856981
37.938850,16.732964
7.573199,6.414987
24.809074,34.461227
6.805237,2.012438
52.973633,28.656765
25.133078,6.101650
7.369568,3.096913
10.644568,3.799971
40.172474,31.958557
20.580067,10.072172
29.937035,6.034791
8.553241,7.299110
11.760545,4.249657
24.814804,6.890846
36.276024,18.446037
10.866791,2.530557
11.464436,3.250524
58.410378,10.072564
23.874498,21.842100
33.050945,33.393894
41.771900,14.489763
24.926285,19.232126
4.364940,0.786817
45.692890,72.985435
32.466904,5.132353
19.147789,7.686384
18.843596,25.760153
34.478092,11.764491
31.126362,12.934985
6.250980,3.102605
17.791761,9.662466
37.595840,17.187798
10.901633,1.858115
12.844284,4.311441
22.772747,14.924883
21.787369,6.816252
6.003459,3.937185
56.097450,68.746407
22.606974,20.447546
13.816442,3.502325
17.704218,7.291010
26.861794,13.081261
5.368813,2.123988
41.350430,11.476931
43.844490,39.962029
11.164207,2.255842
14.475157,7.858953
10.137703,3.757110
26.067215,4.866304
15.311926,25.042179
45.715614,23.918709
14.824473,6.065107
10.574003,3.676609
36.894012,53.537716
23.996552,23.054699
15.877610,4.517988
46.868961,14.752248
11.851733,9.162206
18.488028,7.547920
6.802724,3.403752
19.601269,16.033401
19.642609,10.454648
32.500259,20.538628
31.522043,14.257603
17.283657,24.510475
85.846184,33.568523
5.088912,3.787742
46.826679,18.516308
54.834850,34.363132
45.875854,46.510868
8.889526,2.784557
7.610826,7.097199
49.259010,24.818653
6.719307,3.214906
39.282429,32.584427
41.553429,25.734470
27.600052,16.341429
17.574715,7.731581
62.294643,32.220188
31.511095,17.139996
66.230026,46.955055
9.833233,3.143799
12.733133,1.913050
7.658253,4.611785
23.618523,15.820644
34.357033,6.482280
5.344591,0.678084
34.351231,9.106990
27.036045,5.156291
33.542816,9.764432
15.237246,11.439495
35.203125,53.381016
40.054356,30.109015
47.116726,8.800413
35.124542,14.919127
19.570702,7.665219
25.540522,14.847120
99.679001,176.818390
41.837002,25.465645
31.248896,32.098568
55.080811,40.863274
56.251984,36.135414
13.681898,7.158543
18.528917,3.466645
57.771610,35.781624
5.213111,4.224957
35.877365,6.546586
43.378490,58.013031
4.269745,8.072556
56.854290,96.735489
96.908447,97.293221
47.676006,25.958670
37.572269,7.324145
21.833071,9.576628
9.164489,7.652579
9.345361,12.733066
9.541384,33.545048
15.577933,9.099781
18.563030,8.635460
8.395756,1.860881
54.244362,38.332458
37.649391,39.724331
23.781277,8.208842
42.106182,14.546521
40.831131,15.692713
27.904312,15.175905
21.883097,3.227740
31.667847,4.354465
19.782948,4.917846
43.963894,18.972584
39.208611,43.638298
54.180584,28.241325
24.432636,16.630625
38.745693,12.077035
27.424019,18.136028
4.274127,3.113386
11.155716,6.605850
32.106194,13.529181
20.348158,5.598525
27.043676,8.844694
38.502869,13.106929
20.585443,6.412783
46.275425,82.452515
40.342480,43.997536
41.003632,20.044666
56.567745,41.637955
16.450487,17.892328
59.123886,79.070625
23.952793,7.316096
56.338120,149.699112
37.262875,19.561623
42.583584,41.087418
48.834461,9.020504
7.845204,7.258025
8.159160,3.009393
19.623739,6.639383
29.038179,16.649906
10.855015,16.701412
16.094843,9.608089
16.911104,14.982139
56.978443,67.601868
12.490372,20.956377
21.076881,14.262988
8.655531,5.027553
49.414982,15.094042
31.491045,15.504601
36.508621,188.591049
10.662620,3.116462
8.378189,6.468075
31.473597,8.248789
7.004282,1.193322
16.834896,8.840431
12.757668,5.202043
11.036875,5.434004
28.702173,8.791389
33.614449,29.638966
58.468773,99.580696
26.090179,51.088074
8.496712,2.262988
51.259537,20.200821
33.391750,24.053804
46.492584,57.184486
51.833797,29.684072
28.316986,11.181828
71.449066,95.686142
20.764437,30.500328
5.388025,2.489927
42.631393,8.808684
11.080154,2.819510
6.999626,4.555242
38.768433,42.033825
15.337393,30.826723
46.868912,36.569981
27.586981,10.823917
22.796677,9.278347
11.258076,2.704922
5.990555,7.121671
40.889027,27.154861
8.821738,1.929539
4.927941,3.111721
16.491070,4.753982
8.417346,1.118181
30.067427,20.637331
60.215439,19.148455
9.935673,2.456997
26.405022,9.237122
15.616562,12.260524
45.809021,25.423334
28.376698,5.775360
21.488699,12.661889
15.627841,16.986265
29.297747,16.245783
61.103146,17.245129
16.742092,4.077144
13.416619,8.097239
35.291870,15.959820
5.513905,2.216861
4.361990,2.630708
22.858198,26.978859
47.910030,35.814037
12.267951,20.205662
48.563560,14.614248
31.954176,14.868850
19.808409,15.504330
53.672718,71.815796
9.804780,18.952806
19.705091,2.049629
41.869484,27.188955
17.700010,7.097808
13.705059,8.011394
15.620547,13.441483
50.454418,52.413025
42.922077,19.280849
11.674000,30.158695
16.580030,17.584354
33.996723,50.171341
6.356925,2.396439
5.268514,3.680527
39.271770,28.128813
15.586730,3.537680
8.953691,11.292743
9.208476,4.192613
17.804760,5.976390
10.170356,7.252034
27.659382,9.430000
63.332207,56.973358
31.022146,43.942604
16.007353,5.226808
28.837362,4.448408
39.061462,16.227551
44.670624,23.107975
71.160889,111.306183
91.748718,37.244938
6.929609,4.787479
35.600155,32.183502
44.829384,8.420547
10.977441,4.174252
15.240494,5.122585
23.700258,11.191496
11.716063,8.640303
6.056756,5.406909
5.787699,2.388898
31.453089,17.218666
9.566450,4.598203
75.414993,29.194551
81.675453,49.515247
14.526457,9.050233
9.248697,7.475213
8.549917,4.033054
24.948103,9.504095
13.919209,1.930488
35.258984,29.415819
6.487693,2.470336
27.897133,12.124197
22.601284,6.670242
22.030361,17.407253
34.522507,15.631797
8.061324,9.496697
51.908310,24.707172
17.904404,2.689408
19.750856,8.786586
9.349505,12.854614
20.835623,7.637348
4.455499,4.418030
55.399403,40.862755
5.618154,3.182753
23.901258,5.334872
24.857447,14.946752
13.855239,8.685068
17.081667,6.312430
11.476543,3.256713
21.033646,29.770887
42.018173,16.958035
26.411018,5.639446
54.834023,7.313909
8.435802,3.797190
57.337387,38.242184
26.292257,13.857375
38.039001,32.277920
39.549992,22.281855
23.289381,15.592999
4.974520,1.771380
47.741642,10.372074
4.991482,4.292755
29.792322,10.841172
38.376495,30.058186
7.900622,2.029196
51.142097,29.756815
8.756453,5.008808
15.161973,7.191196
27.934036,10.791281
10.521683,7.845268
36.306622,18.526672
9.077859,2.508075
5.997313,3.460692
43.649269,7.138288
14.571310,2.632743
5.557781,1.889061
21.905706,7.286855
15.039988,7.565287
8.600973,2.890314
27.373152,7.317307
4.935545,0.725320
22.557911,4.973616
27.775791,8.669091
13.444434,3.533616
19.242119,14.828002
5.383663,5.640888
24.479742,16.551916
11.099832,2.871474
7.747335,5.951678
4.774589,1.702049
16.957365,5.400463
28.222046,6.150843
19.064529,5.738483
54.339066,50.441837
40.519497,14.654091
10.508829,2.703591
9.471582,4.453498
17.816441,4.627684
26.677460,7.288090
19.072317,7.916518
26.907211,9.907055
17.041847,3.592514
17.688734,10.241185
64.938858,17.405319
46.901089,15.083222
45.335724,51.378967
17.977785,16.574032
6.810397,2.340950
22.417513,6.128200
10.174847,2.460797
33.624008,17.817171
24.193890,3.356441
39.342178,54.787991
54.555389,54.629440
8.801970,1.721236
21.240746,4.473957
17.873816,9.798957
15.126042,5.367584
40.720505,53.111732
31.417570,60.339569
44.554867,36.715019
5.005687,0.696916
15.856069,2.076176
38.128975,12.572148
91.143784,42.996765
7.358186,9.984883
7.777283,3.756477
8.856149,3.199189
35.292393,9.722363
7.995905,2.078700
24.397133,12.690801
42.309868,14.770457
15.528008,6.446997
15.978012,36.357670
51.104572,51.109394
50.897820,31.319592
41.241276,26.546093
30.686190,9.523462
32.700993,31.124399
4.734288,1.073648
49.513851,50.861160
5.720232,2.416782
44.274067,40.507954
25.353485,20.039909
15.539441,4.519598
6.669109,1.527492
5.943965,2.683145
9.912398,4.679602
43.212017,8.351603
24.421022,10.210594
43.225288,44.127480
6.379863,1.131822
14.246448,11.833466
5.852981,1.285275
55.529037,82.026512
33.684628,7.692695
19.240721,12.074608
18.798878,32.526314
33.968369,18.815142
7.962652,3.109791
29.431589,33.425838
8.100760,3.435511
16.567739,2.728622
7.978137,2.448357
12.736135,2.618389
4.461183,6.254750
17.134134,18.146183
8.395630,1.979877
31.622868,12.915956
33.253731,32.023968
13.049543,6.819259
12.210284,2.998157
15.678944,5.716982
18.573244,13.093334
20.906256,3.589951
23.911953,7.252584
15.669480,4.681389
30.951015,11.827044
11.409207,12.795217
34.815929,25.958145
16.579922,7.417821
39.066319,9.872357
8.682271,3.907337
11.905941,4.088595
7.942065,9.714988
12.005252,4.439415
13.993673,6.808113
29.646980,17.052778
14.966292,2.247066
19.585751,5.330368
38.224220,9.841956
19.405151,9.294405
5.447304,5.765493
18.924633,2.801385
48.409634,36.438702
11.136950,4.798705
20.367441,8.886336
15.525736,6.167715
24.482340,19.259136
26.039402,4.821341
25.394638,13.535722
45.269432,26.524014
75.190269,25.029028
33.663151,16.041893
13.597452,6.602346
4.304573,1.191427
48.377968,24.863312
11.212514,6.015780
17.995199,13.066371
34.579334,18.132944
19.637539,3.446563
12.040783,0.702648
42.381439,41.698101
11.540324,5.055037
11.188868,4.344585
25.710903,24.377159
6.104499,4.841537
33.183708,73.253746
47.741203,38.446613
23.491604,17.163843
35.593239,23.427473
33.380917,19.024906
15.410994,14.809475
19.793829,8.232551
9.329856,4.047538
38.100960,19.009031
27.397261,19.379864
11.102988,3.589833
13.308151,8.805508
9.465541,0.983537
36.726746,11.182836
23.515409,16.407766
15.839584,6.409227
17.466707,26.384850
34.352299,8.314397
14.621647,3.252997
24.972258,11.018164
19.712912,7.645585
30.142471,45.055889
15.268728,8.467753
22.234804,15.374609
29.534399,16.001083
22.969975,4.768867
20.258661,11.442600
57.728592,28.107462
23.892612,21.508232
18.588335,12.467405
16.553223,9.465957
26.183270,23.528276
17.227345,1.972294
72.717239,173.729034
43.557953,23.928524
18.150230,21.094515
24.396780,45.710728
12.659464,3.640827
70.882042,30.292439
26.980133,9.752556
43.436497,55.793835
10.253526,2.365065
35.210861,36.735432
35.321472,26.717205
9.614657,2.968690
11.360188,11.970842
17.382015,15.356455
28.796459,8.956376
28.127604,27.763443
31.135017,18.960873
13.836783,4.005529
34.863190,7.463650
30.626734,25.088715
11.545362,27.254927
30.478489,11.337389
19.864862,4.664062
14.106010,17.459509
45.958332,17.806381
32.208443,14.907351
20.266527,5.859127
37.906956,14.925737
15.897848,5.053312
54.461819,37.399223
8.731718,1.146370
13.755684,3.224228
5.133863,3.125240
27.036743,5.727531
11.633001,2.432657
13.523571,5.294065
52.283478,102.294777
26.732336,34.314865
37.189209,10.280141
70.315979,59.682343
54.772038,155.305740
18.740135,33.434372
40.998840,42.648121
11.548376,1.659487
31.090612,35.783497
5.720246,2.707164
6.153332,2.693456
14.762892,5.173372
77.165688,51.618748
71.140350,50.052540
11.963892,3.428357
15.425658,8.335237
30.170374,35.020084
18.508928,17.856173
6.874843,1.379561
32.026974,21.347206
8.116735,5.162165
42.709465,20.863434
12.212995,7.059763
16.426588,10.176162
21.506880,9.819154
28.183615,6.846369
12.216707,4.402075
23.134964,13.089087
8.478915,0.766402
27.345728,38.919647
25.577631,6.356987
21.078491,16.541868
59.841644,112.314888
8.217526,1.744913
32.125435,32.172421
34.657646,21.231594
27.724588,22.064407
28.176723,9.871107
35.636971,43.073933
45.100044,24.028465
15.483067,28.217539
43.092854,26.511768
58.023018,98.200516
17.720430,4.437507
7.208213,3.212790
14.239991,28.946222
40.203941,94.989029
10.591387,6.267682
9.695737,2.679570
7.936230,2.196489
29.940653,86.785767
7.790704,4.272185
9.613223,1.382600
14.645651,29.927761
5.417754,1.256664
50.666817,31.478882
13.256290,7.494027
15.572568,6.093106
37.242176,19.288633
45.676674,15.661718
20.899864,4.389671
38.007652,38.568886
10.362383,3.275016
25.771172,24.847990
37.381516,68.419617
7.903946,10.694318
15.351865,11.486381
30.534876,74.821075
6.859302,0.243219
8.338768,15.619554
51.526840,9.811178
8.818779,5.695522
4.445938,1.624870
107.664993,60.680943
20.872881,15.951246
5.791379,2.992744
33.320141,19.200811
53.784065,27.224966
7.996771,5.709156
63.579308,70.670937
51.269211,57.287735
9.102710,3.385052
34.262012,8.393958
33.250729,5.427107
7.099736,1.865883
15.206283,4.023110
24.973524,8.180989
22.236616,12.361986
22.513977,15.856708
15.768696,5.897122
40.488213,58.873230
16.984476,23.474613
16.838068,12.815773
18.389669,21.970024
4.984280,2.119840
10.406859,3.151154
34.512253,21.029026
46.660721,7.516741
25.943493,20.016121
14.497330,6.865332
17.928925,5.579608
49.323822,8.699370
20.109804,14.140688
15.694819,5.323834
38.697716,9.687001
15.167751,11.314970
18.951262,10.419198
8.357382,2.317662
21.835978,6.768290
37.883022,17.354689
15.009848,10.297209
61.605000,21.041866
21.952116,6.148190
25.089014,7.918308
8.501938,7.713257
5.517447,3.089588
28.209194,7.330903
26.731468,17.048733
27.639568,10.957119
4.457271,2.849005
12.480320,3.666967
15.376105,10.935987
42.611347,22.605698
86.412628,148.626114
26.263447,12.440255
31.555403,28.783691
31.394377,9.042282
34.859814,15.775373
6.397540,3.291355
15.150688,15.897203
16.783463,18.160753
7.097459,4.160890
28.045065,15.165915
19.717478,11.203145
24.195055,9.906727
9.911392,86.988174
17.540237,10.638055
34.886398,16.687183
37.289165,12.031237
44.561275,59.363621
10.278593,7.043136
18.029158,1.991075
6.146527,1.859007
11.069248,8.895400
12.352884,4.064040
30.811642,17.932140
21.600161,16.186258
14.281803,2.719843
38.760609,18.343992
36.093964,9.268041
28.663206,9.127848
11.405952,4.712129
31.987949,6.903710
28.782316,16.250015
69.552681,50.243523
21.796284,4.686209
31.195477,50.842972
16.973011,7.743659
60.064186,111.272102
33.541843,7.881209
23.345612,7.378627
37.165710,10.013576
7.964961,5.099757
33.725204,18.374098
33.308113,29.061483
22.257900,41.840130
16.732147,3.832993
8.785120,5.966854
4.155820,0.023315
18.452612,8.582965
16.526041,20.327785
14.246393,4.942725
23.618505,26.940031
8.939272,2.771297
23.905165,16.425968
45.008007,14.290255
39.220787,47.803276
6.411654,4.153199
12.978753,18.989313
28.804953,12.247827
25.317884,4.141202
27.874971,9.717643
43.007080,37.506256
32.988941,11.790000
29.422642,47.943504
29.402981,31.712662
44.423824,35.842922
41.727810,19.964661
28.970974,9.541264
45.489300,60.822418
9.457987,1.632537
27.698906,8.674895
27.276072,30.654499
33.111423,19.416006
63.164391,38.879860
37.527504,12.289109
29.980076,62.088146
25.832644,20.892437
23.941734,14.381006
8.801181,2.611360
27.063271,33.961754
8.111496,14.825972
13.160543,1.647696
9.964555,8.169565
12.850132,11.828075
23.552357,5.386446
19.822691,8.794711
24.500679,29.394817
16.267824,7.400793
7.673527,4.074886
35.487976,7.388412
34.750114,7.719584
49.976624,51.364838
42.098587,19.318382
7.221038,0.929376
18.057314,8.097295
25.197428,20.847294
41.353447,14.422352
27.506273,23.004269
9.350210,4.716755
7.162110,3.621533
9.189364,3.213285
12.993404,2.339015
35.816647,17.810183
10.607981,4.256598
26.067263,13.150164
32.942966,37.656994
5.952119,5.701764
29.470318,23.714556
9.253241,14.543516
48.549500,33.692074
10.562197,9.105531
36.673119,10.936926
22.041700,8.864052
21.436750,3.612175
32.529366,38.296921
10.058722,2.374550
28.097137,13.107571
15.255271,3.641755
10.368506,4.833585
23.706917,8.756198
24.335871,26.625988
14.886361,9.212941
28.736965,7.970606
21.881443,16.168259
12.830003,5.473402
12.686149,5.330454
28.307045,30.254280
16.574905,11.489423
10.988934,3.254053
69.724953,29.691275
16.096497,15.103486
8.603851,3.103919
13.090023,5.066484
28.087204,9.067277
4.880778,3.544812
17.701496,10.464168
25.673038,8.866286
10.625832,2.735697
36.910004,8.351464
25.132627,10.336617
42.166908,28.616959
4.840598,3.181928
22.116571,16.935465
4.081995,2.671269
26.509136,28.779810
17.029287,35.638241
7.770908,4.071349
12.900816,7.690657
7.217107,0.753356
12.806864,3.857066
11.843229,12.057848
9.397483,3.414710
21.103964,5.285668
15.391356,7.219925
30.524849,19.209476
32.717876,19.644014
14.454146,7.861232
47.789017,34.692398
15.178679,6.859162
13.116244,6.860507
42.923832,18.811745
31.362850,37.645615
5.178881,1.550885
15.565829,6.508409
12.485904,2.085405
60.543617,33.554871
42.317196,17.748594
18.633575,3.917195
17.677776,5.408401
27.525183,15.264093
88.662636,109.052391
11.431670,4.648163
14.077329,6.694896
37.036743,47.206177
71.809555,33.093987
13.084436,3.985664
5.486605,12.485130
5.007576,2.213488
5.779481,2.633362
17.878731,13.014239
8.202206,2.547158
25.056765,11.653488
9.983213,2.573990
7.292391,13.948606
16.493811,19.535028
10.448716,4.177744
34.969009,5.385160
38.626858,36.913158
7.759690,1.842203
10.566786,20.453192
10.397615,3.287520
39.585472,40.478172
23.198088,28.415195
72.682655,167.145554
35.066936,8.089974
15.110526,7.380367
49.668488,38.578163
35.900948,6.595927
46.379036,23.635347
59.224583,23.817690
44.576180,46.013252
32.439640,11.324221
6.363388,1.630013
7.351516,2.788208
15.775208,10.312118
28.558355,23.361006
39.056442,24.363079
5.181973,3.147285
9.923802,6.185501
39.549816,14.025286
18.189907,8.917534
6.321319,1.699853
27.725872,22.658794
15.221828,13.251058
26.556055,15.074022
39.388878,11.357780
6.619717,2.392755
5.415768,4.692986
16.068359,7.417787
18.222109,8.190573
10.772069,2.987783
59.611710,65.597702
4.716399,2.316354
16.593834,6.770463
9.229117,1.119614
4.222353,2.556643
46.132210,48.889832
6.985203,3.435282
70.085922,52.651592
23.930212,5.317392
35.469299,12.597897
22.659473,33.017971
26.384623,12.099687
33.139870,100.387161
5.847110,0.928681
38.989300,7.054255
13.178593,4.762332
44.920273,6.836170
17.542700,10.261277
39.090031,19.630280
12.320676,5.453142
49.093578,15.029306
16.987911,12.785734
55.603046,24.811428
7.975916,4.241573
14.102771,9.532781
31.128502,13.434387
33.227558,24.861139
14.438506,9.108846
16.340065,2.248096
7.697568,6.715551
29.132132,11.308256
36.048141,6.545692
12.358828,3.400893
7.045018,3.648404
36.503574,22.552696
32.579262,20.626734
13.307743,4.201917
5.433390,1.458521
4.124254,1.400112
12.538740,8.162017
20.420652,46.502789
13.709805,8.209874
14.248115,3.007571
23.814074,25.211344
15.946379,5.001845
42.465290,12.009233
43.913761,57.922314
5.122535,9.149107
9.329658,3.440759
45.790291,20.350412
44.297501,20.466484
27.516802,9.829392
5.166676,1.962315
6.163158,6.843693
9.143497,1.816719
19.203388,14.621775
9.855530,2.853588
11.436808,13.421652
55.106045,44.506573
9.307740,7.456145
42.636730,29.819984
11.990536,5.282339
15.425969,3.407659
16.873302,2.249175
36.914253,19.077007
38.598404,33.495693
33.743656,12.509459
17.666870,9.611903
55.367249,9.245170
8.919709,0.198311
27.984257,13.708951
26.602846,13.661942
11.215932,3.983706
31.019464,56.613308
8.079444,2.659498
10.781668,2.291718
19.539633,19.036997
18.724781,16.499352
28.300039,7.558006
30.885384,16.926291
21.025015,9.497886
8.623343,0.417899
4.831047,0.470962
22.437912,9.619880
6.854995,10.755532
8.843957,2.613924
55.228661,35.858578
12.115847,2.183296
5.467759,0.807309
48.800495,17.479488
15.481318,7.214025
19.787540,38.358097
11.066620,2.898611
41.150242,24.936392
41.036125,34.725468
9.993274,2.748153
5.240672,4.051006
13.274624,21.669464
29.684576,4.355243
5.859244,2.696088
17.258883,13.367428
22.226994,6.574754
35.756454,19.546412
26.267735,9.307409
31.641365,17.353840
42.602806,24.690794
10.860397,6.378493
12.122565,5.003847
23.224007,53.406464
12.169304,6.409787
30.650959,6.687009
14.015286,10.971939
16.653843,17.682428
35.292065,5.395627
15.822923,22.470434
29.985605,26.295305
59.542339,48.550293
11.241321,4.038476
19.331892,26.114872
25.820238,28.500660
38.417778,36.083351
10.910273,4.007025
31.186598,9.301723
34.127464,10.654120
34.872501,27.873074
31.520315,24.622271
44.148037,11.683783
18.896009,5.017269
20.519354,11.790952
32.577885,42.845161
15.477512,6.109164
28.867109,19.082502
17.456648,10.636384
17.523390,8.291566
10.282767,3.139691
12.904037,4.854195
19.038559,27.768297
57.256706,41.357941
33.983547,20.167517
9.497667,5.615695
24.667206,7.174991
12.091697,3.710630
12.615368,31.186907
6.779016,2.477886
37.972645,6.639753
28.802858,19.425671
11.501096,5.645925
8.681337,7.108144
34.833588,42.499599
30.513641,8.813387
25.863266,10.957231
19.890703,10.656275
64.579712,38.049137
51.948143,16.881178
15.014257,6.785636
13.501581,20.396477
34.073860,16.248970
59.346088,39.340736
21.680117,9.716877
24.735392,8.227663
20.180567,8.863332
4.335939,10.684859
9.059069,4.416424
13.293414,3.315566
21.346638,11.917645
45.880089,35.068974
4.787633,1.963238
38.590614,11.449535
50.428036,42.994041
5.617842,7.075394
16.473343,17.858419
15.402191,19.440475
33.880180,8.306885
10.714325,2.374032
35.318230,14.311950
5.165667,2.670438
4.813336,4.814731
36.864841,24.808369
10.826723,6.816621
29.147604,27.590181
14.644136,8.304643
32.105526,38.515163
17.680998,4.189453
18.664223,11.776537
37.215996,13.859901
6.730548,5.148943
51.634830,77.763748
4.658873,2.513175
27.998640,16.430496
27.127640,5.374325
14.404258,2.952095
33.002300,69.515495
15.608908,1.799471
14.247172,11.645858
35.986687,34.382713
43.896145,49.796574
50.282604,11.241676
18.269613,8.053558
35.135860,10.362851
79.644356,62.446156
75.901482,52.472511
11.720204,11.941153
85.148994,46.607635
41.289734,48.807426
24.871382,4.474688
6.660233,1.784312
15.358721,7.730577
21.486217,19.497534
61.209278,29.695755
8.170694,5.411175
85.579155,23.142181
17.773600,52.215500
46.459606,29.309963
7.467060,2.281767
77.692093,36.965172
22.630648,16.481895
78.639847,92.264107
4.549699,3.270057
18.974808,11.749382
30.337395,8.592169
29.024763,27.069456
4.709263,5.038692
4.466448,3.655965
18.356451,8.434782
22.805157,31.765387
26.898621,21.042753
22.908297,11.097755
52.382687,25.399179
71.533310,20.917278
54.405525,32.866360
6.501848,4.279744
25.005730,7.186387
26.760408,21.500368
42.337528,11.373788
30.191736,22.904041
16.224649,5.430413
34.628922,23.644125
6.354828,3.774280
23.529099,8.029049
9.604427,8.129808
5.984247,2.830904
10.269781,9.593434
7.499414,1.297611
20.948158,12.670732
23.211561,15.683452
22.550005,6.157868
29.150509,8.836208
28.033060,23.481005
10.308195,3.500742
5.789616,12.461839
24.725954,16.738195
25.176283,11.118439
28.716330,12.917934
18.003172,7.176735
21.005289,3.662789
14.168100,4.208714
34.083923,25.248276
21.519608,4.296967
6.730039,4.498106
9.343900,4.010560
16.132332,4.844638
30.719402,17.685564
12.189082,6.417644
9.663075,2.532470
14.013505,3.700790
13.984241,5.459775
15.085976,6.991758
33.985348,26.963310
28.897196,11.423780
14.414160,6.035854
6.015579,5.865000
37.497112,73.099426
10.021670,18.553364
58.769661,58.615963
17.121037,23.799273
27.641996,24.059669
9.040184,1.486876
25.789204,18.201946
41.109207,23.815586
11.543283,6.081063
25.650290,14.610991
15.832428,5.875893
36.510048,22.907455
16.265343,24.584238
17.174501,8.325131
68.622360,76.671867
31.277008,12.286805
27.607197,9.913114
9.462173,1.654911
32.609745,9.768407
23.071596,7.992464
49.052776,20.260038
24.611412,53.232262
5.051101,1.144857
41.143375,23.512775
10.801647,8.378163
