"FSC-A","mCherry-A"
34.658405,7.761464
28.263927,12.461389
20.578539,39.475121
32.174240,15.221141
38.092846,13.573150
9.052466,4.127275
6.396359,2.148753
19.332989,6.193751
15.070371,3.428818
8.169295,2.438172
25.486065,21.590403
29.932716,19.424078
21.664911,7.954071
69.292610,34.001369
6.613562,5.182714
26.961977,33.080475
14.023452,26.363274
47.939610,25.473070
10.544700,7.015022
18.511057,7.004858
27.878592,7.469943
48.991016,21.877033
19.670876,9.736144
72.070114,14.937373
30.468365,18.748734
17.756573,15.917553
41.943207,20.345942
37.357616,38.655342
11.495683,3.536155
33.595482,14.138924
10.841085,5.599797
23.016800,10.801588
20.278881,7.549477
63.061134,44.244293
15.086226,7.963100
12.517470,3.326406
54.655415,55.270531
22.261442,6.183844
12.999952,3.178337
9.761098,5.618124
73.223061,62.972656
22.458048,8.682018
49.634785,50.345409
29.739939,34.677570
24.726246,8.355777
10.773930,20.178526
5.707824,3.511269
13.283463,5.499593
20.243946,8.923879
19.154753,10.823768
93.368004,209.465729
64.139015,39.583408
30.463537,18.928841
18.074989,8.426080
10.360466,22.441154
49.649651,34.731419
10.389063,1.301921
31.108427,10.033498
26.781574,20.984112
40.922382,31.649403
7.818065,16.183901
13.078084,6.686977
12.046763,3.110441
29.415443,9.301287
26.209187,23.346317
19.510759,15.162220
17.042187,10.089968
16.068262,8.822862
34.924713,55.876186
13.883992,5.963614
22.561001,5.419590
8.235124,1.193225
13.887437,28.586399
16.006828,16.056541
14.484360,26.620792
24.045723,16.722143
5.700877,2.265563
27.064493,12.638743
10.907358,1.523624
42.469326,26.617933
9.421535,2.125633
37.144222,50.010303
8.869781,1.702654
11.159251,4.599303
34.361732,18.952127
23.268806,12.851824
18.571407,28.436192
28.128716,6.927498
22.374166,16.030241
25.877832,12.694049
13.518634,4.942175
64.854149,148.026855
45.482601,34.920807
24.651016,30.612293
19.573942,9.482414
43.200623,26.029589
21.849453,20.245373
71.834671,143.732330
70.004333,18.147453
49.506374,26.993620
28.047718,14.936918
69.199791,20.553047
53.456493,16.693462
9.880092,5.111300
65.309402,69.835747
72.977699,217.812683
24.407934,10.675012
6.127912,2.485789
17.612936,1.870969
23.959406,17.584841
28.457830,49.603436
37.831680,20.867741
96.517502,54.622063
10.578506,3.972558
7.262796,3.890837
15.574099,10.873789
38.909081,8.591132
5.329102,1.594572
37.066444,33.528534
13.093276,3.163069
37.810730,20.262051
28.551796,67.423485
12.448681,3.478374
6.238684,1.761816
41.826847,16.325653
12.809945,5.029233
30.566170,87.104988
8.685370,4.590390
11.106739,4.931151
18.729300,6.962637
50.772522,66.793991
5.886333,1.643056
26.718044,11.239772
7.206002,2.095248
23.664619,10.204919
22.603050,10.518054
7.427193,5.593077
55.147835,89.427406
42.694183,46.038837
24.023090,18.589859
10.825902,9.227005
22.934111,14.656775
22.851854,22.826328
12.533429,3.654979
11.611709,11.759341
8.263053,1.245826
34.555058,18.933964
55.426342,7.421723
31.542356,8.455040
69.704109,65.706810
10.364624,7.699193
17.611631,16.028234
35.231804,14.760997
20.585104,9.512292
53.593140,22.569681
19.323950,16.168978
34.449581,9.731908
14.355803,9.296174
14.077171,7.447177
54.619576,31.153933
57.362114,26.776911
45.452129,15.720330
14.012564,3.308689
14.345398,3.693650
41.610874,14.760268
16.057711,9.462421
19.521982,12.459366
46.048183,33.095554
28.989241,38.286877
32.089676,22.750477
32.955200,27.625917
44.567486,42.663940
13.362622,3.959843
54.339180,33.579159
37.849377,5.609406
26.067692,35.379730
4.249235,1.751531
33.104706,5.692644
57.118114,107.516983
11.261082,3.373299
19.461908,16.035597
15.603613,13.970140
24.428820,4.261675
47.061726,35.030178
30.419424,8.023850
10.830472,2.185764
5.279969,2.216315
18.326054,8.782254
19.162449,24.396433
28.220772,21.776695
38.760796,35.749557
5.212895,0.819847
71.044586,34.778393
91.802864,116.194557
15.141902,18.640301
29.607557,9.751182
22.445759,7.033688
68.276497,52.010124
15.721696,15.432868
55.994865,42.666515
33.721634,7.419967
6.857119,8.956869
4.973272,2.690238
34.321140,9.785685
27.574875,26.874292
33.337776,8.240446
10.196110,3.971663
35.210266,10.622362
28.853411,27.174650
32.673790,13.355109
20.695602,24.244270
5.803916,1.052792
4.616131,2.724517
55.287251,21.244820
21.758341,9.604630
77.205826,55.393456
70.082916,52.362480
31.424093,6.043696
26.961994,51.486790
21.062500,34.150440
36.078690,12.280665
46.634708,25.774033
16.901991,10.894212
29.894756,18.938879
5.446503,1.971287
37.627254,20.722813
38.288967,18.222580
36.245041,20.138905
81.737549,71.984901
41.064423,40.932728
7.430590,2.774121
6.643989,2.474075
19.670069,4.316932
5.099067,10.026297
39.608047,29.808247
22.327541,5.504065
54.095310,31.057135
18.723310,22.303553
37.300972,39.923801
64.997482,32.164635
104.629829,37.114773
94.517296,35.562840
50.741653,45.485382
7.478101,2.105994
26.810858,15.183629
75.127296,16.924896
59.746246,15.426335
5.866341,2.293911
15.282413,5.392680
41.645882,46.574867
14.273105,9.428134
15.500178,8.454010
14.184038,2.197540
60.769760,43.806850
11.676428,4.107194
8.838847,2.175731
14.520448,2.694792
34.297516,37.330700
40.112999,43.933239
49.537476,13.886436
25.109440,9.378107
32.586891,18.178917
11.760376,7.643948
39.120186,13.577638
29.814390,22.735060
60.313076,49.690601
16.662788,21.748726
4.815606,1.509580
70.246132,28.032202
39.204929,42.654274
22.595243,9.097343
22.906254,5.938336
5.020138,1.438995
37.976425,42.318794
23.348791,46.643391
30.323792,15.856313
8.158165,8.456152
50.629204,16.697563
67.436996,17.745972
42.984154,59.537025
18.285301,25.300404
31.570696,15.515347
43.936886,29.178087
30.482468,9.612338
44.251804,66.310883
38.496281,14.918544
56.840847,45.828285
16.245235,4.671638
12.297060,10.373413
8.622194,1.800902
33.450409,43.393341
12.178337,7.200385
56.080532,22.315535
11.681911,4.046374
28.934568,21.246716
8.022632,2.065834
32.924248,10.936285
14.480145,24.752672
15.387602,3.297976
80.001671,84.210770
24.348125,26.350319
4.913017,5.186924
25.394001,23.533625
38.599030,15.775047
12.293336,2.826704
45.033638,38.820255
28.524153,8.706434
5.678678,6.218127
21.475264,17.290304
14.825351,9.643411
27.787090,22.445459
27.996401,16.798485
9.252528,1.831018
7.679373,2.629842
10.799380,5.039060
35.648846,26.729763
33.838326,18.355841
22.442162,22.614019
13.197013,4.633639
28.104002,17.804996
41.678070,41.139126
11.903080,3.209355
6.015747,2.720036
24.635555,17.226887
57.011116,38.050610
8.758629,2.617954
65.908730,43.710949
9.073103,11.468073
13.866325,2.278116
34.158504,10.112834
22.714890,35.450397
13.015100,3.689487
37.920986,18.190041
76.534431,66.194267
22.900219,12.481693
19.470936,6.501569
31.265915,29.030031
12.447765,5.079599
20.032736,10.464270
10.707797,3.083159
48.132618,47.174278
19.954815,13.860582
48.199932,24.548172
17.792974,7.288177
6.090130,2.425026
22.858877,9.627680
13.124088,8.434405
31.744133,24.773876
5.852445,1.900056
64.499878,34.815594
11.935926,1.356515
23.098593,20.044605
22.196180,20.058779
12.264350,26.774542
9.214206,3.223958
5.560678,0.999825
4.388591,1.376471
12.703328,4.176238
27.121435,10.351971
14.938451,3.381289
12.756324,7.244907
8.924716,7.080925
23.069075,10.865868
15.468339,6.876913
11.694109,3.380901
7.019647,1.854648
31.330179,17.309324
10.412837,1.032632
43.020763,24.676283
48.899876,26.544384
27.376801,28.973703
12.545991,3.246861
19.291042,12.249771
8.287339,8.047558
10.982917,6.987951
36.723709,19.175850
47.326645,21.496292
18.877728,11.891370
7.048507,3.220458
10.801711,7.660653
14.132336,6.194281
24.534996,12.006788
20.667847,17.579815
56.274696,32.007832
34.956074,10.112387
31.579763,9.781879
19.938992,12.890691
10.602302,2.526736
50.264309,37.549614
12.283606,3.761073
10.042892,1.994080
7.480329,3.591119
33.498631,7.387365
51.160397,22.813154
6.203719,1.561177
51.565479,10.975274
8.860616,4.131294
24.596054,12.072572
28.186081,21.077066
26.610012,12.826930
22.787884,18.962336
20.824656,6.585668
10.665560,12.244276
31.942621,7.349740
35.934143,8.121009
27.377476,4.697261
6.332681,5.091397
23.951021,17.576090
22.139429,7.921262
25.236691,26.540962
10.254567,2.814182
37.843914,24.901047
4.687664,1.102297
32.088856,21.899090
62.937817,19.870163
38.796726,12.769238
6.125374,7.895499
16.178316,1.417309
11.216017,2.296453
80.403069,66.812798
31.449638,20.617041
7.045588,1.299769
9.172116,6.200262
20.957056,6.989398
57.455597,31.686665
8.006941,1.438529
12.149513,7.403897
23.470951,11.880759
4.278913,2.571444
19.847721,17.658327
58.508541,30.868290
29.957447,22.988489
39.794846,34.552776
37.967411,24.879385
47.130932,9.434761
32.715618,3.538975
5.541351,2.220533
38.507862,34.669254
47.419449,31.332891
54.002216,15.829498
62.404274,15.304904
39.781769,24.011887
16.129082,6.716204
26.050795,5.742915
26.869486,18.213432
31.729832,133.836624
36.680412,11.485603
61.507633,63.109772
25.246580,22.604422
5.739571,0.744296
5.460964,2.209709
11.963485,2.785466
6.802514,2.896463
15.813684,7.651399
13.034661,8.752554
5.426857,4.300136
18.722393,15.505517
36.668858,36.666775
21.797132,18.454573
14.022947,1.599851
7.419547,1.632196
36.441074,22.575533
11.551556,4.644040
6.556627,1.390314
57.814167,12.350252
26.276867,7.002451
45.751728,107.583656
8.965098,5.526822
12.052822,4.254914
25.263126,27.798210
34.512104,21.784477
16.472935,24.215099
22.742699,29.912683
16.708344,12.520690
4.636497,5.358005
14.001302,8.791903
24.141384,12.975920
56.923679,37.661057
94.839752,204.880753
33.504330,23.980009
104.989510,106.146790
6.554448,4.733897
6.153834,0.536064
4.935451,1.488629
8.985933,1.634327
6.368343,5.974293
21.222298,5.128074
17.885458,15.905011
30.289833,12.784651
25.790688,10.727372
20.119497,23.217115
26.496450,13.773831
27.551308,41.691063
5.826055,2.059614
15.900856,4.719636
7.359607,7.608675
6.303744,3.991928
50.036507,16.557760
33.995605,34.807705
18.397114,10.178434
20.866858,11.331266
24.865704,30.768375
4.920221,0.856909
5.996021,0.519571
35.771069,30.037987
29.706551,14.742139
32.072834,30.255091
9.739821,1.946926
24.732164,33.075672
41.173183,23.338512
8.471117,2.354140
9.647531,2.894763
14.185669,1.814518
37.419617,38.190224
13.668210,26.291311
14.659852,21.215078
21.418808,2.776340
28.098866,15.207507
25.975306,27.136023
9.292028,2.072561
20.805407,13.600700
55.632919,36.533100
7.630157,1.462808
51.783272,22.866425
57.221649,58.917770
21.796696,18.165619
50.736244,43.393284
8.020315,4.290988
19.007912,4.625262
44.538460,15.760960
43.631996,14.204185
54.274002,30.382624
32.791721,14.255395
5.036811,1.367385
14.997089,10.826874
8.727229,29.741537
18.072033,11.228298
10.696044,3.573204
37.079319,17.192202
24.799086,8.654675
14.854009,6.605244
8.751370,21.669746
24.981022,25.649042
36.819168,13.526835
9.418271,2.782150
35.306255,8.989688
20.721476,12.677658
21.025866,3.966480
10.944663,1.656382
17.782480,5.457108
5.368146,1.369303
9.922910,23.782274
26.628475,3.936237
8.593465,1.485731
32.904839,22.079473
25.387102,6.574512
24.556532,13.082367
51.255379,22.424221
7.499702,0.558383
24.816694,13.326390
20.220209,8.097743
6.237982,3.219222
16.647953,5.495497
6.646262,8.294712
20.210043,19.624325
11.581366,4.239448
14.726145,31.467949
24.434288,31.253510
10.012735,7.571679
25.600462,4.452609
10.645864,4.343110
11.789221,2.720029
11.444095,3.394019
15.304467,3.280187
18.739853,38.778801
56.257275,74.476311
31.044462,23.451378
19.889368,18.058105
12.365192,5.143991
20.179314,3.866095
15.811797,5.908643
56.199417,26.638693
26.537678,10.561131
38.770470,36.162979
18.559130,16.279493
10.541879,4.200112
14.032070,9.601261
14.931656,4.669556
7.641140,9.394214
50.328564,61.261192
45.708153,81.848000
28.373682,39.766861
15.161986,11.670753
9.159223,3.017164
63.705116,40.092232
11.889074,4.198363
58.917316,40.799084
29.873468,43.183670
10.341493,2.729805
21.601120,4.191547
12.530547,2.265388
7.763114,1.076425
8.341034,2.079950
5.019501,2.405262
33.887554,11.132807
40.481205,24.195929
34.171001,32.222321
33.667168,14.142533
15.906895,8.780757
41.992889,25.339945
37.890686,44.022102
33.587662,16.966379
5.897779,5.399195
15.796734,6.671462
38.629101,12.542613
18.019724,13.227999
40.035591,19.509241
21.360321,17.444242
10.748917,6.502764
16.544889,1.524371
25.746719,25.696033
38.635170,22.567829
10.087032,9.325619
35.900517,11.296760
54.337250,55.645088
55.221687,23.389725
49.030952,11.984907
20.659449,35.206692
24.518608,15.559661
12.752177,2.423491
13.172804,9.777828
11.071052,21.060732
32.254692,31.358976
38.863602,15.562642
29.528439,13.221045
7.829289,8.765002
31.869471,45.233643
9.994827,3.364310
24.448067,5.788674
59.354603,30.985723
38.153362,18.806047
7.268562,6.208553
44.921276,13.497448
31.994316,20.477226
9.823113,9.934791
10.468665,1.455324
11.501914,1.630907
13.904643,13.405672
4.472081,2.632948
52.249569,10.986263
10.805486,4.143507
15.518538,2.304403
16.070995,11.030412
39.448895,13.147995
24.711002,7.926133
11.455152,2.722156
11.610131,4.244556
38.309273,20.688747
6.475483,4.648687
19.145391,10.212362
91.766823,196.528046
50.858494,22.290659
43.590786,53.670803
10.803600,1.468428
10.859497,7.021158
9.516175,1.962983
15.941802,6.320023
26.971025,22.299589
10.348434,2.149678
14.120807,5.910515
6.424772,1.502277
34.839230,23.456173
73.704002,33.285595
25.892025,6.768379
14.168097,4.572851
28.741859,12.080450
22.255426,7.905693
6.573035,0.995791
37.930038,16.505180
55.413521,36.724125
12.830586,6.177187
25.461454,11.162524
25.959633,14.485039
52.792164,112.834793
29.820448,11.724066
12.564964,8.492246
47.900169,83.260368
29.625654,24.129358
15.661746,27.748045
21.899485,22.236588
57.929657,116.140022
19.761467,6.822407
47.842499,5.440620
54.256100,85.766991
50.417927,123.892776
9.877419,6.578523
31.082932,24.189137
60.540646,46.680328
32.723450,20.480001
15.766369,4.210757
12.484188,2.120347
42.571995,31.708740
38.810402,21.555849
21.505768,7.582140
19.869953,7.153113
23.461660,25.692465
4.438220,4.239437
16.599966,5.778613
17.047026,6.234436
13.682915,12.888724
60.467838,8.937228
6.406964,2.576181
12.489035,13.079552
16.170750,12.872322
14.669036,3.988621
38.498943,14.956174
8.903983,1.650353
52.202271,21.257128
5.360966,0.551677
11.733010,11.805868
33.396912,11.007482
33.561646,17.428919
25.060415,23.641325
43.741058,27.443710
5.067642,4.442607
22.969503,9.336907
5.129801,1.613212
18.267538,5.131088
25.012226,7.164837
49.358803,32.105488
5.825334,2.230980
17.966244,33.970081
15.244808,32.476406
9.150111,2.823711
12.867827,8.137816
14.083575,9.213344
21.249306,13.374672
9.708960,3.214127
34.848740,10.760218
66.122665,20.398733
24.758875,9.207728
25.346388,4.140439
22.576628,18.626047
5.465837,1.698686
62.520638,37.833912
5.014287,2.190309
17.601225,17.010139
13.325145,1.497158
6.390643,1.839510
28.885950,11.200785
5.644063,1.690602
7.029538,4.490563
11.768954,7.795250
24.702467,90.936478
42.518337,31.241726
46.227428,20.790350
15.516562,19.577255
19.654465,5.075225
5.139091,3.044158
14.777549,3.561546
23.277197,22.437809
41.700798,19.974907
7.263174,6.916696
18.739904,11.777936
46.613537,19.450706
61.196690,129.689316
31.511889,8.971807
7.953788,2.294741
18.402340,7.707002
17.743860,5.244757
8.620779,4.986902
15.025698,5.097332
47.041706,11.319403
23.934004,8.825199
9.204734,3.167544
9.257155,3.917253
6.034009,1.831081
44.591133,56.891602
35.554935,27.525177
40.474911,23.079763
8.403167,6.616604
6.763432,5.973940
65.260231,49.469711
18.499956,15.088674
73.937492,75.670692
30.763231,27.517159
21.652117,12.518424
10.762128,6.471919
4.825361,4.131197
8.674394,4.964547
7.961890,6.236157
39.560162,36.621578
33.793266,17.371817
6.448690,2.010823
9.376553,6.343968
6.312972,2.882282
57.557743,80.064682
36.904247,21.809090
22.046665,12.320933
33.276741,31.938370
6.230816,5.917613
43.729061,41.363407
15.985332,2.474440
15.217968,4.931652
45.249779,44.430080
10.819454,6.817863
28.458246,10.803019
32.866352,26.566299
19.865522,12.592688
42.984138,13.137134
9.268955,6.852934
19.625057,4.315298
37.955399,25.090302
14.205939,8.751267
33.893436,8.890715
34.332989,30.643421
12.813082,3.181406
25.219110,9.309659
21.137156,8.189645
17.008295,19.899256
11.832966,2.270414
4.719498,1.767877
7.581939,2.457400
12.979311,9.002038
18.044365,6.328111
12.705933,5.297947
13.918040,4.370088
34.975708,9.463894
68.446960,12.629190
38.527809,8.417375
53.185867,17.554974
11.451070,6.329509
11.667509,1.292140
21.525301,6.732487
28.866743,29.387905
10.511855,4.546256
31.536520,14.037379
4.190460,1.325990
26.182762,26.656172
8.501299,2.226566
14.058256,10.900227
10.176119,3.408116
15.159548,8.536839
34.494076,28.106113
42.870918,10.757152
33.364471,16.306740
61.921249,57.753113
6.128201,2.146247
9.711123,1.589887
14.649790,3.081852
9.895594,3.884755
17.005260,6.384134
4.233294,2.154493
29.234163,12.727206
85.614670,58.637241
54.269123,21.347023
29.026064,41.891689
28.552382,23.759476
17.684851,4.759387
12.346832,24.228231
18.334190,11.383438
22.421417,3.101679
37.026325,14.219911
27.794683,32.157570
21.876316,6.923794
15.918283,9.509864
19.246630,11.584779
49.625820,43.533432
17.254145,2.576688
15.003060,13.126399
60.960430,88.129745
26.373102,16.493847
38.304333,24.041988
26.795353,12.691210
21.158377,14.120961
7.613847,2.166921
48.979118,46.020195
53.959469,78.191902
36.193737,13.890065
5.154583,1.380496
25.327543,13.184566
38.325932,25.896070
30.135048,25.142204
8.674501,10.868744
46.971119,33.539150
42.321018,17.311930
12.190540,4.872309
31.673927,11.748732
32.920776,11.821958
4.922938,1.987957
15.727176,9.749187
12.668165,11.552201
34.077461,17.009645
5.940141,1.504166
19.974726,18.360554
13.555756,1.670564
19.525066,14.228896
9.059769,6.930307
24.687078,5.321110
38.442631,19.387459
12.930532,10.729020
20.406017,12.773406
5.046839,1.452942
49.080780,73.365372
40.250965,8.872931
16.009995,5.164241
17.681080,6.103510
20.607132,16.391056
16.507776,11.274906
76.247864,30.022980
5.943451,0.968737
37.437508,56.575264
22.719652,20.782969
5.822607,17.364035
11.856664,3.310151
8.242720,12.658098
43.316959,36.635757
20.583134,28.301800
6.094585,2.592510
8.912219,8.336437
74.228943,316.353760
24.485760,5.137427
43.103291,12.099678
29.063612,16.052204
31.358887,26.875429
10.368963,5.822930
7.353673,10.485724
20.814009,5.122940
5.160514,1.794863
29.679680,8.006401
26.476433,60.277218
18.876245,6.263624
5.198298,5.566802
59.563267,34.577271
7.945302,2.962934
14.407934,4.217216
15.675297,5.853014
70.142929,23.458488
40.317181,22.990591
11.872034,21.274927
17.632711,25.167616
5.714279,2.598112
68.545769,45.620735
11.153593,3.029178
19.808208,11.941236
52.094414,9.880769
25.079012,6.901713
53.873108,55.535892
27.109806,25.197517
56.673870,43.398655
42.840786,20.376114
13.340709,8.029642
13.192356,15.909316
22.858564,16.057739
26.990595,38.406441
18.258881,22.019081
22.536587,3.203397
11.620835,3.984511
47.451187,9.423858
44.850574,77.590553
17.990707,11.493654
12.158860,2.256686
21.029909,13.580556
8.191666,5.914661
27.539783,25.800335
17.489344,13.133576
14.174565,3.682904
64.979805,48.967430
14.363495,21.116428
18.645939,14.651154
31.901505,37.393509
32.304440,22.673416
32.035744,28.475172
32.238270,23.731802
23.436718,24.361084
17.768461,3.379440
52.362381,33.367447
38.875977,20.111742
41.583347,16.993185
12.878820,4.061430
18.247343,11.960791
23.659332,5.905151
46.454578,17.647856
6.497362,2.221285
10.300860,2.266249
6.128194,2.066171
16.225266,8.000602
26.421680,16.387939
8.474929,3.638474
65.004356,117.730255
11.833172,5.026540
13.188706,4.747064
54.884315,45.392162
29.369314,10.219554
8.060041,4.294831
5.423387,1.039932
24.123135,7.215885
28.695147,24.500490
15.576068,9.446169
22.734913,30.947302
9.485338,2.279168
37.550907,41.454105
25.998011,5.391609
70.947006,122.344498
28.588242,12.477221
29.513815,9.644501
29.857212,15.799759
15.225224,31.720814
26.567270,9.359558
16.357206,6.624007
9.195904,1.737347
33.654739,8.565445
22.509008,4.791837
6.486858,0.997663
21.850550,7.221127
23.671162,30.514364
17.759924,3.336720
7.746901,2.099911
38.275242,15.633376
27.097755,10.377030
13.434675,8.228648
37.458839,12.899288
31.799726,12.540374
5.871992,3.673785
38.951267,9.698057
26.850645,10.687410
23.445875,30.858202
11.151745,4.263556
12.830881,2.913314
54.261936,26.294724
46.624065,23.927402
35.353310,8.667225
26.149057,9.768379
18.838858,6.022944
11.794531,7.035994
46.358307,27.296164
21.791086,16.026348
50.916504,30.047543
12.917787,4.602098
26.777868,17.717751
54.464001,5.783364
75.233429,84.676346
68.013069,77.049698
8.670427,4.680879
72.404030,72.192032
32.228550,24.036289
7.008638,2.894876
20.285162,12.419929
27.334267,19.708670
59.218163,45.429249
32.017502,8.462909
11.680691,2.216748
16.107506,8.179539
51.015789,39.191814
18.959547,27.763885
33.708904,37.330246
31.239347,27.220125
21.629940,10.602999
18.219784,31.544764
32.622986,13.575133
14.063153,3.982652
4.999722,3.466692
29.303715,9.371933
5.271013,1.593835
98.018639,28.157429
25.128387,5.480544
33.919868,13.535092
12.759161,3.943360
23.642426,3.183370
8.808853,0.927725
8.413263,1.394147
20.961693,10.091550
5.089639,0.943234
44.451790,19.924963
28.669277,11.058713
13.950468,27.714375
9.400653,9.955203
14.064790,2.274921
11.811370,2.181232
32.352657,11.057140
11.984389,5.419931
11.963131,13.834389
7.462845,3.685216
4.624469,0.779114
7.901608,1.923855
47.267353,27.996931
37.726196,12.100084
13.085760,8.482951
60.354412,135.365112
32.922104,23.972412
30.271130,21.886049
18.815411,7.985767
16.156525,7.238740
94.123169,96.410355
43.224110,63.669785
60.297279,67.963097
29.523594,35.725487
14.492708,5.479067
13.585875,4.678915
20.689508,13.462603
28.055136,18.816465
33.529274,48.069149
52.891823,24.868479
17.201653,15.587178
26.264784,8.383459
54.612606,39.931992
48.828094,11.407015
8.280409,2.819839
33.172699,16.399910
37.112064,38.532047
10.939368,7.374106
33.833164,6.950732
13.958191,6.956542
43.928864,36.788227
69.809753,140.383591
5.637051,2.013275
19.469042,11.140271
15.931850,4.246783
8.483939,5.761575
27.072451,7.931495
31.250015,24.747061
6.906162,1.838420
56.085384,12.225307
14.575676,5.461028
16.761881,7.374710
12.890966,7.792796
6.057668,2.214687
29.658224,12.520722
8.423245,5.550282
23.377924,31.732403
15.428699,5.166148
5.713559,3.620965
23.131405,19.373671
29.629269,14.953699
20.876223,9.025005
9.368239,1.677642
44.796387,14.386992
8.892595,3.194897
36.234573,67.619530
14.922597,12.538975
5.266416,4.185364
18.384237,5.297587
22.374702,9.846125
11.122893,2.212389
18.879044,12.447085
29.364208,27.177589
35.288239,12.310028
35.360615,11.204660
14.404323,4.131943
47.083435,13.898686
44.993858,16.123663
58.429024,70.972473
5.270864,5.370456
8.053624,3.518488
73.856407,16.964813
29.677155,29.630346
18.242289,14.693413
53.624554,17.358759
52.191219,12.497087
10.320340,0.853466
24.880058,12.535377
29.856482,103.439857
17.154892,15.162495
103.261818,138.289093
5.488337,4.433733
10.574080,7.435123
6.560236,3.211864
33.674160,95.142838
57.201706,74.892860
40.993492,18.563488
27.877880,32.368835
11.615859,8.834104
26.503040,15.229164
32.531742,53.762600
38.387379,22.234541
12.516297,7.804360
15.085984,3.809561
46.045052,94.112213
11.139715,4.224200
21.118155,4.300659
19.649939,34.070389
20.576832,6.515200
38.561634,7.003355
56.393410,46.350849
17.708960,11.094353
44.585499,23.507189
23.563219,8.118848
57.899418,40.996212
16.592230,47.646652
21.774570,13.187220
8.882950,8.446336
4.587461,1.720578
45.368832,21.834435
96.123802,71.288956
43.315948,15.317102
42.679214,26.283464
35.834084,22.001875
12.990148,2.642122
16.863407,6.927946
12.036144,3.456959
13.879045,3.979491
4.673888,0.761878
5.876958,2.923135
9.352167,0.997104
21.918238,16.870642
5.185162,2.186141
21.275145,10.450681
9.615617,1.974397
5.445015,1.363682
19.699179,4.511968
22.342413,12.900371
16.624224,3.365710
7.499436,1.275090
29.422937,6.985785
26.055000,11.466594
36.130863,24.001183
57.339302,23.778639
61.590439,48.270103
33.227833,22.574020
14.275293,12.841246
42.288460,20.750643
27.684044,19.873812
27.226255,26.172903
10.460502,1.284628
10.186476,9.477830
37.289444,16.766464
23.340757,15.534075
40.198689,15.654879
18.899265,34.272617
15.173692,9.137025
17.792135,23.477962
7.606355,3.744180
12.484514,4.107201
8.286374,6.596068
20.232637,14.862955
39.243698,17.550505
32.154308,37.429123
69.903008,27.461996
24.352039,14.870438
17.240749,3.704738
30.786974,27.704018
18.027147,20.810619
12.414166,5.087574
7.390943,2.340990
7.191460,1.708970
7.011976,2.633613
63.519344,24.084826
42.143135,13.881886
15.491561,6.221614
5.437644,1.307412
5.889498,2.192539
9.158436,7.788219
73.094429,79.046814
5.846212,3.381588
12.488663,9.131707
8.647942,1.024600
25.981352,26.918936
6.911963,3.193216
11.420219,12.014647
35.776752,38.132938
37.590927,33.103287
7.684368,2.897501
6.746174,1.021676
42.870594,9.812829
36.302021,13.919578
7.302440,2.543514
29.268858,6.320334
57.789383,18.910763
48.005405,25.881042
34.021030,11.403889
16.001707,7.504104
23.470707,5.435188
7.552638,2.561108
11.075300,6.444144
28.260231,16.550266
25.873545,14.588814
8.807782,1.457723
15.650952,2.554998
14.109367,5.798593
15.201910,3.052037
14.390423,3.781824
8.351298,3.556278
9.491459,4.146037
40.180210,13.156483
93.030983,26.048906
26.884760,35.764381
32.118328,7.742574
44.089363,43.940212
33.425503,11.778473
18.224825,21.425896
24.471725,35.435215
14.586056,5.288150
21.228062,6.129406
17.758060,16.086615
56.520084,37.665085
9.345730,3.764345
22.648935,13.549371
39.985367,20.226778
9.014414,1.855044
16.975916,2.624139
6.379150,7.814443
7.612466,3.639400
15.533422,8.452995
11.215284,13.591881
24.281687,6.454298
17.863989,39.753254
25.744184,7.892950
36.168407,24.918243
17.283936,23.893135
8.830714,2.468460
41.104733,21.121672
57.406082,24.052319
66.583595,16.227280
14.862319,6.960517
18.560474,15.025571
24.240343,47.634998
16.961704,10.342517
21.038853,4.430401
36.338211,8.632963
26.166325,12.228825
48.150738,16.859932
58.314671,26.653870
31.817194,20.415840
49.519707,30.628555
51.699566,22.319120
35.150051,23.181519
43.524544,122.646194
29.960850,13.238440
5.443037,2.076494
24.708887,37.793781
10.704242,8.628837
24.059679,19.502838
71.306274,23.776833
42.563801,23.609030
16.296238,11.158204
8.163389,1.154222
52.732738,42.674461
45.171078,20.631079
9.021463,3.066103
23.691376,39.140820
8.468969,5.053176
17.466127,22.642084
32.831478,46.531734
6.691218,1.931657
6.943551,1.484295
27.759869,16.728380
8.220244,1.945392
8.449434,5.195493
57.302673,17.483669
60.500717,16.953354
24.459929,20.063654
34.441837,30.135172
32.687660,19.419119
31.182877,67.894821
26.308907,40.903793
42.520271,12.353620
42.805126,29.882074
9.875723,5.757799
7.959910,3.315166
14.778587,2.982823
39.355042,11.105542
8.151206,11.203241
12.664502,1.432038
20.253716,27.999514
46.764133,48.718925
7.760267,7.177872
26.496975,8.492665
56.112400,28.504768
16.702173,6.754885
7.948835,8.195499
11.470783,3.089788
26.245205,10.180621
87.967690,108.422508
41.891670,12.320829
73.156258,20.232235
55.953510,21.099318
18.230486,5.443762
29.993219,17.827932
7.770798,2.435332
10.444790,0.834091
14.513044,27.461748
56.320614,48.224422
29.230768,44.627846
47.927666,51.984104
26.670238,12.384030
22.173983,28.622406
44.800491,59.066437
30.820564,18.129871
33.243919,15.530555
19.633299,2.625291
25.657730,11.684210
36.421146,27.250971
7.320440,1.479730
26.873463,12.312838
24.193415,20.181879
15.447498,1.872832
22.433933,9.922523
32.904499,21.134800
