1,-213888811886.41272
2,-43988.74294120339
3,-4109365201.535027
4,-54527554.71568168
5,-3603442480.399902
6,-49087660152.479294
7,-28613535742.445847
8,-35000443.90177011
9,-106935708790.51053
10,-212057.51689522964
11,-8845344.696480358
12,-6769947.931234846
13,-1980568189247.0994
14,-2165180.288758105
15,-6432304521.67721
16,-80335913.60967389
17,-12400410451.73062
18,-3874868429127.3096
19,-6906949787254.294
20,-96644.82963721758
21,-2361029.557989957
22,-20250771.748292055
23,-36085.47867306035
24,-247559593.79481885
25,-125872746.76682585
26,-58765846.81313006
27,-111403180.82311748
28,-20455064249.32011
29,-56742.36756927068
30,-1217864.2017800666
31,-561610658.7390438
32,-6094088025.508153
33,-4914676657081.015
34,-810240.6785408151
35,-18963513.289200813
36,-2595.4746641060406
37,-1821514620132.9868
38,-41718523187.65542
39,-36977479.00949454
40,-1098015696006.4564
41,-1538145765571.004
42,-86323254259.94809
43,-29617633207.527676
44,-5669437.425535454
45,-119979.12406004213
46,-122123.42745443467
47,-565819.9956930926
48,-31606.9931593765
49,-3065309.824094225
50,-586697.1571148466
51,-76027504977.25484
52,-839326326.5484991
53,-7829389899373.503
54,-2720566.5431097364
55,-158087425434.67273
56,-1620886.8807712297
57,-2592565.2114891824
58,-4776767688.978251
59,-22194.755367752983
60,-160672.65084650394
61,-20523142031.25122
62,-1344183.227729962
63,-170928780772.75574
64,-70283087391.16318
65,-393736195.4560019
66,-6633773596.140476
67,-73367.21798856326
68,-551827858.8524946
69,-8261631.115655564
70,-59263.86644266982
71,-621676.314578314
72,-59744371.31596878
73,-10614.17192739918
74,-53577935032.9108
75,-231525.2478989414
76,-1656980779731.3792
77,-10621127563349.506
78,-106039008.98929808
79,-2298863.7634252296
80,-8538.470967218054
81,-278380703114.90875
82,-189835445.57509574
83,-7016128915158.412
84,-124560.5292321173
85,-1660846630.1576405
86,-3048.750179854705
87,-867195656.7176304
88,-10080929.159884082
89,-6211332497.143704
90,-45606.77198971744
91,-4385345194338.8037
92,-63512007335.53542
93,-6899592723072.521
94,-32056.79006333238
95,-365050.7706714712
96,-4854913419.165086
97,-3340.209870806922
98,-32263636.825889766
99,-5267258.66720456
100,-806998.1831769163
101,-9069123337929.746
102,-2252516.447040562
103,-463367.8485286342
104,-23577005982422.36
105,-194717811.28981614
106,-20070458271.95424
107,-179251747517.74808
